target	acc	tlen	query	qlen	evalue
DNA_methylase	PF00145.17	335	D3454.contig1_1	322	1.8e-24
DNA_methylase	PF00145.17	335	D3454.contig1_1	322	1.8e-24
ZapB	PF06005.12	71	D3454.contig1_4	168	0.00027
bZIP_1	PF00170.21	64	D3454.contig1_4	168	0.0007
HAP1_N	PF04849.13	308	D3454.contig1_4	168	0.0024
CCDC85	PF10226.9	193	D3454.contig1_4	168	0.0031
Nmad5	PF18757.1	206	D3454.contig1_4	168	0.0032
DUF2263	PF10021.9	146	D3454.contig1_5	261	4e-26
Macro	PF01661.21	118	D3454.contig1_5	261	0.011
TOM6p	PF15184.6	74	D3454.contig1_5	261	0.012
Isochorismatase	PF00857.20	175	D3454.contig1_7	170	1.4e-23
Fer4_14	PF13394.6	118	D3454.contig1_8	215	2.2e-05
Radical_SAM	PF04055.21	167	D3454.contig1_8	215	0.00037
Fer4_12	PF13353.6	139	D3454.contig1_8	215	0.0068
NAPRTase	PF04095.16	241	D3454.contig1_10	419	1.4e-65
NAPRTase_N	PF17767.1	125	D3454.contig1_10	419	4.2e-27
CTP_transf_like	PF01467.26	143	D3454.contig1_11	209	4e-17
Citrate_ly_lig	PF08218.11	182	D3454.contig1_11	209	0.0016
NAD_synthase	PF02540.17	242	D3454.contig1_12	244	3.5e-54
tRNA_Me_trans	PF03054.16	356	D3454.contig1_12	244	0.0026
QueC	PF06508.13	210	D3454.contig1_12	244	0.0028
Asn_synthase	PF00733.21	355	D3454.contig1_12	244	0.021
Methyltransf_23	PF13489.6	165	D3454.contig1_13	50	0.035
SOTI	PF17079.5	101	D3454.contig1_13	50	0.087
DUF5106	PF17127.4	153	D3454.contig1_14	138	0.019
S-layer	PF07752.11	258	D3454.contig1_15	71	0.005
N6_N4_Mtase	PF01555.18	231	D3454.contig1_17	253	2.9e-20
MethyltransfD12	PF02086.15	260	D3454.contig1_18	247	9.1e-15
OrfB_IS605	PF01385.19	120	D3454.contig1_19	434	2.2e-20
OrfB_Zn_ribbon	PF07282.11	69	D3454.contig1_19	434	2.6e-08
Glyco_hydro_97	PF10566.9	281	D3454.contig1_19	434	0.00022
Hit1_C	PF18268.1	82	D3454.contig1_20	118	0.0094
DUF3990	PF13151.6	152	D3454.contig1_20	118	0.032
EcoRI_methylase	PF13651.6	353	D3454.contig1_21	183	0.00038
USP7_ICP0_bdg	PF12436.8	240	D3454.contig1_25	93	0.031
Prok-E2_B	PF14461.6	134	D3454.contig1_26	127	0.018
RNA_lig_T4_1	PF09511.10	220	D3454.contig1_28	733	1.2e-47
AAA_33	PF13671.6	143	D3454.contig1_28	733	2.6e-13
Metallophos	PF00149.28	204	D3454.contig1_28	733	6.5e-13
KTI12	PF08433.10	272	D3454.contig1_28	733	0.0002
FemAB	PF02388.16	405	D3454.contig1_29	165	0.004
DUF4570	PF15134.6	110	D3454.contig1_29	165	0.006
DNA_pol_alpha_N	PF12254.8	66	D3454.contig1_32	146	0.0089
HMG_box	PF00505.19	69	D3454.contig1_33	138	0.044
Radical_SAM	PF04055.21	167	D3454.contig1_34	297	1e-07
Fer4_12	PF13353.6	139	D3454.contig1_34	297	0.00029
PAPS_reduct	PF01507.19	174	D3454.contig1_38	337	2.7e-10
zf-CXXC	PF02008.20	48	D3454.contig1_39	60	0.0071
CarbpepA_inh	PF02977.15	46	D3454.contig1_44	91	0.024
Adenylsucc_synt	PF00709.21	419	D3454.contig1_48	364	2.6e-41
MIF4G_like_2	PF09090.11	267	D3454.contig1_49	110	0.062
MmcB-like	PF06319.12	148	D3454.contig1_52	227	0.00021
LAGLIDADG_2	PF03161.13	169	D3454.contig1_53	296	7.4e-21
UPF0175	PF03683.13	75	D3454.contig1_53	296	0.0009
Thg1	PF04446.12	125	D3454.contig1_54	284	2.3e-27
Thg1C	PF14413.6	122	D3454.contig1_54	284	1.9e-05
DUF1653	PF07866.11	62	D3454.contig1_60	148	1.1e-21
SSB	PF00436.25	104	D3454.contig1_61	398	0.0044
DUF3107	PF11305.8	73	D3454.contig1_61	398	0.0088
AAA_24	PF13479.6	197	D3454.contig1_62	327	5e-11
Med9	PF07544.13	80	D3454.contig1_62	327	0.0081
DnaB_C	PF03796.15	255	D3454.contig1_64	503	0.00067
ATPase	PF06745.13	231	D3454.contig1_64	503	0.0083
PDDEXK_1	PF12705.7	255	D3454.contig1_66	390	1.1e-11
DNA_pol3_alpha	PF07733.12	260	D3454.contig1_67	1067	3.5e-49
PHP	PF02811.19	167	D3454.contig1_67	1067	4.1e-23
DNA_pol3_finger	PF17657.1	166	D3454.contig1_67	1067	5.7e-15
HHH_6	PF14579.6	90	D3454.contig1_67	1067	1.5e-05
AAA_30	PF13604.6	192	D3454.contig1_68	758	1.6e-33
AAA_19	PF13245.6	146	D3454.contig1_68	758	1.9e-21
UvrD_C_2	PF13538.6	52	D3454.contig1_68	758	1e-12
HHH_4	PF14490.6	92	D3454.contig1_68	758	3.1e-10
SH3_13	PF18335.1	65	D3454.contig1_68	758	1.1e-09
PIF1	PF05970.14	364	D3454.contig1_68	758	0.00019
HHH_5	PF14520.6	57	D3454.contig1_68	758	0.0017
HD	PF01966.22	122	D3454.contig1_69	230	1e-09
DNA_ligase_aden	PF01653.18	318	D3454.contig1_76	662	2.7e-56
DNA_ligase_OB	PF03120.16	79	D3454.contig1_76	662	6.7e-16
BRCT	PF00533.26	79	D3454.contig1_76	662	7.3e-12
HHH_5	PF14520.6	57	D3454.contig1_76	662	9.5e-05
PTCB-BRCT	PF12738.7	63	D3454.contig1_76	662	0.00028
BRCT_2	PF16589.5	85	D3454.contig1_76	662	0.0029
PTS-HPr	PF00381.19	82	D3454.contig1_79	83	2e-05
Guanylate_kin	PF00625.21	182	D3454.contig1_80	180	6.4e-18
AAA_18	PF13238.6	130	D3454.contig1_80	180	1.6e-10
AAA_33	PF13671.6	143	D3454.contig1_80	180	8.1e-05
