target	acc	tlen	query	qlen	evalue
TnpB_IS66	PF05717.13	101	D4000.contig1_1	59	5.4e-18
HTH_Tnp_1	PF01527.20	75	D4000.contig1_2	135	6.3e-13
Gp138_N	PF18352.1	98	D4000.contig1_3	197	2.2e-05
LRR_4	PF12799.7	44	D4000.contig1_6	280	0.0084
SLT	PF01464.20	117	D4000.contig1_7	639	4.6e-20
KilA-N	PF04383.13	112	D4000.contig1_9	177	2.7e-14
DUF3383	PF11863.8	478	D4000.contig1_11	494	3.6e-104
CotH	PF08757.11	322	D4000.contig1_11	494	0.018
DUF4054	PF13262.6	107	D4000.contig1_15	148	5e-26
DUF4880	PF16220.5	43	D4000.contig1_16	109	0.039
DUF2184	PF09950.9	251	D4000.contig1_17	346	2.9e-05
DUF2213	PF09979.9	168	D4000.contig1_19	606	1.2e-52
ADPrib_exo_Tox	PF03496.14	197	D4000.contig1_19	606	1.2e-18
ART	PF01129.18	222	D4000.contig1_19	606	2.4e-05
TAF4	PF05236.14	277	D4000.contig1_19	606	5.6e-05
Phage_Mu_F	PF04233.14	112	D4000.contig1_20	230	9.2e-15
DUF1073	PF06381.11	357	D4000.contig1_21	507	1.3e-99
Terminase_2	PF03592.16	140	D4000.contig1_23	211	1.9e-15
Glyco_hydro_108	PF05838.12	85	D4000.contig1_26	181	6.9e-27
PG_binding_3	PF09374.10	76	D4000.contig1_26	181	1.7e-22
Phage_holin_3_3	PF16083.5	78	D4000.contig1_27	104	2.6e-21
rve	PF00665.26	119	D4000.contig1_28	349	7e-18
rve_3	PF13683.6	67	D4000.contig1_28	349	4.3e-15
HTH_28	PF13518.6	52	D4000.contig1_28	349	6.3e-09
HTH_32	PF13565.6	73	D4000.contig1_28	349	4.6e-07
HTH_29	PF13551.6	63	D4000.contig1_28	349	2.7e-05
HTH_23	PF13384.6	50	D4000.contig1_28	349	7.8e-05
rve_2	PF13333.6	52	D4000.contig1_28	349	0.0014
HNH_3	PF13392.6	46	D4000.contig1_29	159	5.4e-16
AP2	PF00847.20	54	D4000.contig1_29	159	0.0023
Phage_antiter_Q	PF06323.11	222	D4000.contig1_30	228	9.5e-81
NinG	PF05766.12	186	D4000.contig1_32	213	1.2e-56
NinE	PF05322.11	58	D4000.contig1_33	59	3.5e-05
TnpB_IS66	PF05717.13	101	D4000.contig1_33	59	0.069
DUF1367	PF07105.11	196	D4000.contig1_34	199	7.3e-70
TonB_C	PF03544.14	79	D4000.contig1_35	111	0.00064
DUF551	PF04448.12	69	D4000.contig1_37	217	8.5e-12
Clathrin	PF00637.20	143	D4000.contig1_37	217	0.013
Phage_holin_5_2	PF16079.5	75	D4000.contig1_38	59	0.02
Ead_Ea22	PF13935.6	139	D4000.contig1_39	231	1.5e-05
PTPA	PF03095.15	301	D4000.contig1_39	231	0.014
DnaB_C	PF03796.15	255	D4000.contig1_42	818	1e-51
DnaB_C	PF03796.15	255	D4000.contig1_42	818	1e-51
DnaB	PF00772.21	103	D4000.contig1_42	818	7.8e-33
AAA_25	PF13481.6	194	D4000.contig1_42	818	1.5e-05
Hom_end_hint	PF05203.16	228	D4000.contig1_42	818	2.3e-05
