target	acc	tlen	query	qlen	evalue
Peptidase_S9_N	PF02897.15	414	D3400.contig1_1	473	4.8e-80
DUF2298	PF10060.9	497	D3400.contig1_2	183	0.024
GATase_4	PF13230.6	272	D3400.contig1_3	259	5.7e-109
GATase_6	PF13522.6	134	D3400.contig1_3	259	5.6e-05
DUF2937	PF11157.8	162	D3400.contig1_4	181	1.8e-57
LysR_substrate	PF03466.20	209	D3400.contig1_5	313	4.1e-35
HTH_1	PF00126.27	60	D3400.contig1_5	313	1.6e-17
LamB_YcsF	PF03746.16	239	D3400.contig1_6	248	1e-96
UBD	PF16455.5	104	D3400.contig1_6	248	0.022
CT_C_D	PF02682.16	202	D3400.contig1_7	235	8.8e-64
CT_A_B	PF02626.15	264	D3400.contig1_8	308	2.8e-76
VWA_CoxE	PF05762.14	223	D3400.contig1_9	393	8.7e-10
AAA	PF00004.29	132	D3400.contig1_10	282	6.6e-14
AAA_5	PF07728.14	138	D3400.contig1_10	282	4e-13
AAA_22	PF13401.6	137	D3400.contig1_10	282	1.2e-06
AAA_2	PF07724.14	171	D3400.contig1_10	282	2.6e-06
AAA_16	PF13191.6	170	D3400.contig1_10	282	5.9e-06
NACHT	PF05729.12	166	D3400.contig1_10	282	6.7e-05
AAA_30	PF13604.6	192	D3400.contig1_10	282	0.00016
AAA_18	PF13238.6	130	D3400.contig1_10	282	0.00017
AAA_19	PF13245.6	146	D3400.contig1_10	282	0.00041
AAA_7	PF12775.7	181	D3400.contig1_10	282	0.0021
Mg_chelatase	PF01078.21	207	D3400.contig1_10	282	0.0021
DUF748	PF05359.11	152	D3400.contig1_11	359	1.2e-11
PALP	PF00291.25	294	D3400.contig1_12	325	6e-66
ADH_zinc_N	PF00107.26	130	D3400.contig1_12	325	0.013
Asp_Arg_Hydrox	PF05118.15	157	D3400.contig1_13	313	8.3e-47
EamA	PF00892.20	137	D3400.contig1_14	287	3.2e-22
EamA	PF00892.20	137	D3400.contig1_14	287	3.2e-22
EamA	PF00892.20	137	D3400.contig1_15	299	2.1e-30
EamA	PF00892.20	137	D3400.contig1_15	299	2.1e-30
TPT	PF03151.16	290	D3400.contig1_15	299	0.0048
Multi_Drug_Res	PF00893.19	93	D3400.contig1_15	299	0.0058
MCPsignal	PF00015.21	172	D3400.contig1_16	542	1.2e-41
4HB_MCP_1	PF12729.7	181	D3400.contig1_16	542	1.1e-25
HAMP	PF00672.25	53	D3400.contig1_16	542	4.3e-10
DUF948	PF06103.11	89	D3400.contig1_16	542	0.00034
AceK	PF06315.11	561	D3400.contig1_17	574	7.6e-235
DUF3418	PF11898.8	583	D3400.contig1_18	1304	8e-195
OB_NTP_bind	PF07717.16	83	D3400.contig1_18	1304	2.8e-20
HA2	PF04408.23	108	D3400.contig1_18	1304	6.4e-18
Helicase_C	PF00271.31	111	D3400.contig1_18	1304	1.1e-12
DEAD	PF00270.29	176	D3400.contig1_18	1304	1.2e-05
AAA_19	PF13245.6	146	D3400.contig1_18	1304	3.3e-05
AAA_22	PF13401.6	137	D3400.contig1_18	1304	0.00097
T2SSE	PF00437.20	273	D3400.contig1_18	1304	0.001
AAA_30	PF13604.6	192	D3400.contig1_18	1304	0.0011
NACHT	PF05729.12	166	D3400.contig1_18	1304	0.002
ACP_syn_III_C	PF08541.10	90	D3400.contig1_19	374	7.7e-24
ACP_syn_III	PF08545.10	80	D3400.contig1_19	374	1.2e-18
Thiolase_N	PF00108.23	260	D3400.contig1_19	374	2.6e-05
Sigma70_r2	PF04542.14	71	D3400.contig1_20	205	2.1e-13
Sigma70_r4_2	PF08281.12	54	D3400.contig1_20	205	1.2e-11
Sigma70_r4	PF04545.16	50	D3400.contig1_20	205	1.1e-06
Speriolin_N	PF15058.6	200	D3400.contig1_20	205	0.012
zf-HC2	PF13490.6	35	D3400.contig1_21	78	3.4e-10
Porin_O_P	PF07396.11	359	D3400.contig1_22	445	2.9e-91
FemAB_like	PF04339.12	370	D3400.contig1_23	375	7.4e-150
Acetyltransf_6	PF13480.7	142	D3400.contig1_23	375	4.4e-14
BrnT_toxin	PF04365.13	78	D3400.contig1_24	88	9.6e-25
BrnA_antitoxin	PF14384.6	70	D3400.contig1_25	83	1.5e-19
MIP	PF00230.20	227	D3400.contig1_26	233	2.8e-50
ABC_tran	PF00005.27	137	D3400.contig1_27	611	2.7e-34
ABC_membrane	PF00664.23	274	D3400.contig1_27	611	4.4e-11
SMC_N	PF02463.19	220	D3400.contig1_27	611	6.7e-08
AAA_16	PF13191.6	170	D3400.contig1_27	611	0.00068
MMR_HSR1	PF01926.23	114	D3400.contig1_27	611	0.00094
RsgA_GTPase	PF03193.16	167	D3400.contig1_27	611	0.0012
AAA_30	PF13604.6	192	D3400.contig1_27	611	0.0013
Pro_isomerase	PF00160.21	158	D3400.contig1_28	188	8.2e-46
ZirS_C	PF16583.5	145	D3400.contig1_28	188	0.051
Abhydrolase_1	PF00561.20	257	D3400.contig1_29	268	2.9e-28
Abhydrolase_1	PF00561.20	257	D3400.contig1_29	268	2.9e-28
Abhydrolase_6	PF12697.7	220	D3400.contig1_29	268	2.2e-23
Hydrolase_4	PF12146.8	239	D3400.contig1_29	268	5.1e-19
Thioesterase	PF00975.20	231	D3400.contig1_29	268	9.5e-05
Ndr	PF03096.14	283	D3400.contig1_29	268	0.001
Esterase	PF00756.20	251	D3400.contig1_29	268	0.0037
LysR_substrate	PF03466.20	209	D3400.contig1_30	308	2.6e-28
HTH_1	PF00126.27	60	D3400.contig1_30	308	4.3e-19
HTH_30	PF13556.6	59	D3400.contig1_30	308	5.1e-05
MarR_2	PF12802.7	62	D3400.contig1_30	308	5.6e-05
DUF4307	PF14155.6	110	D3400.contig1_31	105	0.0006
AtuA	PF07287.11	351	D3400.contig1_31	105	0.014
Flavodoxin_2	PF02525.17	198	D3400.contig1_32	200	5.2e-49
FMN_red	PF03358.15	155	D3400.contig1_32	200	5.3e-14
EamA	PF00892.20	137	D3400.contig1_33	294	3.6e-17
EamA	PF00892.20	137	D3400.contig1_33	294	3.6e-17
LysR_substrate	PF03466.20	209	D3400.contig1_34	302	1.4e-48
HTH_1	PF00126.27	60	D3400.contig1_34	302	1.5e-16
Isochorismatase	PF00857.20	175	D3400.contig1_35	215	7.3e-26
MS_channel	PF00924.18	206	D3400.contig1_36	433	5.1e-44
DEAD	PF00270.29	176	D3400.contig1_37	449	4.6e-49
Helicase_C	PF00271.31	111	D3400.contig1_37	449	4.8e-30
ResIII	PF04851.15	171	D3400.contig1_37	449	1.7e-08
FliG_M	PF14841.6	76	D3400.contig1_38	92	0.01
DUF2513	PF10711.9	104	D3400.contig1_39	130	0.028
DUF4071	PF13281.6	368	D3400.contig1_40	289	0.017
Gcw_chp	PF09694.10	230	D3400.contig1_41	242	2.1e-10
S1_2	PF13509.6	61	D3400.contig1_43	279	1.2e-31
S1_2	PF13509.6	61	D3400.contig1_43	279	1.2e-31
CvfB_WH	PF17783.1	58	D3400.contig1_43	279	9.6e-23
DUF2177	PF09945.9	124	D3400.contig1_44	144	3.2e-42
Transp_cyt_pur	PF02133.15	440	D3400.contig1_45	481	8.6e-81
MFS_4	PF06779.14	363	D3400.contig1_46	403	7.4e-115
MFS_1	PF07690.16	353	D3400.contig1_46	403	2.2e-09
MFS_1	PF07690.16	353	D3400.contig1_46	403	2.2e-09
ThrE	PF06738.12	241	D3400.contig1_46	403	0.0054
LysR_substrate	PF03466.20	209	D3400.contig1_47	298	7.9e-42
HTH_1	PF00126.27	60	D3400.contig1_47	298	9.4e-21
HTH_30	PF13556.6	59	D3400.contig1_47	298	0.00012
PBP_like_2	PF12849.7	282	D3400.contig1_47	298	0.0014
APH	PF01636.23	240	D3400.contig2_1	318	5.5e-34
Choline_kinase	PF01633.20	213	D3400.contig2_1	318	0.018
DUF2782	PF11191.8	89	D3400.contig2_2	97	2.1e-19
DNA_pol_A	PF00476.20	376	D3400.contig2_3	931	9.7e-155
5_3_exonuc_N	PF02739.16	159	D3400.contig2_3	931	5.2e-50
DNA_pol_A_exo1	PF01612.20	176	D3400.contig2_3	931	8.9e-40
5_3_exonuc	PF01367.20	97	D3400.contig2_3	931	2.4e-28
MMR_HSR1	PF01926.23	114	D3400.contig2_4	214	1.3e-16
RsgA_GTPase	PF03193.16	167	D3400.contig2_4	214	0.00023
FeoB_N	PF02421.18	156	D3400.contig2_4	214	0.0006
Cytochrome_CBB3	PF13442.6	67	D3400.contig2_5	101	6.3e-13
Cytochrom_C	PF00034.21	92	D3400.contig2_6	202	7.8e-20
Cytochrom_C	PF00034.21	92	D3400.contig2_6	202	7.8e-20
Cytochrome_CBB3	PF13442.6	67	D3400.contig2_6	202	1.7e-15
Cytochrome_CBB3	PF13442.6	67	D3400.contig2_6	202	1.7e-15
DSBA	PF01323.20	193	D3400.contig2_7	213	9.1e-18
Thioredoxin_4	PF13462.6	166	D3400.contig2_7	213	7.9e-09
Thioredoxin_3	PF13192.6	76	D3400.contig2_7	213	1.3e-05
Thioredoxin_5	PF13743.6	186	D3400.contig2_7	213	8.6e-05
Thioredoxin_2	PF13098.6	109	D3400.contig2_7	213	0.00017
Exo_endo_phos	PF03372.23	233	D3400.contig2_8	293	1e-13
GGDEF	PF00990.21	161	D3400.contig2_9	702	1.1e-46
Amidase_2	PF01510.25	126	D3400.contig2_10	259	5.5e-31
PG_binding_1	PF01471.18	57	D3400.contig2_10	259	7.8e-07
KinB_sensor	PF16767.5	121	D3400.contig2_11	596	9.5e-36
HATPase_c	PF02518.26	112	D3400.contig2_11	596	2.9e-25
PAS_4	PF08448.10	110	D3400.contig2_11	596	1.8e-12
HisKA	PF00512.25	67	D3400.contig2_11	596	1.4e-11
HAMP	PF00672.25	53	D3400.contig2_11	596	1.2e-09
PAS	PF00989.25	113	D3400.contig2_11	596	2.2e-08
PAS_8	PF13188.7	67	D3400.contig2_11	596	2.3e-07
HATPase_c_5	PF14501.6	101	D3400.contig2_11	596	0.0007
PAS_9	PF13426.7	104	D3400.contig2_11	596	0.00075
HATPase_c_2	PF13581.6	125	D3400.contig2_11	596	0.0024
PAS_10	PF13596.6	106	D3400.contig2_11	596	0.0033
Sigma54_activat	PF00158.26	168	D3400.contig2_12	449	1.8e-62
Response_reg	PF00072.24	112	D3400.contig2_12	449	2.9e-28
Sigma54_activ_2	PF14532.6	138	D3400.contig2_12	449	3.9e-15
HTH_8	PF02954.19	42	D3400.contig2_12	449	3.3e-09
AAA_5	PF07728.14	138	D3400.contig2_12	449	4e-07
AAA	PF00004.29	132	D3400.contig2_12	449	1.2e-06
Mg_chelatase	PF01078.21	207	D3400.contig2_12	449	0.00012
IstB_IS21	PF01695.17	178	D3400.contig2_12	449	0.0019
AAA_22	PF13401.6	137	D3400.contig2_12	449	0.002
DUF1328	PF07043.13	39	D3400.contig2_14	55	8.5e-17
Ivy	PF08816.11	117	D3400.contig2_15	156	8.7e-45
SDF	PF00375.18	390	D3400.contig2_16	444	2.8e-120
Gate	PF07670.14	112	D3400.contig2_17	410	3.2e-13
Gate	PF07670.14	112	D3400.contig2_17	410	3.2e-13
ABC_trans_aux	PF03886.13	161	D3400.contig2_18	220	1.1e-21
