target	acc	tlen	query	qlen	evalue
PerC	PF06069.11	90	D3520.contig1_2	97	1.8e-27
MIT	PF04212.18	65	D3520.contig1_2	97	0.0075
BDV_P40	PF06407.11	324	D3520.contig1_2	97	0.02
GerE	PF00196.19	57	D3520.contig1_3	193	1.4e-06
HTH_7	PF02796.15	45	D3520.contig1_3	193	0.00087
DUF560	PF04575.13	286	D3520.contig1_4	830	2.8e-05
TPR_14	PF13428.6	44	D3520.contig1_4	830	0.016
GHL13	PF14883.6	325	D3520.contig1_5	672	9.7e-148
Polysacc_deac_1	PF01522.21	124	D3520.contig1_5	672	7e-26
GHL10	PF02638.15	311	D3520.contig1_5	672	1.9e-06
Glyco_tranf_2_3	PF13641.6	230	D3520.contig1_6	443	4.4e-38
Glycos_transf_2	PF00535.26	170	D3520.contig1_6	443	1.9e-35
Glyco_trans_2_3	PF13632.6	197	D3520.contig1_6	443	1.1e-23
Glyco_transf_21	PF13506.6	173	D3520.contig1_6	443	5.6e-16
Glyco_tranf_2_2	PF10111.9	276	D3520.contig1_6	443	5.8e-08
Chitin_synth_2	PF03142.15	527	D3520.contig1_6	443	9.5e-07
Glyco_tranf_2_4	PF13704.6	96	D3520.contig1_6	443	0.0057
PgaD	PF13994.6	148	D3520.contig1_7	150	2.1e-21
Thioredoxin_4	PF13462.6	166	D3520.contig1_8	262	1.6e-12
ScsC_N	PF18312.1	34	D3520.contig1_8	262	4e-12
DSBA	PF01323.20	193	D3520.contig1_8	262	5.5e-09
Thioredoxin_2	PF13098.6	109	D3520.contig1_8	262	1.4e-06
TerC	PF03741.16	181	D3520.contig1_9	253	2e-43
DnaJ_C	PF01556.18	148	D3520.contig1_10	306	9.8e-32
DnaJ	PF00226.31	63	D3520.contig1_10	306	1.6e-22
MerR_2	PF13591.6	84	D3520.contig1_11	102	5.5e-27
Plasmid_stab_B	PF10784.9	72	D3520.contig1_12	124	1.1e-15
DEC-1_N	PF04625.13	403	D3520.contig1_12	124	0.0037
Ribosomal_60s	PF00428.19	88	D3520.contig1_12	124	0.0067
Stm1_N	PF09598.10	65	D3520.contig1_12	124	0.012
StbA	PF06406.11	317	D3520.contig1_13	319	3.2e-126
Hydantoinase_A	PF01968.18	291	D3520.contig1_13	319	0.00034
ALP_N	PF17989.1	147	D3520.contig1_13	319	0.016
MFS_2	PF13347.6	427	D3520.contig1_14	468	8.8e-84
Glyco_hydro_4	PF02056.16	183	D3520.contig1_15	451	1.6e-76
Glyco_hydro_4C	PF11975.8	208	D3520.contig1_15	451	2.8e-60
HTH_AraC	PF00165.23	42	D3520.contig1_16	313	1.1e-19
HTH_AraC	PF00165.23	42	D3520.contig1_16	313	1.1e-19
HTH_18	PF12833.7	81	D3520.contig1_16	313	2.7e-19
Cupin_2	PF07883.11	71	D3520.contig1_16	313	5.4e-05
Sugar_tr	PF00083.24	452	D3520.contig1_17	501	4.4e-67
MFS_1	PF07690.16	353	D3520.contig1_17	501	8.3e-34
MFS_1	PF07690.16	353	D3520.contig1_17	501	8.3e-34
Osmo_CC	PF08946.10	46	D3520.contig1_17	501	5e-23
MFS_2	PF13347.6	427	D3520.contig1_17	501	2.4e-05
PhnA	PF03831.14	69	D3520.contig1_18	112	8.8e-35
PhnA_Zn_Ribbon	PF08274.12	30	D3520.contig1_18	112	1.3e-13
TF_Zn_Ribbon	PF08271.12	43	D3520.contig1_18	112	5.5e-05
zf-RRN7	PF11781.8	32	D3520.contig1_18	112	0.00015
PADR1	PF08063.12	53	D3520.contig1_18	112	0.0036
3-dmu-9_3-mt	PF06983.13	116	D3520.contig1_19	145	8.9e-05
Glyoxalase	PF00903.25	128	D3520.contig1_19	145	0.00021
UTRA	PF07702.13	141	D3520.contig1_20	242	1.4e-29
GntR	PF00392.21	64	D3520.contig1_20	242	7.3e-21
MarR	PF01047.22	59	D3520.contig1_20	242	1.1e-05
Rrf2	PF02082.20	83	D3520.contig1_20	242	2.2e-05
MarR_2	PF12802.7	62	D3520.contig1_20	242	7.5e-05
HTH_Crp_2	PF13545.6	68	D3520.contig1_20	242	0.0015
PhnG	PF06754.12	142	D3520.contig1_21	151	2.4e-51
PhnH	PF05845.12	189	D3520.contig1_22	195	3.9e-62
PhnI	PF05861.12	353	D3520.contig1_23	355	1.8e-153
