target	acc	tlen	query	qlen	evalue
Hexapep	PF00132.24	36	D4010.contig1_1	129	2.3e-18
Hexapep	PF00132.24	36	D4010.contig1_1	129	2.3e-18
Hexapep_2	PF14602.6	34	D4010.contig1_1	129	7.8e-13
Hexapep_2	PF14602.6	34	D4010.contig1_1	129	7.8e-13
DUF4954	PF16314.5	655	D4010.contig1_1	129	0.0019
Acetyltransf_1	PF00583.25	117	D4010.contig1_2	170	1.4e-09
Acetyltransf_10	PF13673.7	127	D4010.contig1_2	170	1.6e-07
Acetyltransf_3	PF13302.7	138	D4010.contig1_2	170	2.2e-05
Acetyltransf_7	PF13508.7	76	D4010.contig1_2	170	0.018
Ribonuc_L-PSP	PF01042.21	121	D4010.contig1_3	127	7.9e-41
AzlD	PF05437.12	99	D4010.contig1_4	107	2e-16
DUF4118	PF13493.6	107	D4010.contig1_4	107	0.0089
AzlC	PF03591.14	136	D4010.contig1_5	247	1.3e-33
SDH_alpha	PF03313.15	260	D4010.contig1_6	426	8.2e-45
PsiE	PF06146.12	68	D4010.contig1_7	137	3.7e-15
Ytca	PF17090.5	62	D4010.contig1_7	137	0.084
BPD_transp_1	PF00528.22	185	D4010.contig1_8	297	1.8e-14
MalF_P2	PF14785.6	164	D4010.contig1_9	515	3.3e-59
BPD_transp_1	PF00528.22	185	D4010.contig1_9	515	6.8e-22
TM_PBP2_N	PF16296.5	84	D4010.contig1_9	515	0.00034
DUF4534	PF15049.6	163	D4010.contig1_9	515	0.016
SBP_bac_8	PF13416.6	282	D4010.contig1_10	397	2.9e-41
SBP_bac_1	PF01547.25	315	D4010.contig1_10	397	3.4e-40
ABC_tran	PF00005.27	137	D4010.contig1_11	370	8.3e-32
OB_MalK	PF17912.1	53	D4010.contig1_11	370	1.4e-13
TOBE_2	PF08402.10	76	D4010.contig1_11	370	2e-12
AAA_21	PF13304.6	303	D4010.contig1_11	370	2.8e-06
RsgA_GTPase	PF03193.16	167	D4010.contig1_11	370	9.5e-06
AAA_16	PF13191.6	170	D4010.contig1_11	370	0.00059
AAA_29	PF13555.6	61	D4010.contig1_11	370	0.0019
LamB	PF02264.15	379	D4010.contig1_12	430	3e-144
OMP_b-brl	PF13505.6	178	D4010.contig1_12	430	0.023
MalM	PF07148.12	134	D4010.contig1_13	308	5e-49
Chor_lyase	PF04345.13	168	D4010.contig1_14	166	2.3e-33
UbiA	PF01040.18	252	D4010.contig1_15	289	3e-68
Acyltransferase	PF01553.21	135	D4010.contig1_16	808	1.7e-26
DAGK_prokar	PF01219.19	102	D4010.contig1_17	123	1.3e-34
LexA_DNA_bind	PF01726.16	65	D4010.contig1_18	203	1.5e-31
Peptidase_S24	PF00717.23	70	D4010.contig1_18	203	2.7e-15
HTH_20	PF12840.7	61	D4010.contig1_18	203	0.00029
Rrf2	PF02082.20	83	D4010.contig1_18	203	0.0021
HTH_Crp_2	PF13545.6	68	D4010.contig1_18	203	0.005
MatE	PF01554.18	161	D4010.contig1_19	439	1.1e-43
MatE	PF01554.18	161	D4010.contig1_19	439	1.1e-43
Polysacc_synt_C	PF14667.6	143	D4010.contig1_19	439	1.2e-05
CsbD	PF05532.12	53	D4010.contig1_20	70	3.3e-22
FUR	PF01475.19	120	D4010.contig1_21	172	1.9e-15
Penicillinase_R	PF03965.16	115	D4010.contig1_21	172	0.018
Cupin_2	PF07883.11	71	D4010.contig1_22	163	6.9e-18
Cupin_3	PF05899.12	74	D4010.contig1_22	163	0.00021
Dus	PF01207.17	310	D4010.contig1_23	314	3.3e-92
Phageshock_PspG	PF09583.10	64	D4010.contig1_24	81	9.8e-26
ADH_zinc_N	PF00107.26	130	D4010.contig1_25	328	4.3e-28
ADH_zinc_N_2	PF13602.6	133	D4010.contig1_25	328	9.7e-18
ADH_N	PF08240.12	109	D4010.contig1_25	328	1.3e-10
DnaB_C	PF03796.15	255	D4010.contig1_26	472	2.4e-111
DnaB	PF00772.21	103	D4010.contig1_26	472	1.5e-37
AAA_25	PF13481.6	194	D4010.contig1_26	472	3.2e-09
ATPase	PF06745.13	231	D4010.contig1_26	472	0.0018
AAA_33	PF13671.6	143	D4010.contig1_26	472	0.0024
Ala_racemase_N	PF01168.20	219	D4010.contig1_27	360	1.2e-72
Ala_racemase_C	PF00842.21	124	D4010.contig1_27	360	1.1e-39
Aminotran_1_2	PF00155.21	363	D4010.contig1_28	398	2.5e-82
Acid_phosphat_B	PF03767.14	230	D4010.contig1_29	238	1.4e-44
Hydrolase_like	PF13242.6	75	D4010.contig1_29	238	0.0067
UPF0047	PF01894.17	115	D4010.contig1_30	139	1.5e-35
YjbR	PF04237.13	86	D4010.contig1_31	119	4.3e-18
UvrA_inter	PF17760.1	109	D4010.contig1_32	942	5.5e-38
UvrA_DNA-bind	PF17755.1	110	D4010.contig1_32	942	1.8e-37
ABC_tran	PF00005.27	137	D4010.contig1_32	942	5.4e-22
ABC_tran	PF00005.27	137	D4010.contig1_32	942	5.4e-22
AAA_29	PF13555.6	61	D4010.contig1_32	942	1.3e-07
SSB	PF00436.25	104	D4010.contig1_33	175	1.9e-43
SBP_bac_3	PF00497.20	225	D4010.contig1_34	527	1.2e-23
SLT	PF01464.20	117	D4010.contig1_34	527	3.8e-16
Lig_chan-Glu_bd	PF10613.9	115	D4010.contig1_34	527	0.00024
TonB_dep_Rec	PF00593.24	470	D4010.contig1_35	753	3e-53
Plug	PF07715.15	108	D4010.contig1_35	753	3.9e-26
HTH_18	PF12833.7	81	D4010.contig1_36	123	2.5e-23
HTH_AraC	PF00165.23	42	D4010.contig1_36	123	2e-18
HTH_AraC	PF00165.23	42	D4010.contig1_36	123	2e-18
Tannase	PF07519.11	469	D4010.contig1_37	587	6.1e-116
Peptidase_S9	PF00326.21	212	D4010.contig1_37	587	0.00031
SERTA	PF06031.13	36	D4010.contig1_38	77	0.036
Bac_surface_Ag	PF01103.23	324	D4010.contig1_39	808	1.4e-90
POTRA	PF07244.15	80	D4010.contig1_39	808	3.5e-55
POTRA	PF07244.15	80	D4010.contig1_39	808	3.5e-55
POTRA	PF07244.15	80	D4010.contig1_39	808	3.5e-55
PmrD	PF11183.8	81	D4010.contig1_40	118	4.9e-06
Inositol_P	PF00459.25	272	D4010.contig1_41	254	1.7e-46
XPB_DRD	PF18458.1	57	D4010.contig1_41	254	0.023
Peripla_BP_3	PF13377.6	166	D4010.contig1_42	338	1.2e-25
Peripla_BP_4	PF13407.6	258	D4010.contig1_42	338	3.1e-16
Peripla_BP_1	PF00532.21	279	D4010.contig1_42	338	2.3e-15
LacI	PF00356.21	46	D4010.contig1_42	338	2.5e-15
HTH_31	PF13560.6	64	D4010.contig1_42	338	0.0066
Lactamase_B_2	PF12706.7	201	D4010.contig1_43	257	2e-14
Lactamase_B	PF00753.27	197	D4010.contig1_43	257	4.3e-09
ABC_tran	PF00005.27	137	D4010.contig1_44	344	8e-34
SMC_N	PF02463.19	220	D4010.contig1_44	344	5.6e-07
RsgA_GTPase	PF03193.16	167	D4010.contig1_44	344	3.9e-05
Mg_chelatase	PF01078.21	207	D4010.contig1_44	344	0.00012
T2SSE	PF00437.20	273	D4010.contig1_44	344	0.00049
AAA_23	PF13476.6	200	D4010.contig1_44	344	0.00051
AAA_16	PF13191.6	170	D4010.contig1_44	344	0.00062
MMR_HSR1	PF01926.23	114	D4010.contig1_44	344	0.00096
SBP_bac_8	PF13416.6	282	D4010.contig1_45	380	7.1e-25
SBP_bac_1	PF01547.25	315	D4010.contig1_45	380	2.8e-15
SBP_bac_6	PF13343.6	245	D4010.contig1_45	380	1.4e-12
SBP_bac_11	PF13531.6	230	D4010.contig1_45	380	6.3e-09
BPD_transp_1	PF00528.22	185	D4010.contig1_46	278	1.2e-12
BPD_transp_1	PF00528.22	185	D4010.contig1_47	286	5.6e-17
YjcB	PF15940.5	92	D4010.contig1_48	94	1.4e-45
EAL	PF00563.20	238	D4010.contig1_49	535	3.9e-63
CSS-motif	PF12792.7	209	D4010.contig1_49	535	3.2e-40
HTH_18	PF12833.7	81	D4010.contig1_50	110	1.2e-23
HTH_AraC	PF00165.23	42	D4010.contig1_50	110	5e-19
HTH_AraC	PF00165.23	42	D4010.contig1_50	110	5e-19
MerR	PF00376.23	38	D4010.contig1_51	153	9.7e-15
MerR-DNA-bind	PF09278.11	65	D4010.contig1_51	153	2.2e-14
MerR_1	PF13411.6	69	D4010.contig1_51	153	1.1e-12
HTH_17	PF12728.7	51	D4010.contig1_51	153	0.012
GST_N	PF02798.20	76	D4010.contig1_52	223	2.3e-18
GST_N_3	PF13417.6	75	D4010.contig1_52	223	1.4e-13
GST_N_2	PF13409.6	70	D4010.contig1_52	223	7.1e-13
GST_C	PF00043.25	93	D4010.contig1_52	223	2.4e-05
GST_C_3	PF14497.6	99	D4010.contig1_52	223	0.00019
GST_C_2	PF13410.6	69	D4010.contig1_52	223	0.00066
Xan_ur_permease	PF00860.20	389	D4010.contig1_53	450	1.3e-87
MFS_MOT1	PF16983.5	111	D4010.contig1_53	450	0.0093
Na_H_Exchanger	PF00999.21	381	D4010.contig1_54	549	3.4e-75
LysR_substrate	PF03466.20	209	D4010.contig1_55	294	3.4e-43
HTH_1	PF00126.27	60	D4010.contig1_55	294	4.6e-22
LrgA	PF03788.14	94	D4010.contig1_56	136	5.2e-24
LrgB	PF04172.16	214	D4010.contig1_57	230	3.4e-67
Fimbrial	PF00419.20	154	D4010.contig1_58	180	2.4e-12
PapD_N	PF00345.20	125	D4010.contig1_59	230	9.6e-39
PapD_C	PF02753.17	63	D4010.contig1_59	230	1.6e-12
Usher	PF00577.20	551	D4010.contig1_60	860	4.4e-171
PapC_N	PF13954.6	146	D4010.contig1_60	860	1e-39
PapC_C	PF13953.6	66	D4010.contig1_60	860	4.2e-21
Fimbrial	PF00419.20	154	D4010.contig1_61	183	2.7e-10
Fimbrial	PF00419.20	154	D4010.contig1_62	366	1.2e-08
SSF	PF00474.17	406	D4010.contig1_63	552	2.3e-135
DUF485	PF04341.12	89	D4010.contig1_64	104	1.3e-33
AMP-binding	PF00501.28	423	D4010.contig1_65	653	3.2e-93
AMP-binding_C	PF13193.6	76	D4010.contig1_65	653	1e-26
ACAS_N	PF16177.5	55	D4010.contig1_65	653	3.6e-19
SDF	PF00375.18	390	D4010.contig1_66	438	6.9e-115
Sel1	PF08238.12	38	D4010.contig1_67	229	8e-13
Sel1	PF08238.12	38	D4010.contig1_67	229	8e-13
ANAPC3	PF12895.7	82	D4010.contig1_67	229	0.00037
Molybdopterin	PF00384.22	432	D4010.contig1_68	560	1.6e-85
Molydop_binding	PF01568.21	111	D4010.contig1_68	560	1.2e-26
Molybdopterin	PF00384.22	432	D4010.contig1_69	140	1.4e-18
Molybdop_Fe4S4	PF04879.16	55	D4010.contig1_69	140	1.4e-16
