target	acc	tlen	query	qlen	evalue
PhoU	PF01895.19	89	D3404.contig1_1	205	2.1e-05
RPW8	PF05659.11	139	D3404.contig1_1	205	0.023
Peptidase_S51	PF03575.17	206	D3404.contig1_2	230	4.1e-59
BPL_N	PF09825.9	377	D3404.contig1_2	230	0.048
PseudoU_synth_2	PF00849.22	160	D3404.contig1_3	292	1.8e-15
S4	PF01479.25	48	D3404.contig1_3	292	1.3e-14
S4_2	PF13275.6	65	D3404.contig1_3	292	0.0038
DUF3811	PF11656.8	88	D3404.contig1_4	91	1.8e-38
SBF	PF01758.16	195	D3404.contig1_5	310	2.4e-40
SBF_like	PF13593.6	313	D3404.contig1_5	310	5.7e-20
AA_kinase	PF00696.28	241	D3404.contig1_6	450	1.9e-47
ACT	PF01842.25	67	D3404.contig1_6	450	2.5e-07
ACT_7	PF13840.6	65	D3404.contig1_6	450	2.2e-06
PGI	PF00342.19	486	D3404.contig1_7	550	5.6e-256
Hexapep	PF00132.24	36	D3404.contig1_8	152	2.9e-19
Hexapep	PF00132.24	36	D3404.contig1_8	152	2.9e-19
Hexapep_2	PF14602.6	34	D3404.contig1_8	152	1.1e-14
Hexapep_2	PF14602.6	34	D3404.contig1_8	152	1.1e-14
DUF4954	PF16314.5	655	D3404.contig1_8	152	0.0015
Acetyltransf_1	PF00583.25	117	D3404.contig1_9	170	1.4e-09
Acetyltransf_10	PF13673.7	127	D3404.contig1_9	170	1.6e-07
Acetyltransf_3	PF13302.7	138	D3404.contig1_9	170	2.2e-05
Acetyltransf_7	PF13508.7	76	D3404.contig1_9	170	0.018
Ribonuc_L-PSP	PF01042.21	121	D3404.contig1_10	127	7.9e-41
AzlD	PF05437.12	99	D3404.contig1_11	107	2e-16
DUF4118	PF13493.6	107	D3404.contig1_11	107	0.0089
AzlC	PF03591.14	136	D3404.contig1_12	247	1.3e-33
SDH_alpha	PF03313.15	260	D3404.contig1_13	426	8.2e-45
PsiE	PF06146.12	68	D3404.contig1_14	137	3.7e-15
Ytca	PF17090.5	62	D3404.contig1_14	137	0.084
