target	acc	tlen	query	qlen	evalue
Resolvase	PF00239.21	146	D3681.contig1_1	203	1e-30
Tetraspanin	PF00335.20	229	D3681.contig1_2	202	0.0089
RRP36	PF06102.12	166	D3681.contig1_2	202	0.025
MRP-S31	PF15433.6	317	D3681.contig1_3	291	0.0074
Big_2	PF02368.18	79	D3681.contig1_4	292	2.8e-22
Big_2	PF02368.18	79	D3681.contig1_4	292	2.8e-22
Peptidase_M78	PF06114.13	123	D3681.contig1_5	156	4.6e-07
HTH_38	PF13936.6	44	D3681.contig1_6	447	1.6e-12
rve	PF00665.26	119	D3681.contig1_6	447	0.00041
HTH_3	PF01381.22	55	D3681.contig1_7	105	2.1e-12
HTH_19	PF12844.7	65	D3681.contig1_7	105	7.3e-09
HTH_31	PF13560.6	64	D3681.contig1_7	105	1.2e-07
DUF4224	PF13986.6	45	D3681.contig1_7	105	0.0067
HTH_7	PF02796.15	45	D3681.contig1_8	67	0.0019
HTH_8	PF02954.19	42	D3681.contig1_8	67	0.0044
HTH_23	PF13384.6	50	D3681.contig1_8	67	0.013
WPP	PF13943.6	99	D3681.contig1_11	106	0.11
Dynactin_p22	PF07426.11	167	D3681.contig1_12	54	0.012
ABC_tran_CTD	PF16326.5	69	D3681.contig1_12	54	0.029
AAA_24	PF13479.6	197	D3681.contig1_13	53	0.037
ATP-synt_I	PF03899.15	100	D3681.contig1_14	69	0.0091
LNP1	PF15419.6	179	D3681.contig1_15	55	0.04
TraB	PF01963.17	263	D3681.contig1_16	107	0.14
LIM	PF00412.22	58	D3681.contig1_17	62	0.0072
zf-RING_6	PF14835.6	65	D3681.contig1_17	62	0.061
zf-ribbon_3	PF13248.6	26	D3681.contig1_18	57	0.0026
DUF1351	PF07083.11	210	D3681.contig1_19	292	1.3e-41
ERF	PF04404.12	153	D3681.contig1_20	225	8.1e-32
Bro-N	PF02498.17	95	D3681.contig1_23	237	3.1e-30
ORF6C	PF10552.9	114	D3681.contig1_23	237	5.7e-30
FSIP2	PF15783.5	875	D3681.contig1_26	183	0.044
DUF551	PF04448.12	69	D3681.contig1_28	195	2.1e-07
YopX	PF09643.10	131	D3681.contig1_30	142	6.5e-09
