target	acc	tlen	query	qlen	evalue
dUTPase	PF00692.19	129	D3944.contig1_1	100	2.5e-14
SIS	PF01380.22	131	D3944.contig1_2	112	0.11
Cpn10	PF00166.21	93	D3944.contig1_5	135	0.0052
B2	PF11473.8	73	D3944.contig1_6	137	0.11
SprT-like	PF10263.9	113	D3944.contig1_7	154	0.041
DUF4065	PF13274.6	114	D3944.contig1_8	125	0.041
DUF1599	PF07659.11	61	D3944.contig1_9	106	9.2e-15
Pox_VLTF3	PF04947.14	168	D3944.contig1_10	136	0.0016
DUF1638	PF07796.11	161	D3944.contig1_10	136	0.046
Thy1	PF02511.15	188	D3944.contig1_11	270	3.7e-28
Thy1	PF02511.15	188	D3944.contig1_11	270	3.7e-28
SepZ	PF06066.11	99	D3944.contig1_13	89	0.086
Hen1_L	PF12623.7	243	D3944.contig1_14	60	0.086
HTH_45	PF14947.6	77	D3944.contig1_17	112	0.07
Pept_tRNA_hydro	PF01195.19	171	D3944.contig1_18	60	0.0016
Na_K-ATPase	PF00287.18	284	D3944.contig1_20	138	0.077
Flu_PA	PF00603.17	694	D3944.contig1_24	132	0.0042
Iron_permease	PF04120.12	128	D3944.contig1_28	147	0.018
TM1586_NiRdase	PF14512.6	215	D3944.contig1_28	147	0.062
DUF553	PF04473.12	154	D3944.contig1_33	124	0.026
Sigma70_r2	PF04542.14	71	D3944.contig1_34	187	5.4e-11
Sigma70_r4	PF04545.16	50	D3944.contig1_34	187	4.3e-08
Sigma70_r4_2	PF08281.12	54	D3944.contig1_34	187	1.9e-07
Sigma70_ECF	PF07638.11	185	D3944.contig1_34	187	1.6e-05
HTH_16	PF12645.7	65	D3944.contig1_34	187	0.00016
OmpH	PF03938.14	138	D3944.contig1_39	198	0.0034
T5orf172	PF10544.9	103	D3944.contig1_42	229	0.0004
DUF2427	PF10348.9	105	D3944.contig1_43	83	0.036
DnaB_C	PF03796.15	255	D3944.contig1_47	309	6.7e-24
ABC_tran	PF00005.27	137	D3944.contig1_47	309	0.002
DUF5043	PF16446.5	155	D3944.contig1_48	161	0.018
PAS_6	PF08348.11	115	D3944.contig1_48	161	0.023
AAA_24	PF13479.6	197	D3944.contig1_49	246	5.7e-21
Toprim_4	PF13662.6	89	D3944.contig1_52	325	0.00055
zf-CHC2	PF01807.20	98	D3944.contig1_52	325	0.0018
mTERF	PF02536.14	314	D3944.contig1_52	325	0.0064
