target	acc	tlen	query	qlen	evalue
DUF2612	PF11041.8	181	D3951.contig1_2	227	1.9e-51
Baseplate_J	PF04865.14	255	D3951.contig1_3	400	9.2e-15
Gp138_N	PF18352.1	98	D3951.contig1_5	251	6.2e-45
HEPN	PF05168.14	118	D3951.contig1_6	132	0.022
PhageMin_Tail	PF10145.9	198	D3951.contig1_12	662	0.00014
DUF3277	PF11681.8	144	D3951.contig1_14	147	4.3e-69
DUF3383	PF11863.8	478	D3951.contig1_15	382	6.9e-123
DUF3383	PF11863.8	478	D3951.contig1_15	382	6.9e-123
Minor_capsid_1	PF10665.9	105	D3951.contig1_17	130	0.044
ALF	PF03752.13	42	D3951.contig1_18	185	0.16
DUF4054	PF13262.6	107	D3951.contig1_19	136	1.3e-32
DUF2184	PF09950.9	251	D3951.contig1_21	314	1.2e-84
DUF5061	PF16587.5	103	D3951.contig1_22	169	0.039
DUF2213	PF09979.9	168	D3951.contig1_23	407	4.7e-47
Phage_Mu_F	PF04233.14	112	D3951.contig1_24	146	1.8e-16
DUF1073	PF06381.11	357	D3951.contig1_25	489	6e-112
Terminase_2	PF03592.16	140	D3951.contig1_27	191	2.9e-31
Phage_lysozyme	PF00959.19	109	D3951.contig1_29	159	2.3e-22
Phage_holin_3_1	PF05106.12	99	D3951.contig1_30	114	4.3e-28
Phage_antitermQ	PF06530.12	118	D3951.contig1_32	141	9.7e-44
DUF1133	PF06576.11	176	D3951.contig1_32	141	0.0004
HTH_50	PF18024.1	50	D3951.contig1_32	141	0.00076
HTH_AsnC-type	PF13404.6	42	D3951.contig1_32	141	0.0091
VirE	PF05272.11	198	D3951.contig1_33	731	7.3e-72
HTH_3	PF01381.22	55	D3951.contig1_34	71	1.4e-14
HTH_31	PF13560.6	64	D3951.contig1_34	71	2.6e-08
HTH_19	PF12844.7	65	D3951.contig1_34	71	1.3e-06
MqsA_antitoxin	PF15731.5	131	D3951.contig1_34	71	0.00016
HTH_Crp_2	PF13545.6	68	D3951.contig1_34	71	0.0035
HTH_26	PF13443.6	63	D3951.contig1_34	71	0.0071
HTH_3	PF01381.22	55	D3951.contig1_35	208	4.2e-12
Peptidase_S24	PF00717.23	70	D3951.contig1_35	208	7.5e-12
HTH_19	PF12844.7	65	D3951.contig1_35	208	8.5e-11
HTH_31	PF13560.6	64	D3951.contig1_35	208	5e-10
HTH_25	PF13413.6	62	D3951.contig1_35	208	0.0013
Pou	PF00157.17	72	D3951.contig1_35	208	0.0021
DUF2800	PF10926.8	363	D3951.contig1_38	434	9.7e-122
PDDEXK_1	PF12705.7	255	D3951.contig1_38	434	8e-12
DUF2815	PF10991.8	173	D3951.contig1_39	183	4.6e-48
Nmad5	PF18757.1	206	D3951.contig1_40	213	6.1e-55
DNA_pol_A	PF00476.20	376	D3951.contig1_42	688	3.6e-14
RNase_H_2	PF13482.6	166	D3951.contig1_42	688	0.0061
PerC	PF06069.11	90	D3951.contig1_44	74	0.00068
Methyltransf_11	PF08241.12	96	D3951.contig1_45	161	3.8e-05
Methyltransf_25	PF13649.6	97	D3951.contig1_45	161	5.7e-05
VRR_NUC	PF08774.11	108	D3951.contig1_46	99	0.0001
DNA_methylase	PF00145.17	335	D3951.contig1_47	343	2.9e-12
SNF2_N	PF00176.23	350	D3951.contig1_49	465	1.1e-09
DEAD	PF00270.29	176	D3951.contig1_49	465	0.0033
Helicase_C	PF00271.31	111	D3951.contig1_49	465	0.007
HTH_17	PF12728.7	51	D3951.contig1_50	67	2.3e-05
HTH_Tnp_1_2	PF13022.6	123	D3951.contig1_50	67	0.0027
HTH_23	PF13384.6	50	D3951.contig1_50	67	0.012
Phage_integrase	PF00589.22	172	D3951.contig1_51	466	2.5e-06
Resolvase	PF00239.21	146	D3951.contig1_54	185	5.5e-50
HTH_7	PF02796.15	45	D3951.contig1_54	185	6e-11
VirE	PF05272.11	198	D3951.contig2_1	590	4.9e-73
VRR_NUC	PF08774.11	108	D3951.contig2_2	103	1.2e-05
SNF2_N	PF00176.23	350	D3951.contig2_3	466	3.7e-20
ResIII	PF04851.15	171	D3951.contig2_3	466	1.2e-05
DEAD	PF00270.29	176	D3951.contig2_3	466	4.6e-05
Helicase_C	PF00271.31	111	D3951.contig2_3	466	0.00011
HTH_3	PF01381.22	55	D3951.contig2_6	63	3.6e-11
HTH_31	PF13560.6	64	D3951.contig2_6	63	9.1e-10
HTH_26	PF13443.6	63	D3951.contig2_6	63	5.6e-07
HTH_19	PF12844.7	65	D3951.contig2_6	63	5.1e-05
HTH_25	PF13413.6	62	D3951.contig2_6	63	0.0017
Sigma70_r4	PF04545.16	50	D3951.contig2_6	63	0.0035
HTH_37	PF13744.6	80	D3951.contig2_6	63	0.0084
DCD	PF06559.11	361	D3951.contig2_7	179	0.00093
zf-NADH-PPase	PF09297.11	32	D3951.contig2_9	133	0.00068
DUF3850	PF12961.7	77	D3951.contig2_11	85	1.8e-22
ASCH	PF04266.14	107	D3951.contig2_11	85	0.066
Lar_restr_allev	PF14354.6	62	D3951.contig2_12	107	3.3e-12
Phage_holin_3_6	PF07332.11	113	D3951.contig2_13	75	0.00013
Atthog	PF18800.1	141	D3951.contig2_13	75	0.03
Sigma70_r4	PF04545.16	50	D3951.contig2_14	139	0.00025
DUF1492	PF07374.11	100	D3951.contig2_14	139	0.0064
Terminase_2	PF03592.16	140	D3951.contig2_15	176	1.3e-43
Terminase_6	PF03237.15	215	D3951.contig2_16	415	1.7e-12
Terminase_3	PF04466.13	201	D3951.contig2_16	415	1.2e-08
Phage_prot_Gp6	PF05133.14	420	D3951.contig2_17	498	2e-78
Phage_Mu_F	PF04233.14	112	D3951.contig2_18	530	8.4e-17
TAP42	PF04177.12	319	D3951.contig2_19	76	0.016
Phage_GP20	PF06810.11	149	D3951.contig2_20	193	5.1e-34
Sds3	PF08598.11	218	D3951.contig2_20	193	0.0015
Phage_connect_1	PF05135.13	99	D3951.contig2_22	128	0.054
HK97-gp10_like	PF04883.12	81	D3951.contig2_24	161	1.5e-16
Phage_sheath_1	PF04984.14	168	D3951.contig2_27	437	1.1e-32
Phage_sheath_1C	PF17482.2	104	D3951.contig2_27	437	8.8e-21
Phage_sheath_1N	PF17481.2	104	D3951.contig2_27	437	2.2e-08
DUF2001	PF09393.10	139	D3951.contig2_28	159	1e-54
Phage_TAC_5	PF08890.11	136	D3951.contig2_29	144	4.4e-47
MetallophosC	PF16370.5	162	D3951.contig2_29	144	0.06
DUF4352	PF11611.8	125	D3951.contig2_30	188	1.6e-11
DUF5067	PF16729.5	125	D3951.contig2_30	188	0.0009
LysM	PF01476.20	44	D3951.contig2_32	228	1.9e-12
BpuJI_N	PF11564.8	278	D3951.contig2_32	228	0.019
Peptidase_M23	PF01551.22	96	D3951.contig2_33	506	2.6e-33
DUF2577	PF10844.8	98	D3951.contig2_34	89	1.5e-20
DUF2577	PF10844.8	98	D3951.contig2_34	89	1.5e-20
DUF2634	PF10934.8	105	D3951.contig2_35	134	2e-28
GPW_gp25	PF04965.14	95	D3951.contig2_35	134	8.2e-05
ZT_dimer	PF16916.5	79	D3951.contig2_35	134	0.0002
Baseplate_J	PF04865.14	255	D3951.contig2_36	353	1.1e-54
DUF2313	PF10076.9	163	D3951.contig2_37	186	4.4e-28
RicinB_lectin_2	PF14200.6	89	D3951.contig2_39	541	1e-24
RicinB_lectin_2	PF14200.6	89	D3951.contig2_39	541	1e-24
RicinB_lectin_2	PF14200.6	89	D3951.contig2_39	541	1e-24
Ricin_B_lectin	PF00652.22	127	D3951.contig2_39	541	1.2e-11
Ricin_B_lectin	PF00652.22	127	D3951.contig2_39	541	1.2e-11
LysM	PF01476.20	44	D3951.contig2_40	367	9.5e-51
LysM	PF01476.20	44	D3951.contig2_40	367	9.5e-51
LysM	PF01476.20	44	D3951.contig2_40	367	9.5e-51
Glyco_hydro_25	PF01183.20	178	D3951.contig2_40	367	6.9e-34
ChAPs	PF09295.10	395	D3951.contig2_41	112	0.0095
DUF5452	PF17533.2	169	D3951.contig2_41	112	0.03
Phage_holin_5_2	PF16079.5	75	D3951.contig2_42	108	3.2e-25
Phage_holin_5_1	PF06946.11	93	D3951.contig2_42	108	1.3e-05
Resolvase	PF00239.21	146	D3951.contig2_43	528	6.2e-28
Recombinase	PF07508.13	104	D3951.contig2_43	528	3.3e-21
Zn_ribbon_recom	PF13408.6	58	D3951.contig2_43	528	6.3e-13
AsiA	PF09010.10	85	D3951.contig2_43	528	0.0024
Zeta_toxin	PF06414.12	199	D3951.contig2_44	186	1.9e-10
AAA_21	PF13304.6	303	D3951.contig2_44	186	7.2e-06
AAA_33	PF13671.6	143	D3951.contig2_44	186	0.0013
ABC_tran	PF00005.27	137	D3951.contig2_44	186	0.003
Peptidase_M78	PF06114.13	123	D3951.contig2_45	233	1.1e-18
HTH_26	PF13443.6	63	D3951.contig2_46	189	5.9e-08
HTH_19	PF12844.7	65	D3951.contig2_46	189	6.5e-08
HTH_3	PF01381.22	55	D3951.contig2_46	189	0.00013
ANT	PF03374.14	108	D3951.contig2_48	253	7.9e-25
Bro-N	PF02498.17	95	D3951.contig2_48	253	1.3e-16
Rootletin	PF15035.6	188	D3951.contig2_48	253	0.019
TMEM215	PF15746.5	225	D3951.contig2_50	85	0.013
Tetraspanin	PF00335.20	229	D3951.contig2_50	85	0.048
DUF2800	PF10926.8	363	D3951.contig2_53	392	1.3e-144
PDDEXK_1	PF12705.7	255	D3951.contig2_53	392	8.2e-11
DUF2815	PF10991.8	173	D3951.contig2_54	239	3.2e-59
DNA_pol_A	PF00476.20	376	D3951.contig2_55	641	3.8e-19
HTH_19	PF12844.7	65	D3951.contig3_1	112	1.3e-09
HTH_3	PF01381.22	55	D3951.contig3_1	112	1.6e-06
Phage_CI_repr	PF07022.13	65	D3951.contig3_1	112	0.00019
HTH_26	PF13443.6	63	D3951.contig3_1	112	0.00062
Peptidase_M78	PF06114.13	123	D3951.contig3_2	231	2.2e-14
DUF4041	PF13250.6	56	D3951.contig3_3	436	1.2e-21
T5orf172	PF10544.9	103	D3951.contig3_3	436	1.4e-18
MUG113	PF13455.6	77	D3951.contig3_3	436	5e-15
TPR_19	PF14559.6	68	D3951.contig3_3	436	0.0043
Phage_integrase	PF00589.22	172	D3951.contig3_4	379	3.8e-08
NLPC_P60	PF00877.19	105	D3951.contig3_5	258	0.00047
Phage_holin_4_1	PF05105.12	114	D3951.contig3_6	143	5.6e-27
Phage_integrase	PF00589.22	172	D3951.contig3_7	332	1.1e-32
Phage_int_SAM_4	PF13495.6	85	D3951.contig3_7	332	3.1e-11
Phage_int_SAM_1	PF02899.17	84	D3951.contig3_7	332	2.9e-06
DUF3435	PF11917.8	418	D3951.contig3_7	332	0.017
DUF3717	PF12512.8	68	D3951.contig3_8	59	0.073
Cnl2_NKP2	PF09447.10	65	D3951.contig3_9	34	0.073
GalBD_like	PF17974.1	190	D3951.contig3_12	134	0.06
Mu-like_Com	PF10122.9	52	D3951.contig3_16	57	9.9e-06
Tmemb_55A	PF09788.9	246	D3951.contig3_16	57	0.00056
DZR	PF12773.7	49	D3951.contig3_16	57	0.0014
TackOD1	PF18551.1	187	D3951.contig3_16	57	0.0027
HypA	PF01155.19	112	D3951.contig3_16	57	0.0062
Phage_Gp15	PF06854.11	170	D3951.contig3_17	107	1.3e-09
Minor_capsid_2	PF11114.8	114	D3951.contig3_21	127	0.0015
ZapB	PF06005.12	71	D3951.contig3_24	98	0.018
YabA	PF06156.13	102	D3951.contig3_24	98	0.021
TerB	PF05099.13	144	D3951.contig3_26	206	0.004
DUF1822	PF08852.11	368	D3951.contig3_26	206	0.044
PGDYG	PF14083.6	102	D3951.contig3_27	141	0.053
PIN_4	PF13638.6	131	D3951.contig3_28	55	0.0082
Phage_min_cap2	PF06152.11	367	D3951.contig3_29	530	1.1e-31
zinc_ribbon_12	PF11331.8	45	D3951.contig3_30	69	0.018
Phage_prot_Gp6	PF05133.14	420	D3951.contig3_31	531	2.2e-05
Terminase_2	PF03592.16	140	D3951.contig3_34	169	6e-42
DUF1492	PF07374.11	100	D3951.contig3_35	138	5.6e-05
Sigma70_r4	PF04545.16	50	D3951.contig3_35	138	0.00037
APG17	PF04108.12	396	D3951.contig3_35	138	0.0066
SMC_ScpA	PF02616.14	241	D3951.contig3_35	138	0.019
HTH_26	PF13443.6	63	D3951.contig3_36	66	1.2e-08
HTH_3	PF01381.22	55	D3951.contig3_36	66	2.2e-07
YdaS_antitoxin	PF15943.5	65	D3951.contig3_36	66	1.7e-06
HTH_19	PF12844.7	65	D3951.contig3_36	66	6.4e-05
HTH_11	PF08279.12	55	D3951.contig3_36	66	0.0041
Acetyltransf_15	PF17013.5	210	D3951.contig3_37	98	0.014
DnaB_C	PF03796.15	255	D3951.contig3_40	685	2.2e-12
AAA_25	PF13481.6	194	D3951.contig3_40	685	3.8e-09
Sigma70_r4	PF04545.16	50	D3951.contig3_45	322	6.1e-16
Sigma70_r2	PF04542.14	71	D3951.contig3_45	322	9.5e-15
Sigma70_r3	PF04539.16	78	D3951.contig3_45	322	2.1e-09
Sigma70_r4_2	PF08281.12	54	D3951.contig3_45	322	5.4e-06
UPF0122	PF04297.14	101	D3951.contig3_45	322	0.0059
HTH_17	PF12728.7	51	D3951.contig3_51	75	0.00034
Ph1570	PF09638.10	155	D3951.contig3_52	78	0.07
AntA	PF08346.12	68	D3951.contig3_53	266	5.2e-12
HTH_3	PF01381.22	55	D3951.contig3_55	68	0.00078
HTH_26	PF13443.6	63	D3951.contig3_55	68	0.0046
Phage_integrase	PF00589.22	172	D3951.contig4_3	402	5.3e-16
Phage_int_SAM_3	PF14659.6	58	D3951.contig4_3	402	4.3e-13
Phage_int_SAM_1	PF02899.17	84	D3951.contig4_3	402	0.00042
Peptidase_M78	PF06114.13	123	D3951.contig4_5	164	7e-05
HTH_3	PF01381.22	55	D3951.contig4_6	224	2.3e-13
HTH_19	PF12844.7	65	D3951.contig4_6	224	5.9e-07
HTH_26	PF13443.6	63	D3951.contig4_6	224	3.2e-06
BLM_N	PF16202.5	369	D3951.contig4_6	224	0.0011
DUF739	PF05339.11	69	D3951.contig4_7	76	7.6e-23
HTH_17	PF12728.7	51	D3951.contig4_8	67	3.6e-12
YqaJ	PF09588.10	148	D3951.contig4_11	218	5e-26
RELT	PF12606.8	42	D3951.contig4_12	60	0.028
zf-TFIIB	PF13453.6	41	D3951.contig4_12	60	0.037
DUF1351	PF07083.11	210	D3951.contig4_13	303	1e-28
DUF5611	PF18446.1	103	D3951.contig4_13	303	0.0011
RecT	PF03837.14	199	D3951.contig4_14	326	3.2e-44
DUF4373	PF14297.6	96	D3951.contig4_17	332	4.7e-16
Sulfotransfer_4	PF17784.1	215	D3951.contig4_17	332	0.012
LexA_DNA_bind	PF01726.16	65	D3951.contig4_18	99	4e-12
HTH_Crp_2	PF13545.6	68	D3951.contig4_18	99	0.00079
HTH_24	PF13412.6	48	D3951.contig4_18	99	0.0029
HTH_5	PF01022.20	47	D3951.contig4_18	99	0.0047
HTH_19	PF12844.7	65	D3951.contig4_20	193	0.0015
DUF551	PF04448.12	69	D3951.contig4_21	151	0.0011
Lar_restr_allev	PF14354.6	62	D3951.contig4_24	76	7.7e-07
ASCH	PF04266.14	107	D3951.contig4_26	129	0.054
YopX	PF09643.10	131	D3951.contig4_28	137	2.2e-16
DUF551	PF04448.12	69	D3951.contig4_29	145	2.6e-06
THDPS_N_2	PF14805.6	67	D3951.contig4_32	140	0.002
MethyltransfD12	PF02086.15	260	D3951.contig4_33	307	6.8e-25
M-inducer_phosp	PF06617.13	273	D3951.contig4_34	165	0.0063
Terminase_6	PF03237.15	215	D3951.contig4_35	447	6.5e-11
Terminase_3	PF04466.13	201	D3951.contig4_35	447	5.4e-05
Terminase_6C	PF17289.2	155	D3951.contig4_35	447	9.7e-05
DUF1073	PF06381.11	357	D3951.contig4_37	479	6.1e-111
Phage_min_cap2	PF06152.11	367	D3951.contig4_38	371	3.1e-14
DUF2213	PF09979.9	168	D3951.contig4_39	411	2.2e-47
DUF2184	PF09950.9	251	D3951.contig4_41	349	1.3e-69
DUF4054	PF13262.6	107	D3951.contig4_43	165	4.4e-15
HK97-gp10_like	PF04883.12	81	D3951.contig4_45	166	0.0034
Phage_sheath_1	PF04984.14	168	D3951.contig4_47	446	1.6e-29
Phage_sheath_1C	PF17482.2	104	D3951.contig4_47	446	9.1e-23
Phage_sheath_1N	PF17481.2	104	D3951.contig4_47	446	1.1e-10
DUF2001	PF09393.10	139	D3951.contig4_48	158	1.2e-33
Phage_TAC_5	PF08890.11	136	D3951.contig4_49	139	6.7e-33
DUF4316	PF14195.6	44	D3951.contig4_49	139	0.055
Glycoprotein_B	PF00606.18	222	D3951.contig4_53	326	0.0066
DUF2577	PF10844.8	98	D3951.contig4_54	99	1e-08
DUF2634	PF10934.8	105	D3951.contig4_55	136	1.6e-21
Baseplate_J	PF04865.14	255	D3951.contig4_56	383	2e-44
DUF2313	PF10076.9	163	D3951.contig4_57	175	2e-15
DUF3751	PF12571.8	150	D3951.contig4_58	320	0.019
Herpes_UL42	PF02282.16	154	D3951.contig5_2	93	0.058
Phage_holin_8	PF16931.5	123	D3951.contig5_3	99	0.0048
DinI	PF06183.13	63	D3951.contig5_4	83	7e-16
Arm-DNA-bind_2	PF12167.8	65	D3951.contig5_5	429	6.8e-23
Phage_integrase	PF00589.22	172	D3951.contig5_5	429	2.9e-19
Phage_int_SAM_3	PF14659.6	58	D3951.contig5_5	429	0.00019
DUF1233	PF06806.12	70	D3951.contig5_6	85	6.1e-30
DUF4222	PF13973.6	53	D3951.contig5_8	81	1.1e-14
DUF551	PF04448.12	69	D3951.contig5_9	126	3.8e-20
Ead_Ea22	PF13935.6	139	D3951.contig5_11	122	1.2e-05
zf-dskA_traR	PF01258.17	36	D3951.contig5_12	74	3.4e-09
HypA	PF01155.19	112	D3951.contig5_12	74	0.014
PriCT_1	PF08708.11	67	D3951.contig5_13	94	0.013
ZapA	PF05164.13	88	D3951.contig5_13	94	0.024
DUF1382	PF07131.11	60	D3951.contig5_14	64	1.1e-36
DUF1317	PF07026.11	60	D3951.contig5_15	61	6.8e-40
YqaJ	PF09588.10	148	D3951.contig5_16	227	2.3e-25
Viral_alk_exo	PF01771.17	480	D3951.contig5_16	227	0.0053
RecT	PF03837.14	199	D3951.contig5_17	262	2.7e-29
RecT	PF03837.14	199	D3951.contig5_17	262	2.7e-29
Gam	PF06064.11	98	D3951.contig5_18	99	3.7e-64
DUF4411	PF14367.6	162	D3951.contig5_20	171	2.8e-37
ETC_C1_NDUFA4	PF04800.12	96	D3951.contig5_20	171	0.02
Peptidase_M78	PF06114.13	123	D3951.contig5_21	380	3.9e-15
Peptidase_S24	PF00717.23	70	D3951.contig5_22	162	2.2e-12
YdaS_antitoxin	PF15943.5	65	D3951.contig5_23	76	4.8e-22
HTH_23	PF13384.6	50	D3951.contig5_23	76	0.00023
HTH_Tnp_ISL3	PF13542.6	52	D3951.contig5_23	76	0.0013
P22_Cro	PF14549.6	60	D3951.contig5_23	76	0.0021
HTH_3	PF01381.22	55	D3951.contig5_23	76	0.0057
YdaT_toxin	PF06254.11	88	D3951.contig5_24	180	1.2e-39
Sugarporin_N	PF11471.8	55	D3951.contig5_24	180	0.039
Phage_rep_O	PF04492.13	95	D3951.contig5_25	335	1.4e-32
Phage_lambda_P	PF06992.11	162	D3951.contig5_26	234	9e-64
HTH_20	PF12840.7	61	D3951.contig5_27	98	0.0019
HTH_42	PF06224.12	328	D3951.contig5_27	98	0.012
MarR_2	PF12802.7	62	D3951.contig5_27	98	0.014
DUF4145	PF13643.6	88	D3951.contig5_28	251	7.8e-10
NinB	PF05772.12	131	D3951.contig5_30	152	0.0001
NinE	PF05322.11	58	D3951.contig5_31	57	3.1e-05
DUF1364	PF07102.12	92	D3951.contig5_32	97	7.1e-42
RusA	PF05866.11	124	D3951.contig5_33	121	1.5e-21
Phage_antitermQ	PF06530.12	118	D3951.contig5_35	128	1.8e-52
DUF1133	PF06576.11	176	D3951.contig5_35	128	0.013
Porin_1	PF00267.21	340	D3951.contig5_36	361	4.6e-152
Porin_4	PF13609.6	312	D3951.contig5_36	361	8.3e-21
N6_N4_Mtase	PF01555.18	231	D3951.contig5_37	93	1.3e-23
TolA	PF06519.11	96	D3951.contig5_38	143	5e-23
TonB_2	PF13103.6	85	D3951.contig5_38	143	0.0004
Spore_III_AF	PF09581.10	189	D3951.contig5_38	143	0.029
DUF1737	PF08410.10	53	D3951.contig5_39	654	1.8e-14
SASA	PF03629.18	226	D3951.contig5_39	654	5.8e-10
DUF826	PF05696.11	65	D3951.contig5_40	82	8e-35
Phage_holin_2_1	PF04971.12	64	D3951.contig5_41	72	2.2e-32
Phage_holin_2_3	PF16080.5	56	D3951.contig5_41	72	3e-06
Phage_holin_2_4	PF16082.5	76	D3951.contig5_41	72	0.038
DUF1327	PF07041.11	113	D3951.contig5_42	163	2.1e-59
Phage_lysozyme	PF00959.19	109	D3951.contig5_44	178	9.5e-30
Phage_lysis	PF03245.13	126	D3951.contig5_46	156	5.3e-47
DUF2514	PF10721.9	161	D3951.contig5_46	156	0.0015
DUF2681	PF10883.8	87	D3951.contig5_46	156	0.0068
TonB_C	PF03544.14	79	D3951.contig5_47	109	5.5e-14
TonB_2	PF13103.6	85	D3951.contig5_47	109	0.0017
HNH	PF01844.23	47	D3951.contig5_49	122	3e-07
HNH_5	PF14279.6	56	D3951.contig5_49	122	2e-05
GA	PF01468.17	60	D3951.contig6_2	182	0.01
DUF2833	PF11090.8	86	D3951.contig6_3	155	0.067
Tube	PF17212.3	169	D3951.contig6_5	202	5.2e-06
F5_F8_type_C	PF00754.25	127	D3951.contig6_8	146	0.0025
DUF3999	PF13163.6	427	D3951.contig6_8	146	0.023
