target	acc	tlen	query	qlen	evalue
polyprenyl_synt	PF00348.17	256	D4280.contig1_1	323	5.1e-74
SQS_PSY	PF00494.19	263	D4280.contig1_1	323	0.00028
PhnA	PF03831.14	69	D4280.contig1_2	114	8.1e-32
PhnA_Zn_Ribbon	PF08274.12	30	D4280.contig1_2	114	3.9e-17
TF_Zn_Ribbon	PF08271.12	43	D4280.contig1_2	114	0.00067
FKBP_C	PF00254.28	94	D4280.contig1_4	206	8.5e-28
FKBP_N	PF01346.18	97	D4280.contig1_4	206	4.3e-22
UPF0114	PF03350.16	118	D4280.contig1_5	163	7.8e-35
AAA_32	PF13654.6	514	D4280.contig1_8	813	5.1e-175
Lon_C	PF05362.13	205	D4280.contig1_8	813	4.4e-07
DUF3015	PF11220.8	142	D4280.contig1_9	163	1.7e-55
DUF4105	PF13387.6	170	D4280.contig1_10	618	1.4e-60
CM_2	PF01817.21	75	D4280.contig1_11	99	1.6e-17
LPAM_1	PF08139.12	18	D4280.contig1_12	119	0.008
GreA_GreB	PF01272.19	77	D4280.contig1_13	166	2.6e-23
DUF1631	PF07793.11	744	D4280.contig1_13	166	0.0069
DUF1917	PF08939.10	262	D4280.contig1_13	166	0.018
ELFV_dehydrog	PF00208.21	243	D4280.contig1_14	446	8.1e-87
ELFV_dehydrog_N	PF02812.18	130	D4280.contig1_14	446	1.6e-50
2-Hacid_dh_C	PF02826.19	178	D4280.contig1_14	446	0.012
ABC_tran	PF00005.27	137	D4280.contig1_15	564	2e-52
ABC_tran	PF00005.27	137	D4280.contig1_15	564	2e-52
ABC_tran_Xtn	PF12848.7	85	D4280.contig1_15	564	1.8e-13
AAA_21	PF13304.6	303	D4280.contig1_15	564	9e-13
Phage_integrase	PF00589.22	172	D4280.contig1_16	429	7.5e-12
Phage_integrase	PF00589.22	172	D4280.contig1_17	530	1.1e-06
UTRA	PF07702.13	141	D4280.contig1_20	251	9.9e-34
GntR	PF00392.21	64	D4280.contig1_20	251	7.7e-21
HTH_DeoR	PF08220.12	57	D4280.contig1_20	251	8e-05
MarR	PF01047.22	59	D4280.contig1_20	251	0.00066
HTH_Crp_2	PF13545.6	68	D4280.contig1_20	251	0.0009
HTH_24	PF13412.6	48	D4280.contig1_20	251	0.0012
Aminotran_1_2	PF00155.21	363	D4280.contig1_21	374	5.2e-49
Aminotran_5	PF00266.19	371	D4280.contig1_21	374	0.0014
FMN_dh	PF01070.18	348	D4280.contig1_22	402	3.5e-122
IMPDH	PF00478.25	345	D4280.contig1_22	402	1.9e-05
Glu_synthase	PF01645.17	368	D4280.contig1_22	402	0.00021
ThiG	PF05690.14	247	D4280.contig1_22	402	0.0007
Lyase_aromatic	PF00221.19	464	D4280.contig1_23	510	1e-179
NMT1	PF09084.11	216	D4280.contig1_24	328	3.4e-25
NMT1_2	PF13379.6	253	D4280.contig1_24	328	5e-22
OpuAC	PF04069.12	257	D4280.contig1_24	328	9.8e-09
SBP_bac_3	PF00497.20	225	D4280.contig1_24	328	4.6e-08
Phosphonate-bd	PF12974.7	243	D4280.contig1_24	328	5.9e-06
Lipoprotein_9	PF03180.14	236	D4280.contig1_24	328	1.3e-05
BPD_transp_1	PF00528.22	185	D4280.contig1_25	287	5.9e-21
ABC_tran	PF00005.27	137	D4280.contig1_26	255	1.8e-28
AAA	PF00004.29	132	D4280.contig1_26	255	0.00057
RsgA_GTPase	PF03193.16	167	D4280.contig1_26	255	0.0011
Histidinol_dh	PF00815.20	409	D4280.contig1_27	442	1.2e-137
TPR_4	PF07721.14	26	D4280.contig1_28	431	0.11
ADH_N	PF08240.12	109	D4280.contig1_29	336	6.3e-29
ADH_zinc_N	PF00107.26	130	D4280.contig1_29	336	1.3e-10
Glu_dehyd_C	PF16912.5	212	D4280.contig1_29	336	5.2e-09
adh_short_C2	PF13561.6	234	D4280.contig1_30	254	2.9e-65
adh_short	PF00106.25	195	D4280.contig1_30	254	8.1e-58
KR	PF08659.10	180	D4280.contig1_30	254	3.8e-11
THF_DHG_CYH_C	PF02882.19	160	D4280.contig1_30	254	6.8e-05
NAD_binding_10	PF13460.6	184	D4280.contig1_30	254	0.00039
NmrA	PF05368.13	233	D4280.contig1_30	254	0.0046
Epimerase	PF01370.21	241	D4280.contig1_30	254	0.006
rve	PF00665.26	119	D4280.contig1_31	513	7e-18
rve_2	PF13333.6	52	D4280.contig1_31	513	1.6e-14
HTH_21	PF13276.6	60	D4280.contig1_31	513	7.1e-14
HTH_Tnp_1	PF01527.20	75	D4280.contig1_31	513	1.4e-11
HTH_Tnp_1	PF01527.20	75	D4280.contig1_31	513	1.4e-11
HTH_28	PF13518.6	52	D4280.contig1_31	513	1.8e-11
rve_3	PF13683.6	67	D4280.contig1_31	513	2.9e-08
HTH_23	PF13384.6	50	D4280.contig1_31	513	1.4e-05
