target	acc	tlen	query	qlen	evalue
Exo84_C	PF16528.5	205	D3594.contig1_4	76	0.054
DNA_methylase	PF00145.17	335	D3594.contig1_5	350	5.4e-11
DUF818	PF05677.12	365	D3594.contig1_6	148	0.02
Peptidase_U4	PF03419.13	284	D3594.contig1_6	148	0.022
Muraidase	PF11860.8	175	D3594.contig1_7	199	1.7e-62
Cytochrom_B_N_2	PF13631.6	169	D3594.contig1_10	100	0.00069
MFS_1	PF07690.16	353	D3594.contig1_10	100	0.0059
Choline_transpo	PF04515.12	326	D3594.contig1_10	100	0.0061
BACON	PF13004.7	53	D3594.contig1_13	330	5e-11
BACON	PF13004.7	53	D3594.contig1_13	330	5e-11
PRIMA1	PF16101.5	121	D3594.contig1_16	43	0.15
DUF5010	PF16402.5	348	D3594.contig1_20	83	0.032
APP_E2	PF12925.7	190	D3594.contig1_23	98	0.049
CbiG_C	PF01890.16	116	D3594.contig1_31	101	0.0048
Peptidase_S10	PF00450.22	419	D3594.contig1_34	318	0.021
FlgO	PF17680.1	131	D3594.contig1_35	93	0.014
Sas10	PF09368.10	74	D3594.contig1_36	142	0.01
NusA_N	PF08529.11	121	D3594.contig1_36	142	0.049
TT1725	PF18324.1	110	D3594.contig1_40	161	0.0047
DUF2895	PF11444.8	198	D3594.contig1_41	172	0.057
KTSC	PF13619.6	58	D3594.contig1_42	89	1.2e-19
Ras_bdg_2	PF14847.6	100	D3594.contig1_43	131	0.033
SapB_1	PF05184.15	38	D3594.contig1_44	281	0.011
PTRF_SDPR	PF15237.6	246	D3594.contig1_50	83	0.021
UPF0203	PF05254.12	69	D3594.contig1_54	327	2.8e-05
SMC_N	PF02463.19	220	D3594.contig1_57	571	4.7e-15
SMC_N	PF02463.19	220	D3594.contig1_57	571	4.7e-15
AAA_23	PF13476.6	200	D3594.contig1_57	571	6.3e-09
SbcCD_C	PF13558.6	90	D3594.contig1_57	571	4.2e-08
AAA_21	PF13304.6	303	D3594.contig1_57	571	2.3e-06
PCRF	PF03462.18	193	D3594.contig1_57	571	0.0025
Metallophos	PF00149.28	204	D3594.contig1_58	320	2.5e-09
Metallophos_2	PF12850.7	165	D3594.contig1_58	320	5.7e-09
AAA_28	PF13521.6	163	D3594.contig1_59	196	1.5e-07
AAA	PF00004.29	132	D3594.contig1_59	196	5.1e-07
AAA_18	PF13238.6	130	D3594.contig1_59	196	0.00066
AAA_33	PF13671.6	143	D3594.contig1_59	196	0.0007
AAA_24	PF13479.6	197	D3594.contig1_59	196	0.0014
ABC_tran	PF00005.27	137	D3594.contig1_59	196	0.0018
PduV-EutP	PF10662.9	143	D3594.contig1_59	196	0.0028
5_3_exonuc_N	PF02739.16	159	D3594.contig1_60	291	6.9e-29
5_3_exonuc	PF01367.20	97	D3594.contig1_60	291	2e-09
RecA	PF00154.21	263	D3594.contig1_62	382	8.6e-34
Rad51	PF08423.11	255	D3594.contig1_62	382	3.7e-09
