target	acc	tlen	query	qlen	evalue
Mfa_like_1	PF13149.6	253	D3521.contig1_2	539	9.3e-39
Fib_succ_major	PF09603.10	183	D3521.contig1_2	539	1.6e-10
PepSY_TM_like_2	PF16357.5	197	D3521.contig1_4	189	1.1e-17
PepSY_TM	PF03929.16	288	D3521.contig1_4	189	1.9e-08
ABC_tran	PF00005.27	137	D3521.contig1_5	296	2.1e-22
AAA_21	PF13304.6	303	D3521.contig1_5	296	1.2e-08
SMC_N	PF02463.19	220	D3521.contig1_5	296	0.00016
DUF4857	PF16149.5	270	D3521.contig1_7	345	1.2e-115
LTD	PF00932.19	112	D3521.contig1_8	431	1.1e-07
SSF	PF00474.17	406	D3521.contig1_9	493	5.3e-25
DUF4922	PF16269.5	193	D3521.contig1_10	823	2.2e-57
Glycos_transf_2	PF00535.26	170	D3521.contig1_10	823	2.5e-22
Glyco_tranf_2_3	PF13641.6	230	D3521.contig1_10	823	8.3e-12
Glyco_tranf_2_2	PF10111.9	276	D3521.contig1_10	823	2.5e-05
SpoIID	PF08486.10	94	D3521.contig1_11	454	2.9e-31
MFS_1	PF07690.16	353	D3521.contig1_12	435	2.2e-13
MFS_1	PF07690.16	353	D3521.contig1_12	435	2.2e-13
BT1	PF03092.16	524	D3521.contig1_12	435	3.1e-08
DUF1624	PF07786.12	223	D3521.contig1_13	372	9e-08
DUF5009	PF16401.5	260	D3521.contig1_13	372	1.7e-05
GWT1	PF06423.12	149	D3521.contig1_13	372	0.0047
BcrAD_BadFG	PF01869.20	267	D3521.contig1_14	284	5.2e-05
ADH_N	PF08240.12	109	D3521.contig1_15	339	8.1e-30
ADH_zinc_N	PF00107.26	130	D3521.contig1_15	339	1.2e-26
Glu_dehyd_C	PF16912.5	212	D3521.contig1_15	339	5.8e-11
AlaDh_PNT_C	PF01262.21	214	D3521.contig1_15	339	9.1e-06
ADH_zinc_N_2	PF13602.6	133	D3521.contig1_15	339	5.5e-05
3HCDH_N	PF02737.18	180	D3521.contig1_15	339	0.001
UDPG_MGDP_dh_N	PF03721.14	187	D3521.contig1_15	339	0.0019
MFS_1	PF07690.16	353	D3521.contig1_16	419	3e-22
Amidohydro_2	PF04909.14	291	D3521.contig1_17	308	2.4e-36
Aldo_ket_red	PF00248.21	294	D3521.contig1_18	311	7e-48
Peripla_BP_3	PF13377.6	166	D3521.contig1_19	348	5.7e-35
Peripla_BP_1	PF00532.21	279	D3521.contig1_19	348	1.6e-31
Peripla_BP_4	PF13407.6	258	D3521.contig1_19	348	1.4e-20
LacI	PF00356.21	46	D3521.contig1_19	348	1.2e-09
HTH_24	PF13412.6	48	D3521.contig1_19	348	0.0013
HTH_3	PF01381.22	55	D3521.contig1_19	348	0.002
FKBP_C	PF00254.28	94	D3521.contig1_20	197	4.8e-14
HGTP_anticodon	PF03129.20	94	D3521.contig1_21	514	2.3e-19
tRNA-synt_2b	PF00587.25	179	D3521.contig1_21	514	3.3e-10
DNA_topoisoIV	PF00521.20	426	D3521.contig1_23	882	3e-109
Sigma70_ner	PF04546.13	204	D3521.contig1_23	882	0.04
DUF3316	PF11777.8	145	D3521.contig1_24	287	7e-61
Peptidase_S41	PF03572.18	166	D3521.contig1_25	332	2.7e-33
Tricorn_C1	PF14684.6	70	D3521.contig1_25	332	2.9e-12
PfkB	PF00294.24	302	D3521.contig1_26	272	1.2e-29
Alpha_L_fucos	PF01120.17	350	D3521.contig1_27	549	3.3e-96
Fucosidase_C	PF16757.5	90	D3521.contig1_27	549	6.5e-11
HTH_18	PF12833.7	81	D3521.contig1_28	287	2.5e-18
HTH_AraC	PF00165.23	42	D3521.contig1_28	287	5.1e-18
HTH_AraC	PF00165.23	42	D3521.contig1_28	287	5.1e-18
AraC_binding	PF02311.19	136	D3521.contig1_28	287	0.017
Glyco_transf_22	PF03901.17	417	D3521.contig1_29	56	0.014
Smim3	PF17307.2	60	D3521.contig1_31	60	2.7
DUF4377	PF14302.6	75	D3521.contig1_32	121	0.0026
DUF4969	PF16339.5	79	D3521.contig1_32	121	0.018
Astacin	PF01400.24	191	D3521.contig1_33	457	1.5e-24
DUF4969	PF16339.5	79	D3521.contig1_33	457	0.011
OMP_b-brl	PF13505.6	178	D3521.contig1_34	216	6.8e-09
