target	acc	tlen	query	qlen	evalue
Peptidase_S74	PF13884.6	58	D3754.contig1_1	285	3.2e-08
DUF685	PF05085.12	265	D3754.contig1_2	311	0.022
IKBKB_SDD	PF18397.1	276	D3754.contig1_3	210	0.01
RVT_1	PF00078.27	222	D3754.contig1_4	423	1e-15
RVT_1	PF00078.27	222	D3754.contig1_4	423	1e-15
Lactococcin	PF04369.13	60	D3754.contig1_5	72	0.12
DUF3899	PF13038.6	84	D3754.contig1_7	135	0.0059
NADH_oxidored	PF08040.11	58	D3754.contig1_8	130	0.0016
NS3	PF17530.2	220	D3754.contig1_8	130	0.019
Phage_lysozyme2	PF18013.1	143	D3754.contig1_9	549	1.3e-23
SH3_3	PF08239.11	55	D3754.contig1_9	549	8.3e-12
CHAP	PF05257.16	83	D3754.contig1_9	549	1.4e-08
DUF3830	PF12903.7	145	D3754.contig1_9	549	0.011
SH3BP5	PF05276.14	231	D3754.contig1_10	205	0.00012
Phage_HK97_TLTM	PF06120.11	288	D3754.contig1_10	205	0.0044
DUF3445	PF11927.8	225	D3754.contig1_10	205	0.0087
ABC_trans_CmpB	PF06541.11	148	D3754.contig1_11	152	4.1e-11
BPL_C	PF02237.17	48	D3754.contig1_13	167	0.033
TniQ	PF06527.11	137	D3754.contig1_14	458	1.9e-17
TniB	PF05621.11	189	D3754.contig1_15	417	9e-14
AAA_22	PF13401.6	137	D3754.contig1_15	417	3.8e-12
rve	PF00665.26	119	D3754.contig1_16	609	1.3e-08
Mu-transpos_C	PF09299.11	61	D3754.contig1_16	609	8.1e-07
Tn7_Tnp_TnsA_N	PF08722.11	88	D3754.contig1_17	113	0.011
DUF3012	PF11216.8	32	D3754.contig1_18	226	0.044
dUTPase	PF00692.19	129	D3754.contig1_19	172	1.9e-11
Fer4_12	PF13353.6	139	D3754.contig1_20	180	2e-43
Fer4_14	PF13394.6	118	D3754.contig1_20	180	1.5e-20
Radical_SAM	PF04055.21	167	D3754.contig1_20	180	5.2e-05
Big_3_3	PF13750.6	157	D3754.contig1_20	180	0.027
NRDD	PF13597.6	561	D3754.contig1_21	785	5e-149
ATP-cone	PF03477.16	86	D3754.contig1_21	785	7.8e-18
DUF3029	PF11230.8	485	D3754.contig1_21	785	3.7e-05
Gly_radical	PF01228.21	106	D3754.contig1_21	785	0.0003
NT5C	PF06941.12	180	D3754.contig1_22	370	1.1e-27
Guanylate_kin	PF00625.21	182	D3754.contig1_22	370	9.5e-21
DUF2286	PF10051.9	138	D3754.contig1_22	370	0.005
DHFR_1	PF00186.19	161	D3754.contig1_23	166	3e-49
PS_pyruv_trans	PF04230.13	286	D3754.contig1_23	166	0.024
FpoO	PF10621.9	110	D3754.contig1_24	105	0.0031
Sgf11	PF08209.11	33	D3754.contig1_24	105	0.042
Thymidylat_synt	PF00303.19	268	D3754.contig1_25	282	9.1e-57
PTS-HPr	PF00381.19	82	D3754.contig1_26	82	0.0014
Bac_A_amyl_C	PF18612.1	69	D3754.contig1_26	82	0.018
zf-MYND	PF01753.18	38	D3754.contig1_27	75	0.00024
ADK_lid	PF05191.14	36	D3754.contig1_27	75	0.0091
VATC	PF18716.1	43	D3754.contig1_27	75	0.022
YAcAr	PF10686.9	67	D3754.contig1_28	164	7.4e-10
DHHA1	PF02272.19	138	D3754.contig1_30	289	8.8e-08
VWA	PF00092.28	175	D3754.contig1_31	220	0.0015
VWA_CoxE	PF05762.14	223	D3754.contig1_31	220	0.0024
DUF116	PF01976.17	155	D3754.contig1_32	103	0.0097
