target	acc	tlen	query	qlen	evalue
OprD	PF03573.13	394	D3950.contig1_1	416	1.2e-147
Porin_4	PF13609.6	312	D3950.contig1_1	416	7.7e-05
Lyase_1	PF00206.20	312	D3950.contig1_2	537	3.6e-24
ASL_C2	PF14698.6	69	D3950.contig1_2	537	1.7e-08
SDF	PF00375.18	390	D3950.contig1_3	411	1.3e-65
LysR_substrate	PF03466.20	209	D3950.contig1_4	305	4.4e-39
HTH_1	PF00126.27	60	D3950.contig1_4	305	8.1e-22
TPP_enzyme_N	PF02776.18	172	D3950.contig1_4	305	0.024
LysR_substrate	PF03466.20	209	D3950.contig1_5	292	4.6e-25
HTH_1	PF00126.27	60	D3950.contig1_5	292	1.6e-20
ADH_N_2	PF16884.5	108	D3950.contig1_6	342	8e-37
ADH_zinc_N	PF00107.26	130	D3950.contig1_6	342	7.6e-19
ADH_zinc_N_2	PF13602.6	133	D3950.contig1_6	342	1e-16
HIT	PF01230.23	98	D3950.contig1_8	163	0.0057
Acetyltransf_10	PF13673.7	127	D3950.contig1_9	159	1.3e-13
Acetyltransf_1	PF00583.25	117	D3950.contig1_9	159	3.6e-11
Acetyltransf_7	PF13508.7	76	D3950.contig1_9	159	5.5e-11
FR47	PF08445.10	86	D3950.contig1_9	159	0.00092
Acetyltransf_1	PF00583.25	117	D3950.contig1_10	145	7.4e-16
Acetyltransf_10	PF13673.7	127	D3950.contig1_10	145	1.6e-12
Acetyltransf_7	PF13508.7	76	D3950.contig1_10	145	4.7e-10
Acetyltransf_6	PF13480.7	142	D3950.contig1_10	145	1.1e-06
Acetyltransf_CG	PF14542.6	80	D3950.contig1_10	145	0.00016
Acetyltransf_9	PF13527.7	128	D3950.contig1_10	145	0.0002
FR47	PF08445.10	86	D3950.contig1_10	145	0.00085
Acetyltransf_3	PF13302.7	138	D3950.contig1_10	145	0.0017
PanZ	PF12568.8	128	D3950.contig1_10	145	0.002
Aldedh	PF00171.22	462	D3950.contig1_11	497	1.7e-166
AA_permease_2	PF13520.6	425	D3950.contig1_12	460	2.7e-35
AA_permease	PF00324.21	479	D3950.contig1_12	460	9.1e-35
Aminotran_3	PF00202.21	406	D3950.contig1_13	461	4.2e-85
GerE	PF00196.19	57	D3950.contig1_14	293	3.7e-13
HTH_28	PF13518.6	52	D3950.contig1_14	293	0.0058
Pyr_redox_3	PF13738.6	305	D3950.contig1_15	430	2.5e-28
Pyr_redox_2	PF07992.14	294	D3950.contig1_15	430	3.2e-11
K_oxygenase	PF13434.6	342	D3950.contig1_15	430	4.2e-11
FAD_binding_3	PF01494.19	349	D3950.contig1_15	430	4.5e-08
FMO-like	PF00743.19	532	D3950.contig1_15	430	5.8e-08
Ribonuc_L-PSP	PF01042.21	121	D3950.contig1_16	137	6.6e-22
Spore_SspJ	PF09575.10	46	D3950.contig1_16	137	0.031
DUF1028	PF06267.12	193	D3950.contig1_17	226	1e-67
Peptidase_M20	PF01546.28	207	D3950.contig1_18	382	1.4e-34
M20_dimer	PF07687.14	109	D3950.contig1_18	382	1.6e-23
LysR_substrate	PF03466.20	209	D3950.contig1_19	304	3.4e-42
HTH_1	PF00126.27	60	D3950.contig1_19	304	8.6e-21
Transp_cyt_pur	PF02133.15	440	D3950.contig1_20	472	6e-49
TadZ_N	PF16968.5	133	D3950.contig1_20	472	0.012
Acetyltransf_1	PF00583.25	117	D3950.contig1_21	164	1.3e-13
Acetyltransf_10	PF13673.7	127	D3950.contig1_21	164	2.3e-10
Acetyltransf_9	PF13527.7	128	D3950.contig1_21	164	1.1e-09
Acetyltransf_7	PF13508.7	76	D3950.contig1_21	164	2.6e-09
Acetyltransf_CG	PF14542.6	80	D3950.contig1_21	164	0.00016
FR47	PF08445.10	86	D3950.contig1_21	164	0.00017
Acetyltransf_1	PF00583.25	117	D3950.contig1_22	142	2.8e-08
Acetyltransf_7	PF13508.7	76	D3950.contig1_22	142	1.7e-06
Acetyltransf_10	PF13673.7	127	D3950.contig1_22	142	5.9e-06
Acetyltransf_CG	PF14542.6	80	D3950.contig1_22	142	0.0079
TsaE	PF02367.17	125	D3950.contig1_23	71	0.1
Acetyltransf_1	PF00583.25	117	D3950.contig1_25	176	4.4e-14
Acetyltransf_10	PF13673.7	127	D3950.contig1_25	176	2.2e-12
Acetyltransf_7	PF13508.7	76	D3950.contig1_25	176	1.1e-08
FR47	PF08445.10	86	D3950.contig1_25	176	0.00019
Acetyltransf_4	PF13420.7	155	D3950.contig1_25	176	0.012
Methyltransf_25	PF13649.6	97	D3950.contig1_26	227	3.3e-14
Methyltransf_11	PF08241.12	96	D3950.contig1_26	227	1.8e-11
Methyltransf_12	PF08242.12	99	D3950.contig1_26	227	3.3e-09
Methyltransf_23	PF13489.6	165	D3950.contig1_26	227	5.1e-09
Methyltransf_31	PF13847.6	152	D3950.contig1_26	227	5.8e-07
TPM_phosphatase	PF04536.14	125	D3950.contig1_27	402	1.7e-37
MOLO1	PF17175.4	119	D3950.contig1_27	402	0.0022
DUF1275	PF06912.11	192	D3950.contig1_27	402	8
Abhydrolase_6	PF12697.7	220	D3950.contig1_28	273	1.3e-18
Abhydrolase_1	PF00561.20	257	D3950.contig1_28	273	2.6e-13
Abhydrolase_1	PF00561.20	257	D3950.contig1_28	273	2.6e-13
Hydrolase_4	PF12146.8	239	D3950.contig1_28	273	1.7e-08
Abhydrolase_4	PF08386.10	103	D3950.contig1_28	273	0.003
HATPase_c	PF02518.26	112	D3950.contig1_29	392	3.6e-19
HisKA	PF00512.25	67	D3950.contig1_29	392	1.2e-13
PAS_9	PF13426.7	104	D3950.contig1_29	392	7.4e-06
PAS_8	PF13188.7	67	D3950.contig1_29	392	3.7e-05
PAS	PF00989.25	113	D3950.contig1_29	392	0.0001
HATPase_c_5	PF14501.6	101	D3950.contig1_29	392	0.0015
HATPase_c_2	PF13581.6	125	D3950.contig1_29	392	0.0022
LRR_8	PF13855.6	61	D3950.contig2_6	1298	1.2e-29
LRR_8	PF13855.6	61	D3950.contig2_6	1298	1.2e-29
LRR_8	PF13855.6	61	D3950.contig2_6	1298	1.2e-29
LRR_8	PF13855.6	61	D3950.contig2_6	1298	1.2e-29
LRR_8	PF13855.6	61	D3950.contig2_6	1298	1.2e-29
LRR_4	PF12799.7	44	D3950.contig2_6	1298	1e-26
LRR_4	PF12799.7	44	D3950.contig2_6	1298	1e-26
LRR_4	PF12799.7	44	D3950.contig2_6	1298	1e-26
TRP	PF06011.12	426	D3950.contig2_6	1298	0.0091
Pkinase_Tyr	PF07714.17	259	D3950.contig2_9	1996	7.3e-43
Pkinase	PF00069.25	264	D3950.contig2_9	1996	4.6e-38
COR	PF16095.5	194	D3950.contig2_9	1996	3.1e-24
Roc	PF08477.13	120	D3950.contig2_9	1996	5.2e-14
LRR_8	PF13855.6	61	D3950.contig2_9	1996	4.8e-12
LRR_4	PF12799.7	44	D3950.contig2_9	1996	3.7e-09
WD40	PF00400.32	38	D3950.contig2_10	93	6e-05
GST_C	PF00043.25	93	D3950.contig2_12	160	2.4e-10
GST_C_3	PF14497.6	99	D3950.contig2_12	160	5.3e-06
GST_C_2	PF13410.6	69	D3950.contig2_12	160	0.003
Glutaredoxin2_C	PF04399.13	130	D3950.contig2_12	160	0.0034
GST_C_6	PF17171.4	64	D3950.contig2_12	160	0.0098
Ammonium_transp	PF00909.21	399	D3950.contig2_18	361	3.7e-83
Ammonium_transp	PF00909.21	399	D3950.contig2_19	120	6.6e-06
RNA_ligase	PF09414.10	161	D3950.contig2_20	397	1.6e-14
MMR_HSR1	PF01926.23	114	D3950.contig2_22	607	4.4e-17
FeoB_N	PF02421.18	156	D3950.contig2_22	607	2.3e-07
