target	acc	tlen	query	qlen	evalue
HTH_5	PF01022.20	47	D3850.contig1_3	117	1.2e-15
HTH_20	PF12840.7	61	D3850.contig1_3	117	1.8e-08
ArsD	PF06953.11	123	D3850.contig1_4	121	7.7e-47
Thioredoxin_3	PF13192.6	76	D3850.contig1_4	121	0.016
ArsA_ATPase	PF02374.15	305	D3850.contig1_5	584	1.1e-99
ArsA_ATPase	PF02374.15	305	D3850.contig1_5	584	1.1e-99
ArsA_ATPase	PF02374.15	305	D3850.contig1_5	584	1.1e-99
CbiA	PF01656.23	128	D3850.contig1_5	584	5e-21
CbiA	PF01656.23	128	D3850.contig1_5	584	5e-21
AAA_31	PF13614.6	177	D3850.contig1_5	584	7.5e-19
AAA_31	PF13614.6	177	D3850.contig1_5	584	7.5e-19
ParA	PF10609.9	246	D3850.contig1_5	584	1.4e-12
ParA	PF10609.9	246	D3850.contig1_5	584	1.4e-12
Fer4_NifH	PF00142.18	271	D3850.contig1_5	584	1.2e-11
Fer4_NifH	PF00142.18	271	D3850.contig1_5	584	1.2e-11
SRP54	PF00448.22	196	D3850.contig1_5	584	7.5e-08
AAA_25	PF13481.6	194	D3850.contig1_5	584	7.7e-08
AAA_16	PF13191.6	170	D3850.contig1_5	584	8.3e-08
CBP_BcsQ	PF06564.12	234	D3850.contig1_5	584	1.1e-07
RuvB_N	PF05496.12	159	D3850.contig1_5	584	7.3e-06
ArsB	PF02040.15	423	D3850.contig1_6	430	1e-158
CitMHS	PF03600.16	300	D3850.contig1_6	430	1e-23
ArsC	PF03960.15	64	D3850.contig1_7	142	4.3e-20
Acetyltransf_1	PF00583.25	117	D3850.contig1_8	141	6.8e-16
Acetyltransf_4	PF13420.7	155	D3850.contig1_8	141	3.1e-14
Acetyltransf_7	PF13508.7	76	D3850.contig1_8	141	1.4e-08
Acetyltransf_3	PF13302.7	138	D3850.contig1_8	141	1.6e-08
Acetyltransf_10	PF13673.7	127	D3850.contig1_8	141	2.3e-08
Acetyltransf_CG	PF14542.6	80	D3850.contig1_8	141	0.00034
Acetyltransf_6	PF13480.7	142	D3850.contig1_8	141	0.00038
ArsA_ATPase	PF02374.15	305	D3850.contig1_9	158	4.6e-17
ArsA_ATPase	PF02374.15	305	D3850.contig1_9	158	4.6e-17
ArsA_ATPase	PF02374.15	305	D3850.contig1_10	447	9.1e-67
ArsA_ATPase	PF02374.15	305	D3850.contig1_10	447	9.1e-67
AAA_31	PF13614.6	177	D3850.contig1_10	447	3.5e-21
AAA_31	PF13614.6	177	D3850.contig1_10	447	3.5e-21
CbiA	PF01656.23	128	D3850.contig1_10	447	2.4e-20
CbiA	PF01656.23	128	D3850.contig1_10	447	2.4e-20
ParA	PF10609.9	246	D3850.contig1_10	447	1.9e-12
ParA	PF10609.9	246	D3850.contig1_10	447	1.9e-12
Fer4_NifH	PF00142.18	271	D3850.contig1_10	447	1.2e-09
Fer4_NifH	PF00142.18	271	D3850.contig1_10	447	1.2e-09
AAA_16	PF13191.6	170	D3850.contig1_10	447	1.6e-08
AAA_25	PF13481.6	194	D3850.contig1_10	447	1.6e-08
SRP54	PF00448.22	196	D3850.contig1_10	447	7e-08
MeaB	PF03308.16	267	D3850.contig1_10	447	2e-07
PhoH	PF02562.16	205	D3850.contig1_10	447	2.6e-07
CBP_BcsQ	PF06564.12	234	D3850.contig1_10	447	4.7e-07
MipZ	PF09140.11	262	D3850.contig1_10	447	6.4e-06
ArsD	PF06953.11	123	D3850.contig1_11	121	3.3e-31
Thioredoxin_3	PF13192.6	76	D3850.contig1_11	121	8e-05
Sigma70_r2	PF04542.14	71	D3850.contig1_12	182	2.3e-13
Sigma70_r4_2	PF08281.12	54	D3850.contig1_12	182	9.6e-09
Sigma70_r4	PF04545.16	50	D3850.contig1_12	182	2.2e-05
FMN_red	PF03358.15	155	D3850.contig1_13	238	7.2e-27
Flavodoxin_2	PF02525.17	198	D3850.contig1_13	238	0.026
HTH_20	PF12840.7	61	D3850.contig1_14	109	7.9e-12
HTH_IclR	PF09339.10	52	D3850.contig1_14	109	2.8e-05
HTH_5	PF01022.20	47	D3850.contig1_14	109	4.3e-05
TrmB	PF01978.19	68	D3850.contig1_14	109	0.0017
HTH_24	PF13412.6	48	D3850.contig1_14	109	0.011
Acetyltransf_4	PF13420.7	155	D3850.contig1_15	166	3.1e-16
Acetyltransf_1	PF00583.25	117	D3850.contig1_15	166	4e-12
Acetyltransf_3	PF13302.7	138	D3850.contig1_15	166	1.2e-08
Acetyltransf_7	PF13508.7	76	D3850.contig1_15	166	1.1e-07
Acetyltransf_10	PF13673.7	127	D3850.contig1_15	166	0.00017
MIP	PF00230.20	227	D3850.contig1_16	135	9.4e-24
DUF1576	PF07613.11	176	D3850.contig1_16	135	0.0092
DDE_Tnp_ISL3	PF01610.17	240	D3850.contig1_17	272	1.9e-18
zf-ISL3	PF14690.6	47	D3850.contig1_17	272	8e-07
DDE_Tnp_ISL3	PF01610.17	240	D3850.contig1_18	124	1.6e-12
HTH_Tnp_1	PF01527.20	75	D3850.contig1_19	135	6.3e-13
TnpB_IS66	PF05717.13	101	D3850.contig1_20	116	1.3e-38
DDE_Tnp_IS66	PF03050.14	282	D3850.contig1_21	513	3.7e-100
DDE_Tnp_IS66_C	PF13817.6	39	D3850.contig1_21	513	1.2e-16
LZ_Tnp_IS66	PF13007.7	69	D3850.contig1_21	513	2.8e-13
zf-IS66	PF13005.7	46	D3850.contig1_21	513	1.2e-12
GAS	PF13851.6	200	D3850.contig1_21	513	0.0044
HATPase_c	PF02518.26	112	D3850.contig1_23	467	2.1e-16
HisKA	PF00512.25	67	D3850.contig1_23	467	8.5e-10
HAMP	PF00672.25	53	D3850.contig1_23	467	1.2e-06
HATPase_c_5	PF14501.6	101	D3850.contig1_23	467	3.6e-06
Response_reg	PF00072.24	112	D3850.contig1_24	227	3.5e-26
Trans_reg_C	PF00486.28	77	D3850.contig1_24	227	6.8e-25
CopD	PF05425.13	105	D3850.contig1_25	310	2.1e-21
DUF4149	PF13664.6	102	D3850.contig1_25	310	0.0023
CopC	PF04234.12	92	D3850.contig1_26	127	3.1e-23
Big_5	PF13205.6	108	D3850.contig1_26	127	1.9e-05
CopB	PF05275.11	208	D3850.contig1_27	299	3.6e-87
OMP_b-brl	PF13505.6	178	D3850.contig1_27	299	0.0027
Cu-oxidase_3	PF07732.15	119	D3850.contig1_28	606	1.6e-49
Cu-oxidase_3	PF07732.15	119	D3850.contig1_28	606	1.6e-49
Cu-oxidase	PF00394.22	159	D3850.contig1_28	606	3.7e-40
Cu-oxidase_2	PF07731.14	137	D3850.contig1_28	606	2.6e-31
Cu-oxidase_2	PF07731.14	137	D3850.contig1_28	606	2.6e-31
TAT_signal	PF10518.9	26	D3850.contig1_28	606	0.0047
NUT	PF12881.7	729	D3850.contig1_29	150	0.015
Peptidase_M23	PF01551.22	96	D3850.contig1_30	246	5e-26
DUF2933	PF11666.8	52	D3850.contig1_31	66	5.5e-24
E1-E2_ATPase	PF00122.20	181	D3850.contig1_32	816	3.7e-58
Hydrolase	PF00702.26	210	D3850.contig1_32	816	9.2e-45
YHS	PF04945.13	48	D3850.contig1_32	816	3.3e-20
Hydrolase_3	PF08282.12	255	D3850.contig1_32	816	5.6e-07
HAD	PF12710.7	188	D3850.contig1_32	816	9.1e-06
RibD_C	PF01872.17	200	D3850.contig1_32	816	0.0075
DUF411	PF04214.13	69	D3850.contig1_33	147	7.2e-24
ACR_tran	PF00873.19	1021	D3850.contig1_34	1049	5.4e-238
MMPL	PF03176.15	333	D3850.contig1_34	1049	0.00017
HlyD_D23	PF16576.5	214	D3850.contig1_35	431	9.9e-63
HlyD_D4	PF16572.5	56	D3850.contig1_35	431	7.1e-23
HlyD_3	PF13437.6	106	D3850.contig1_35	431	7e-14
CusF_Ec	PF11604.8	68	D3850.contig1_36	118	1.5e-20
OEP	PF02321.18	188	D3850.contig1_37	462	6.4e-50
OEP	PF02321.18	188	D3850.contig1_37	462	6.4e-50
TPR_MLP1_2	PF07926.12	129	D3850.contig1_37	462	0.47
Response_reg	PF00072.24	112	D3850.contig1_38	227	1.4e-26
Trans_reg_C	PF00486.28	77	D3850.contig1_38	227	3e-25
HATPase_c	PF02518.26	112	D3850.contig1_39	492	2.9e-22
HisKA	PF00512.25	67	D3850.contig1_39	492	9.9e-11
HATPase_c_5	PF14501.6	101	D3850.contig1_39	492	2.2e-08
HAMP	PF00672.25	53	D3850.contig1_39	492	3.9e-07
DUF305	PF03713.13	152	D3850.contig1_41	117	7.9e-22
DUF4142	PF13628.6	139	D3850.contig1_41	117	2.8e-06
HNH	PF01844.23	47	D3850.contig1_42	303	2.6e-06
HNH_2	PF13391.6	72	D3850.contig1_42	303	0.0052
DDE_Tnp_IS1	PF03400.13	131	D3850.contig1_43	98	1.2e-50
HTH_Tnp_IS1	PF12759.7	46	D3850.contig1_44	92	4.9e-30
Zn_Tnp_IS1	PF03811.13	35	D3850.contig1_44	92	5.1e-19
HTH_23	PF13384.6	50	D3850.contig1_44	92	0.012
ParE_toxin	PF05016.15	90	D3850.contig1_45	95	9.3e-13
ParE-like_toxin	PF15781.5	87	D3850.contig1_45	95	8.5e-05
PhdYeFM_antitox	PF02604.19	75	D3850.contig1_46	83	4.6e-05
DDE_Tnp_1_5	PF13737.6	112	D3850.contig1_47	308	1.6e-45
DDE_Tnp_1	PF01609.21	214	D3850.contig1_47	308	3.5e-24
GGDEF	PF00990.21	161	D3850.contig1_48	522	3.6e-43
dCache_1	PF02743.18	249	D3850.contig1_48	522	2.4e-17
GGDEF_2	PF17853.1	116	D3850.contig1_48	522	0.00013
ADH_N	PF08240.12	109	D3850.contig1_49	378	5.8e-27
ADH_zinc_N	PF00107.26	130	D3850.contig1_49	378	9.2e-12
ADH_N_assoc	PF13823.6	23	D3850.contig1_49	378	3e-09
Glu_dehyd_C	PF16912.5	212	D3850.contig1_49	378	0.00013
