target	acc	tlen	query	qlen	evalue
Collagen	PF01391.18	60	D3524.contig1_1	142	9.3e-05
RecT	PF03837.14	199	D3524.contig1_2	314	7.7e-39
CxxCxxCC	PF03692.15	85	D3524.contig1_4	134	1.7e-11
HTH_3	PF01381.22	55	D3524.contig1_5	184	4.8e-12
HTH_19	PF12844.7	65	D3524.contig1_5	184	2.9e-10
HTH_26	PF13443.6	63	D3524.contig1_5	184	4.2e-07
HTH_31	PF13560.6	64	D3524.contig1_5	184	1.4e-05
HTH_37	PF13744.6	80	D3524.contig1_5	184	7e-05
HTH_24	PF13412.6	48	D3524.contig1_5	184	0.00016
CENP-B_N	PF04218.13	53	D3524.contig1_5	184	0.00018
HTH_25	PF13413.6	62	D3524.contig1_5	184	0.00061
Radical_SAM	PF04055.21	167	D3524.contig1_8	160	0.016
Lactamase_B_2	PF12706.7	201	D3524.contig1_10	246	5.8e-07
Lactamase_B	PF00753.27	197	D3524.contig1_10	246	7.9e-06
Ribosomal_L10	PF00466.20	100	D3524.contig1_11	116	0.014
SSB	PF00436.25	104	D3524.contig1_14	123	1.6e-21
DNA_methylase	PF00145.17	335	D3524.contig1_15	245	3.3e-44
DNA_methylase	PF00145.17	335	D3524.contig1_17	273	4.3e-10
GIY-YIG	PF01541.24	78	D3524.contig1_18	196	0.012
SBF2	PF12335.8	230	D3524.contig1_19	78	0.012
Zn_ribbon_SprT	PF17283.2	38	D3524.contig1_23	93	0.0073
TF_Zn_Ribbon	PF08271.12	43	D3524.contig1_24	63	0.0073
zf-ribbon_3	PF13248.6	26	D3524.contig1_24	63	0.0078
zinc_ribbon_2	PF13240.6	23	D3524.contig1_24	63	0.0098
RAG1	PF12940.7	651	D3524.contig1_25	99	0.0014
PUFD	PF16553.5	115	D3524.contig1_26	248	0.025
Inhibitor_G39P	PF11417.8	70	D3524.contig1_27	206	8e-24
Phage_integrase	PF00589.22	172	D3524.contig1_31	406	2.6e-14
DUF4417	PF14386.6	189	D3524.contig1_32	227	1.2e-38
HTH_36	PF13730.6	55	D3524.contig1_38	103	5.4e-06
HTH_24	PF13412.6	48	D3524.contig1_38	103	0.0004
MarR_2	PF12802.7	62	D3524.contig1_38	103	0.00051
FtsK_gamma	PF09397.10	63	D3524.contig1_38	103	0.0011
HTH_Crp_2	PF13545.6	68	D3524.contig1_38	103	0.0025
Nup188_C	PF18378.1	370	D3524.contig1_39	196	0.074
DUF4314	PF14192.6	69	D3524.contig1_40	97	0.015
HTH_26	PF13443.6	63	D3524.contig1_41	78	3.6e-07
HTH_3	PF01381.22	55	D3524.contig1_41	78	5e-05
Phage_CI_repr	PF07022.13	65	D3524.contig1_41	78	0.00062
Resolvase	PF00239.21	146	D3524.contig1_42	197	4.5e-29
NRBF2	PF08961.10	197	D3524.contig1_49	166	0.00052
GIT_CC	PF16559.5	66	D3524.contig1_49	166	0.0011
DUF4201	PF13870.6	177	D3524.contig1_49	166	0.0014
KASH_CCD	PF14662.6	191	D3524.contig1_49	166	0.0018
Cys_rich_KTR	PF14205.6	54	D3524.contig1_53	77	2.9e-07
TackOD1	PF18551.1	187	D3524.contig1_53	77	0.0086
DUF4428	PF14471.6	51	D3524.contig1_53	77	0.019
DUF1841	PF08897.11	135	D3524.contig1_54	138	0.015
RNA_pol_A_CTD	PF03118.15	67	D3524.contig1_56	81	1e-15
HHH_5	PF14520.6	57	D3524.contig1_56	81	0.0087
LPAM_1	PF08139.12	18	D3524.contig1_57	119	0.00042
LAGLIDADG_3	PF14528.6	83	D3524.contig1_58	924	5.5e-07
Hom_end	PF05204.14	110	D3524.contig1_58	924	2.2e-05
Phage_prot_Gp6	PF05133.14	420	D3524.contig1_61	511	3e-34
Phage_Mu_F	PF04233.14	112	D3524.contig1_62	212	4.2e-05
CDC73_N	PF16050.5	295	D3524.contig1_63	223	0.00072
Spc7	PF08317.11	310	D3524.contig1_63	223	0.0084
Phage_cap_E	PF03864.15	333	D3524.contig1_65	357	6.2e-32
Hydant_A_N	PF05378.13	178	D3524.contig1_65	357	0.032
POTRA_TamA_1	PF17243.2	77	D3524.contig1_67	114	0.1
DUF2207	PF09972.9	492	D3524.contig1_68	104	0.0078
HTH_23	PF13384.6	50	D3524.contig1_69	85	5.4e-05
Sigma70_r4	PF04545.16	50	D3524.contig1_69	85	0.00014
HTH_11	PF08279.12	55	D3524.contig1_69	85	0.00019
Mga	PF05043.13	87	D3524.contig1_69	85	0.00042
Sigma70_r4_2	PF08281.12	54	D3524.contig1_69	85	0.00057
HTH_38	PF13936.6	44	D3524.contig1_69	85	0.0011
HTH_Mga	PF08280.11	60	D3524.contig1_69	85	0.0023
HTH_24	PF13412.6	48	D3524.contig1_69	85	0.0036
INCENP_ARK-bind	PF03941.15	55	D3524.contig1_71	80	0.021
