target	acc	tlen	query	qlen	evalue
DNA_methylase	PF00145.17	335	D3334.contig1_10	610	3.4e-28
DNA_methylase	PF00145.17	335	D3334.contig1_10	610	3.4e-28
RP-C	PF03428.13	175	D3334.contig1_14	274	0.021
VRR_NUC	PF08774.11	108	D3334.contig1_15	118	1e-11
DUF4494	PF14902.6	139	D3334.contig1_16	136	2.2e-20
Baculo_p26	PF04766.12	234	D3334.contig1_17	74	0.061
NinB	PF05772.12	131	D3334.contig1_18	146	0.02
AAA_24	PF13479.6	197	D3334.contig1_21	296	3.2e-27
AAA_16	PF13191.6	170	D3334.contig1_21	296	0.00047
Zeta_toxin	PF06414.12	199	D3334.contig1_21	296	0.0016
Tropomyosin_1	PF12718.7	143	D3334.contig1_22	81	0.00055
Gate	PF07670.14	112	D3334.contig1_25	61	0.098
RuvA_N	PF01330.21	60	D3334.contig1_26	109	0.04
HTH_17	PF12728.7	51	D3334.contig1_27	71	0.00096
PaaX	PF07848.12	70	D3334.contig1_28	69	0.011
MUG113	PF13455.6	77	D3334.contig1_31	278	2.6e-08
T5orf172	PF10544.9	103	D3334.contig1_31	278	7.3e-08
DUF775	PF05603.12	199	D3334.contig1_32	121	0.12
TnpB_IS66	PF05717.13	101	D3334.contig1_33	112	1.6e-11
DDE_Tnp_IS66	PF03050.14	282	D3334.contig1_34	598	2.7e-52
DDE_Tnp_IS240	PF13610.6	140	D3334.contig1_34	598	0.00045
Golgin_A5	PF09787.9	306	D3334.contig1_34	598	0.008
ANT	PF03374.14	108	D3334.contig1_36	299	2.1e-27
Bro-N	PF02498.17	95	D3334.contig1_36	299	1.4e-16
DUF4088	PF13317.6	226	D3334.contig1_36	299	0.0015
Myosin_tail_1	PF01576.19	1081	D3334.contig1_36	299	0.0015
TFIIB_C_1	PF18542.1	98	D3334.contig1_36	299	0.0029
KfrA_N	PF11740.8	115	D3334.contig1_36	299	0.0046
DUF4407	PF14362.6	298	D3334.contig1_39	330	2.2e-41
HNH	PF01844.23	47	D3334.contig1_41	99	0.00021
HNHc_6	PF16784.5	200	D3334.contig1_41	99	0.001
Cytochrome_C7	PF14522.6	73	D3334.contig1_41	99	0.0063
Phage_min_cap2	PF06152.11	367	D3334.contig1_42	85	0.0012
HicB	PF05534.12	51	D3334.contig1_42	85	0.0034
RHH_4	PF13467.6	65	D3334.contig1_42	85	0.0083
RHH_1	PF01402.21	39	D3334.contig1_42	85	0.0084
YafQ_toxin	PF15738.5	88	D3334.contig1_43	90	3.8e-29
ParE_toxin	PF05016.15	90	D3334.contig1_43	90	2.1e-09
DUF2059	PF09832.9	60	D3334.contig1_44	79	0.013
Phage_int_SAM_5	PF13102.6	99	D3334.contig1_45	408	6.3e-18
Phage_int_SAM_4	PF13495.6	85	D3334.contig1_45	408	7.4e-05
Phage_integrase	PF00589.22	172	D3334.contig1_45	408	0.0059
HTH_7	PF02796.15	45	D3334.contig1_46	96	2.1e-06
CENP-B_N	PF04218.13	53	D3334.contig1_46	96	0.00036
HTH_29	PF13551.6	63	D3334.contig1_46	96	0.00089
HTH_28	PF13518.6	52	D3334.contig1_46	96	0.0019
Lipase_GDSL_2	PF13472.6	179	D3334.contig1_49	735	1.6e-14
Lipase_GDSL	PF00657.22	200	D3334.contig1_49	735	0.0004
Phage_prot_Gp6	PF05133.14	420	D3334.contig1_54	508	8.6e-27
Terminase_6	PF03237.15	215	D3334.contig1_56	914	3.3e-13
Hom_end	PF05204.14	110	D3334.contig1_56	914	6.5e-08
LAGLIDADG_3	PF14528.6	83	D3334.contig1_56	914	8.3e-08
Phage_cap_E	PF03864.15	333	D3334.contig1_59	393	1.9e-06
DNA_pol3_tau_4	PF12168.8	81	D3334.contig1_65	188	0.05
Phage_holin_4_1	PF05105.12	114	D3334.contig1_68	158	8.4e-06
DUF2809	PF10990.8	86	D3334.contig1_68	158	0.051
DUF2070	PF09843.9	564	D3334.contig1_69	151	0.028
PG_binding_3	PF09374.10	76	D3334.contig1_70	193	3.4e-18
Glyco_hydro_108	PF05838.12	85	D3334.contig1_70	193	5.1e-15
Bac_DnaA_C	PF08299.11	69	D3334.contig1_72	98	7.9e-05
Alfin	PF12165.8	127	D3334.contig1_78	141	0.1
Bro-N	PF02498.17	95	D3334.contig1_79	267	4e-05
PAZ	PF02170.22	137	D3334.contig1_80	133	0.016
Resolvase	PF00239.21	146	D3334.contig1_82	255	3.2e-27
EF-hand_5	PF13202.6	25	D3334.contig2_2	180	0.00023
EF-hand_1	PF00036.32	29	D3334.contig2_2	180	0.00033
EF-hand_6	PF13405.6	31	D3334.contig2_2	180	0.0061
DUF4992	PF16383.5	182	D3334.contig2_5	835	0.059
PhageMin_Tail	PF10145.9	198	D3334.contig2_6	1278	1.9e-15
ING	PF12998.7	101	D3334.contig2_7	257	0.0044
PTPA	PF03095.15	301	D3334.contig2_7	257	0.027
Glu_dehyd_C	PF16912.5	212	D3334.contig2_10	152	0.0068
Phage_GP20	PF06810.11	149	D3334.contig2_13	316	3.4e-05
DHC_N2	PF08393.13	397	D3334.contig2_13	316	0.0026
Tup_N	PF08581.10	77	D3334.contig2_13	316	0.012
Terminase_6	PF03237.15	215	D3334.contig2_18	515	1.6e-09
ParBc	PF02195.18	90	D3334.contig2_20	449	0.00013
ASCH	PF04266.14	107	D3334.contig2_24	172	0.0004
SSB	PF00436.25	104	D3334.contig2_25	160	6.9e-28
RNase_T	PF00929.24	165	D3334.contig2_30	289	1.9e-07
AAA_15	PF13175.6	369	D3334.contig2_34	478	3.9e-12
AAA_23	PF13476.6	200	D3334.contig2_34	478	1.5e-08
AAA_29	PF13555.6	61	D3334.contig2_34	478	1.9e-07
AAA_27	PF13514.6	207	D3334.contig2_34	478	5.6e-05
SMC_N	PF02463.19	220	D3334.contig2_34	478	0.00042
DUF2813	PF11398.8	372	D3334.contig2_34	478	0.00075
DUF1902	PF08972.11	75	D3334.contig2_35	57	0.023
Med26_C	PF15693.5	183	D3334.contig2_37	96	0.022
DUF3472	PF11958.8	173	D3334.contig2_39	101	0.0048
DNA_methylase	PF00145.17	335	D3334.contig2_42	324	3.6e-44
HTH_36	PF13730.6	55	D3334.contig2_45	252	8.8e-07
HTH_Crp_2	PF13545.6	68	D3334.contig2_45	252	0.0047
PDDEXK_1	PF12705.7	255	D3334.contig2_47	411	5.2e-05
HTH_26	PF13443.6	63	D3334.contig2_49	77	0.00016
DUF3560	PF12083.8	124	D3334.contig2_53	217	1.8e-30
Amidase_2	PF01510.25	126	D3334.contig2_57	176	8e-18
MOSC	PF03473.17	131	D3334.contig2_57	176	0.011
Polysacc_synt_C	PF14667.6	143	D3334.contig2_58	174	0.025
DUF4376	PF14301.6	102	D3334.contig2_60	111	5.9e-05
DUF1492	PF07374.11	100	D3334.contig3_3	151	0.0004
HTH_Tnp_1_2	PF13022.6	123	D3334.contig3_4	149	6.8e-07
HTH_23	PF13384.6	50	D3334.contig3_4	149	1.2e-05
Phage_Nu1	PF07471.12	164	D3334.contig3_4	149	0.0023
Head-tail_con	PF12236.8	481	D3334.contig3_7	576	2.1e-130
DUF2812	PF11193.8	110	D3334.contig3_13	213	0.085
DUF2833	PF11090.8	86	D3334.contig3_15	170	5.2e-05
zf-FCS	PF06467.14	41	D3334.contig3_15	170	0.022
SLT	PF01464.20	117	D3334.contig3_17	735	4.4e-12
Transglycosylas	PF06737.14	77	D3334.contig3_17	735	0.015
MuF_C	PF18819.1	103	D3334.contig3_18	2797	1e-13
ART-PolyVal	PF18760.1	137	D3334.contig3_18	2797	0.0029
Pectate_lyase_3	PF12708.7	215	D3334.contig3_19	833	7.8e-09
CBP_BcsN	PF17038.5	186	D3334.contig3_20	166	0.042
TPR_21	PF09976.9	193	D3334.contig3_24	192	0.0094
SprT-like	PF10263.9	113	D3334.contig3_25	119	1.5e-08
Phage_integrase	PF00589.22	172	D3334.contig3_27	347	6e-18
Arm-DNA-bind_4	PF14657.6	46	D3334.contig3_27	347	1.5e-06
Phage_int_SAM_3	PF14659.6	58	D3334.contig3_27	347	1.5e-05
Peptidase_M78	PF06114.13	123	D3334.contig3_28	92	8.6e-07
HD	PF01966.22	122	D3334.contig3_28	92	0.015
