target	acc	tlen	query	qlen	evalue
Phage_int_SAM_5	PF13102.6	99	D3954.contig1_1	380	3.1e-14
Phage_integrase	PF00589.22	172	D3954.contig1_1	380	1.1e-13
Arm-DNA-bind_5	PF17293.2	86	D3954.contig1_1	380	1.2e-05
Phage_integrase	PF00589.22	172	D3954.contig1_2	273	1.5e-17
Phage_int_SAM_5	PF13102.6	99	D3954.contig1_2	273	0.0045
ParA	PF10609.9	246	D3954.contig1_3	419	8e-28
CbiA	PF01656.23	128	D3954.contig1_3	419	1.7e-16
AAA_31	PF13614.6	177	D3954.contig1_3	419	2.4e-15
ArsA_ATPase	PF02374.15	305	D3954.contig1_3	419	2.3e-09
Fer4_NifH	PF00142.18	271	D3954.contig1_3	419	2.6e-07
SRP54	PF00448.22	196	D3954.contig1_3	419	1e-05
CBP_BcsQ	PF06564.12	234	D3954.contig1_3	419	2.6e-05
MipZ	PF09140.11	262	D3954.contig1_3	419	5.3e-05
VirC1	PF07015.11	231	D3954.contig1_3	419	0.0002
Glyco_transf_4	PF13439.6	170	D3954.contig1_3	419	0.0037
YopX	PF09643.10	131	D3954.contig1_5	132	3e-13
BrnA_antitoxin	PF14384.6	70	D3954.contig1_7	61	0.013
Tmem26	PF09772.9	288	D3954.contig1_13	94	0.071
DUF918	PF06033.11	152	D3954.contig1_16	88	0.038
DUF3874	PF12990.7	71	D3954.contig1_17	556	2.2e-06
D5_N	PF08706.11	151	D3954.contig1_17	556	2.8e-05
VirE	PF05272.11	198	D3954.contig1_17	556	7e-05
Pox_D5	PF03288.16	86	D3954.contig1_17	556	0.00055
Phage_prot_Gp6	PF05133.14	420	D3954.contig1_24	499	5.1e-37
Terminase_6	PF03237.15	215	D3954.contig1_25	545	3.7e-22
HBS1_N	PF08938.10	78	D3954.contig1_26	208	0.012
RRP36	PF06102.12	166	D3954.contig1_26	208	0.016
Myosin_tail_1	PF01576.19	1081	D3954.contig1_26	208	0.026
Dexa_ind	PF15198.6	90	D3954.contig1_33	188	0.047
TbpB_B_D	PF01298.18	136	D3954.contig1_33	188	0.063
DUF5049	PF16468.5	57	D3954.contig1_36	1826	0.018
Phage_pRha	PF09669.10	88	D3954.contig1_38	124	1.7e-22
Replic_Relax	PF13814.6	192	D3954.contig1_38	124	0.049
ANT	PF03374.14	108	D3954.contig1_39	277	1e-25
KilA-N	PF04383.13	112	D3954.contig1_39	277	2e-22
IES5	PF17335.2	114	D3954.contig1_39	277	0.021
Transposase_mut	PF00872.18	381	D3954.contig1_40	405	2.1e-94
