target	acc	tlen	query	qlen	evalue
A2L_zn_ribbon	PF08792.10	33	D3984.contig1_1	54	0.00074
Stc1	PF12898.7	85	D3984.contig1_1	54	0.0035
NHL	PF01436.21	28	D3984.contig1_2	152	0.012
HAUS-augmin3	PF14932.6	260	D3984.contig1_3	70	0.022
Band_7	PF01145.25	178	D3984.contig1_5	131	0.021
DUF2303	PF10065.9	267	D3984.contig1_6	273	0.02
Bac_DNA_binding	PF00216.21	90	D3984.contig1_7	93	2.8e-23
HU-HIG	PF18291.1	125	D3984.contig1_7	93	1.4e-06
RecT	PF03837.14	199	D3984.contig1_12	303	6.4e-27
DUF3799	PF12684.7	234	D3984.contig1_13	323	8e-12
Bap31_Bap29_C	PF18035.1	50	D3984.contig1_14	234	0.035
HTH_17	PF12728.7	51	D3984.contig1_15	84	4.5e-07
HTH_8	PF02954.19	42	D3984.contig1_15	84	0.02
Peptidase_S24	PF00717.23	70	D3984.contig1_17	257	0.00018
HTH_19	PF12844.7	65	D3984.contig1_17	257	0.0055
HTH_3	PF01381.22	55	D3984.contig1_17	257	0.0075
Phage_int_SAM_5	PF13102.6	99	D3984.contig1_19	380	3.1e-14
Phage_integrase	PF00589.22	172	D3984.contig1_19	380	1.1e-13
Arm-DNA-bind_5	PF17293.2	86	D3984.contig1_19	380	1.2e-05
Phage_integrase	PF00589.22	172	D3984.contig1_20	273	1.1e-17
Phage_int_SAM_5	PF13102.6	99	D3984.contig1_20	273	0.0042
ParA	PF10609.9	246	D3984.contig1_21	419	8e-28
CbiA	PF01656.23	128	D3984.contig1_21	419	1.7e-16
AAA_31	PF13614.6	177	D3984.contig1_21	419	2.4e-15
ArsA_ATPase	PF02374.15	305	D3984.contig1_21	419	2.3e-09
Fer4_NifH	PF00142.18	271	D3984.contig1_21	419	2.6e-07
SRP54	PF00448.22	196	D3984.contig1_21	419	1e-05
CBP_BcsQ	PF06564.12	234	D3984.contig1_21	419	2.6e-05
MipZ	PF09140.11	262	D3984.contig1_21	419	5.3e-05
VirC1	PF07015.11	231	D3984.contig1_21	419	0.0002
Glyco_transf_4	PF13439.6	170	D3984.contig1_21	419	0.0037
BrnA_antitoxin	PF14384.6	70	D3984.contig1_24	61	0.013
Tmem26	PF09772.9	288	D3984.contig1_30	94	0.029
DUF918	PF06033.11	152	D3984.contig1_33	88	0.042
DUF3874	PF12990.7	71	D3984.contig1_34	556	1.8e-06
D5_N	PF08706.11	151	D3984.contig1_34	556	1.8e-05
VirE	PF05272.11	198	D3984.contig1_34	556	6.6e-05
Pox_D5	PF03288.16	86	D3984.contig1_34	556	0.00029
TerB_C	PF15615.6	151	D3984.contig1_35	61	0.023
Phage_prot_Gp6	PF05133.14	420	D3984.contig1_40	499	6.6e-37
Terminase_6	PF03237.15	215	D3984.contig1_41	545	3.7e-22
DUF737	PF05300.11	201	D3984.contig1_42	226	0.014
HBS1_N	PF08938.10	78	D3984.contig1_42	226	0.014
Dexa_ind	PF15198.6	90	D3984.contig1_49	188	0.046
Oberon_cc	PF16312.5	129	D3984.contig1_52	1826	4.7
Phage_pRha	PF09669.10	88	D3984.contig1_54	124	1.7e-22
Replic_Relax	PF13814.6	192	D3984.contig1_54	124	0.049
KilA-N	PF04383.13	112	D3984.contig1_55	242	1.5e-14
LMP	PF04778.12	157	D3984.contig1_55	242	0.017
Prok-E2_C	PF14459.6	133	D3984.contig1_65	440	0.05
RVT_1	PF00078.27	222	D3984.contig1_66	272	0.00013
SMN	PF06003.12	264	D3984.contig1_67	59	0.087
Phage_holin_4_1	PF05105.12	114	D3984.contig1_72	156	0.0013
Lipl32	PF12103.8	179	D3984.contig1_72	156	0.0027
Alanine_zipper	PF11839.8	69	D3984.contig1_74	236	0.0075
CdiI_4	PF18624.1	103	D3984.contig1_75	186	0.052
DUF3127	PF11325.8	85	D3984.contig1_76	134	4.8e-26
Ribosomal_L18A	PF01775.17	121	D3984.contig1_77	59	0.085
MazG	PF03819.17	74	D3984.contig1_79	98	0.00016
MazG-like	PF12643.7	85	D3984.contig1_79	98	0.00081
NUMOD1	PF07453.13	37	D3984.contig1_80	134	0.00044
HTH_29	PF13551.6	63	D3984.contig1_80	134	0.00094
HTH_23	PF13384.6	50	D3984.contig1_80	134	0.0011
HTH_1	PF00126.27	60	D3984.contig1_80	134	0.0037
RtcB	PF01139.17	412	D3984.contig1_83	422	6.6e-62
Dam	PF05869.11	171	D3984.contig1_86	164	1.1e-15
STPPase_N	PF16891.5	48	D3984.contig1_87	79	0.057
Radical_SAM	PF04055.21	167	D3984.contig1_89	175	0.0002
DUF551	PF04448.12	69	D3984.contig1_90	116	1.5e-05
MapZ_C2	PF18708.1	92	D3984.contig1_92	114	0.026
PAPS_reduct	PF01507.19	174	D3984.contig1_93	282	2.2e-27
QueC	PF06508.13	210	D3984.contig1_93	282	0.0011
ATP_bind_3	PF01171.20	182	D3984.contig1_93	282	0.0013
Cas_Cas4	PF01930.17	162	D3984.contig1_96	60	0.013
LURAP	PF14854.6	117	D3984.contig1_96	60	0.05
OsmC	PF02566.19	100	D3984.contig1_97	195	0.066
DUF2400	PF09674.10	227	D3984.contig1_98	237	1.4e-67
Vac_ImportDeg	PF09783.9	162	D3984.contig1_99	140	0.031
DNA_methylase	PF00145.17	335	D3984.contig1_101	246	4.8e-29
DNA_methylase	PF00145.17	335	D3984.contig1_101	246	4.8e-29
DNA_methylase	PF00145.17	335	D3984.contig1_102	91	4.3e-11
Dam	PF05869.11	171	D3984.contig2_3	198	1.4e-36
RNase_T	PF00929.24	165	D3984.contig2_5	186	2.1e-19
RNase_H_2	PF13482.6	166	D3984.contig2_5	186	2.1e-05
AAA_28	PF13521.6	163	D3984.contig2_7	215	6.8e-10
AAA_18	PF13238.6	130	D3984.contig2_7	215	2.7e-05
AAA_17	PF13207.6	136	D3984.contig2_7	215	3.7e-05
CoaE	PF01121.20	179	D3984.contig2_7	215	0.00035
DHFR_1	PF00186.19	161	D3984.contig2_8	159	1e-35
Hydrolase_6	PF13344.6	101	D3984.contig2_9	138	0.011
Glyco_transf_4	PF13439.6	170	D3984.contig2_9	138	0.033
Thymidylat_synt	PF00303.19	268	D3984.contig2_10	368	1.3e-81
PRA-PH	PF01503.17	83	D3984.contig2_11	290	3.3e-13
Ribonuc_red_sm	PF00268.21	279	D3984.contig2_12	381	2.8e-44
Ribonuc_red_lgC	PF02867.15	524	D3984.contig2_13	772	1.5e-115
ATP-cone	PF03477.16	86	D3984.contig2_13	772	1.2e-10
