target	acc	tlen	query	qlen	evalue
DUF1642	PF07852.11	138	D4011.contig1_1	168	8.5e-28
MazG	PF03819.17	74	D4011.contig1_2	105	0.00031
MazG-like	PF12643.7	85	D4011.contig1_2	105	0.0067
DUF1372	PF07116.11	104	D4011.contig1_3	103	1.1e-39
YopX	PF09643.10	131	D4011.contig1_5	133	2.8e-19
DUF1340	PF07067.11	236	D4011.contig1_6	237	3.3e-74
FF	PF01846.19	51	D4011.contig1_7	139	0.011
Terminase_2	PF03592.16	140	D4011.contig1_8	160	5.1e-25
DUF1073	PF06381.11	357	D4011.contig1_8	160	0.0097
Terminase_3	PF04466.13	201	D4011.contig1_9	422	2e-62
Terminase_3C	PF17288.2	155	D4011.contig1_9	422	4.7e-39
Terminase_6	PF03237.15	215	D4011.contig1_9	422	1.2e-08
Terminase_6C	PF17289.2	155	D4011.contig1_9	422	2.8e-05
Phage_prot_Gp6	PF05133.14	420	D4011.contig1_10	500	2e-73
Phage_Mu_F	PF04233.14	112	D4011.contig1_11	319	9.4e-08
DUF4355	PF14265.6	125	D4011.contig1_12	184	3.4e-08
Phage_capsid	PF05065.13	280	D4011.contig1_13	311	1.5e-21
HeH	PF12949.7	35	D4011.contig1_14	91	8.9e-10
Endonuc-dimeris	PF09124.10	54	D4011.contig1_14	91	5.6e-05
Phage_connect_1	PF05135.13	99	D4011.contig1_15	116	3.6e-10
Phage_H_T_join	PF05521.11	96	D4011.contig1_16	103	0.0072
HK97-gp10_like	PF04883.12	81	D4011.contig1_17	118	1.8e-05
Phage_tail_2	PF06199.11	135	D4011.contig1_19	181	1.2e-18
Phage_TAC_12	PF12363.8	111	D4011.contig1_20	114	2.9e-20
Baculo_PEP_C	PF04513.12	140	D4011.contig1_22	990	1.1e-06
Urb2	PF10441.9	205	D4011.contig1_22	990	0.001
Sipho_tail	PF05709.11	255	D4011.contig1_23	264	5.3e-22
Sipho_tail	PF05709.11	255	D4011.contig1_23	264	5.3e-22
Gp58	PF07902.11	594	D4011.contig1_24	1676	3.6e-45
Prophage_tail	PF06605.11	316	D4011.contig1_24	1676	2e-26
DcpS	PF05652.12	104	D4011.contig1_25	74	0.02
Poty_PP	PF08440.10	277	D4011.contig1_25	74	0.023
Atg14	PF10186.9	319	D4011.contig1_25	74	0.023
Phage_holin_4_1	PF05105.12	114	D4011.contig1_27	145	2.6e-14
Phage_holin_1	PF04531.13	82	D4011.contig1_28	77	1.3e-19
DUF2012	PF09430.10	123	D4011.contig1_29	151	0.00087
DUF4369	PF14289.6	91	D4011.contig1_29	151	0.0081
Spectrin	PF00435.21	105	D4011.contig1_30	105	0.0048
HSBP1	PF06825.12	51	D4011.contig1_30	105	0.008
ZapB	PF06005.12	71	D4011.contig1_31	91	0.02
ZoocinA_TRD	PF16775.5	106	D4011.contig1_32	282	4.5e-28
Amidase_5	PF05382.13	142	D4011.contig1_32	282	4.1e-17
NLPC_P60	PF00877.19	105	D4011.contig1_32	282	0.00072
Phage_integrase	PF00589.22	172	D4011.contig1_33	389	3e-24
bPH_3	PF14470.6	95	D4011.contig1_34	183	1.3e-12
SHOCT	PF09851.9	28	D4011.contig1_34	183	3.7e-10
GvpG	PF05120.12	80	D4011.contig1_34	183	0.018
Peptidase_M78	PF06114.13	123	D4011.contig1_35	122	2.5e-09
HTH_3	PF01381.22	55	D4011.contig1_36	130	9.4e-11
HTH_19	PF12844.7	65	D4011.contig1_36	130	3.9e-06
HTH_31	PF13560.6	64	D4011.contig1_36	130	0.0044
DUF739	PF05339.11	69	D4011.contig1_37	79	2e-25
HTH_3	PF01381.22	55	D4011.contig1_37	79	3.4e-07
YdaS_antitoxin	PF15943.5	65	D4011.contig1_37	79	0.00022
HTH_19	PF12844.7	65	D4011.contig1_37	79	0.00059
HTH_26	PF13443.6	63	D4011.contig1_37	79	0.0072
Bro-N	PF02498.17	95	D4011.contig1_39	251	2.3e-31
ANT	PF03374.14	108	D4011.contig1_39	251	5.6e-31
Sec39	PF08314.11	750	D4011.contig1_39	251	0.0014
Peptidase_C28	PF05408.11	201	D4011.contig1_40	80	0.05
Collagen_bind	PF05737.12	131	D4011.contig1_45	603	6.1e-16
Big_8	PF17961.1	102	D4011.contig1_45	603	1.5e-08
Gram_pos_anchor	PF00746.21	43	D4011.contig1_45	603	8.9e-06
KN17_SH3	PF18131.1	54	D4011.contig1_46	107	0.054
DivIC	PF04977.15	80	D4011.contig1_47	61	0.11
ERF	PF04404.12	153	D4011.contig1_48	233	6.4e-20
dUTPase_2	PF08761.11	166	D4011.contig1_48	233	0.022
DUF1351	PF07083.11	210	D4011.contig1_49	324	8.1e-29
SSB	PF00436.25	104	D4011.contig1_50	168	4.1e-37
tRNA_anti-codon	PF01336.25	76	D4011.contig1_50	168	5.1e-06
RusA	PF05866.11	124	D4011.contig1_51	154	3.2e-37
Spore_Cse60	PF10957.8	60	D4011.contig1_53	92	0.0015
DUF3294	PF07957.11	213	D4011.contig2_2	106	0.0087
Phage_integrase	PF00589.22	172	D4011.contig2_3	381	1.2e-23
Phage_integr_3	PF16795.5	160	D4011.contig2_3	381	9.4e-07
STI1	PF17830.1	55	D4011.contig2_4	59	0.0067
S-AdoMet_synt_C	PF02773.16	138	D4011.contig2_4	59	0.083
LysM	PF01476.20	44	D4011.contig2_7	371	2.6e-49
LysM	PF01476.20	44	D4011.contig2_7	371	2.6e-49
LysM	PF01476.20	44	D4011.contig2_7	371	2.6e-49
Glyco_hydro_25	PF01183.20	178	D4011.contig2_7	371	1.1e-31
Phage_holin_6_1	PF09682.10	101	D4011.contig2_8	146	1e-07
LppA	PF16708.5	153	D4011.contig2_8	146	0.028
DUF1664	PF07889.12	124	D4011.contig2_9	115	0.0033
Phage_XkdX	PF09693.10	40	D4011.contig2_10	47	0.011
BppU_IgG	PF18667.1	97	D4011.contig2_13	154	7.2e-31
Big_2	PF02368.18	79	D4011.contig2_14	170	1e-13
fn3	PF00041.21	85	D4011.contig2_14	170	7.9e-07
A2M_BRD	PF07703.14	140	D4011.contig2_14	170	0.013
BppU_IgG	PF18667.1	97	D4011.contig2_15	470	8.7e-37
BppU_N	PF10651.9	148	D4011.contig2_15	470	1.8e-06
ApoLp-III	PF07464.11	146	D4011.contig2_15	470	0.0018
Prophage_tail	PF06605.11	316	D4011.contig2_17	558	3.4e-43
NLPC_P60	PF00877.19	105	D4011.contig2_17	558	2.1e-15
Sipho_tail	PF05709.11	255	D4011.contig2_18	273	1e-27
DUF456	PF04306.13	139	D4011.contig2_19	1476	0.00018
Phage_Gp15	PF06854.11	170	D4011.contig2_20	218	7.8e-42
Minor_capsid_3	PF12691.7	129	D4011.contig2_23	133	2.5e-22
Minor_capsid_2	PF11114.8	114	D4011.contig2_24	120	6.8e-27
Rhodanese	PF00581.20	107	D4011.contig2_24	120	0.034
Minor_capsid_1	PF10665.9	105	D4011.contig2_25	128	1.1e-12
Acyl_transf_2	PF02273.15	294	D4011.contig2_25	128	0.0047
DUF4781	PF16013.5	310	D4011.contig2_27	289	0.01
Phage_GP20	PF06810.11	149	D4011.contig2_28	191	1.7e-40
UPF0242	PF06785.11	193	D4011.contig2_28	191	0.00032
TMF_TATA_bd	PF12325.8	115	D4011.contig2_28	191	0.0016
GAS	PF13851.6	200	D4011.contig2_28	191	0.0022
Phage_min_cap2	PF06152.11	367	D4011.contig2_29	384	3.1e-88
Phage_prot_Gp6	PF05133.14	420	D4011.contig2_30	527	5.2e-56
Terminase_3	PF04466.13	201	D4011.contig2_31	437	6.1e-45
Terminase_3C	PF17288.2	155	D4011.contig2_31	437	6.2e-26
Terminase_6	PF03237.15	215	D4011.contig2_31	437	1.2e-05
Terminase_6C	PF17289.2	155	D4011.contig2_31	437	0.0014
Terminase_2	PF03592.16	140	D4011.contig2_32	172	5.6e-35
HEPN_AbiV	PF18728.1	164	D4011.contig2_34	59	0.032
Peptidase_M16_C	PF05193.21	183	D4011.contig2_35	149	0.11
DUF1064	PF06356.11	117	D4011.contig2_37	171	1.4e-10
ORF6C	PF10552.9	114	D4011.contig2_40	193	1.8e-26
Phage_pRha	PF09669.10	88	D4011.contig2_40	193	5e-17
IstB_IS21	PF01695.17	178	D4011.contig2_43	263	3.7e-13
AAA	PF00004.29	132	D4011.contig2_43	263	8.9e-09
