target	acc	tlen	query	qlen	evalue
Gram_pos_anchor	PF00746.21	43	D3761.contig1_1	228	4.6e-08
LAP1C	PF05609.12	456	D3761.contig1_1	228	0.0077
ABC_tran	PF00005.27	137	D3761.contig1_2	532	1.6e-28
SMC_N	PF02463.19	220	D3761.contig1_2	532	7.3e-06
AAA_29	PF13555.6	61	D3761.contig1_2	532	0.00058
RsgA_GTPase	PF03193.16	167	D3761.contig1_2	532	0.0013
Methyltransf_25	PF13649.6	97	D3761.contig1_3	245	3.9e-10
Methyltransf_23	PF13489.6	165	D3761.contig1_3	245	1.1e-06
Ubie_methyltran	PF01209.18	233	D3761.contig1_3	245	2.4e-06
Methyltransf_11	PF08241.12	96	D3761.contig1_3	245	4e-05
Methyltransf_31	PF13847.6	152	D3761.contig1_3	245	9.2e-05
Methyltransf_12	PF08242.12	99	D3761.contig1_3	245	0.00015
DUF1093	PF06486.11	80	D3761.contig1_4	134	4.9e-17
AA_permease	PF00324.21	479	D3761.contig1_5	451	3e-70
AA_permease_2	PF13520.6	425	D3761.contig1_5	451	7.3e-39
SpoIIIAH	PF12685.7	210	D3761.contig1_7	102	2.5e-05
CRA	PF06589.11	127	D3761.contig1_7	102	0.0011
Cytochrom_B558a	PF05038.13	184	D3761.contig1_7	102	0.0036
SARAF	PF06682.12	331	D3761.contig1_7	102	0.005
CCG	PF02754.16	85	D3761.contig1_8	254	1.3e-29
CCG	PF02754.16	85	D3761.contig1_8	254	1.3e-29
LUD_dom	PF02589.15	189	D3761.contig1_9	491	3.8e-47
Fer4_8	PF13183.6	65	D3761.contig1_9	491	2.4e-09
DUF3390	PF11870.8	88	D3761.contig1_9	491	1.1e-08
Fer4_9	PF13187.6	51	D3761.contig1_9	491	1.1e-05
Fer4_10	PF13237.6	56	D3761.contig1_9	491	1.3e-05
Fer4	PF00037.27	24	D3761.contig1_9	491	7.1e-05
Fer4_17	PF13534.6	61	D3761.contig1_9	491	0.00025
Fer4_2	PF12797.7	22	D3761.contig1_9	491	0.0018
LUD_dom	PF02589.15	189	D3761.contig1_10	240	4.1e-34
Peptidase_S24	PF00717.23	70	D3761.contig1_11	183	2.7e-20
Peptidase_S26	PF10502.9	138	D3761.contig1_11	183	3.4e-09
PDDEXK_1	PF12705.7	255	D3761.contig1_12	1197	9.3e-44
UvrD-helicase	PF00580.21	315	D3761.contig1_13	1265	2.6e-73
UvrD_C	PF13361.6	349	D3761.contig1_13	1265	3e-33
AAA_19	PF13245.6	146	D3761.contig1_13	1265	1.7e-23
UvrD_C_2	PF13538.6	52	D3761.contig1_13	1265	9e-11
UvrD_C_2	PF13538.6	52	D3761.contig1_13	1265	9e-11
PDDEXK_1	PF12705.7	255	D3761.contig1_13	1265	1.9e-08
AAA_12	PF13087.6	199	D3761.contig1_13	1265	2.4e-05
AAA_30	PF13604.6	192	D3761.contig1_13	1265	0.00036
