target	acc	tlen	query	qlen	evalue
Gly_rich	PF12810.7	243	D3734.contig1_1	300	8.8e-25
Gly_rich	PF12810.7	243	D3734.contig1_1	300	8.8e-25
Big_7	PF17957.1	70	D3734.contig1_1	300	0.018
MaoC_dehydratas	PF01575.19	123	D3734.contig1_2	180	0.053
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1	PF00415.18	50	D3734.contig1_4	1543	4e-156
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
RCC1_2	PF13540.6	30	D3734.contig1_4	1543	3.6e-108
ZapB	PF06005.12	71	D3734.contig1_6	54	0.0029
PhageMin_Tail	PF10145.9	198	D3734.contig1_12	2224	5.6e-07
PhageMin_Tail	PF10145.9	198	D3734.contig1_13	458	2.3e-12
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
WG_beta_rep	PF14903.6	35	D3734.contig1_14	369	8.5e-81
ANT	PF03374.14	108	D3734.contig1_15	347	3.7e-24
Bro-N	PF02498.17	95	D3734.contig1_15	347	7.8e-24
Astro_capsid_p	PF12226.8	363	D3734.contig1_15	347	0.0016
HTH_3	PF01381.22	55	D3734.contig1_16	150	1.6e-18
HTH_19	PF12844.7	65	D3734.contig1_16	150	4.3e-18
HTH_31	PF13560.6	64	D3734.contig1_16	150	9.1e-10
HTH_26	PF13443.6	63	D3734.contig1_16	150	4.7e-05
Phage_CI_repr	PF07022.13	65	D3734.contig1_16	150	0.00061
MqsA_antitoxin	PF15731.5	131	D3734.contig1_16	150	0.001
N6_Mtase	PF02384.16	312	D3734.contig1_17	931	3.6e-05
HSDR_N_2	PF13588.6	110	D3734.contig1_17	931	0.0046
LPD24	PF18839.1	70	D3734.contig1_23	272	0.014
TraF_2	PF13729.6	280	D3734.contig1_26	330	0.0079
MucBP	PF06458.12	63	D3734.contig1_27	214	0.0015
Peptidase_M3	PF01432.20	458	D3734.contig1_28	211	0.018
Longin_2	PF18639.1	165	D3734.contig1_32	64	0.042
FLYWCH	PF04500.16	62	D3734.contig1_32	64	0.046
Yuri_gagarin	PF15934.5	234	D3734.contig1_33	493	0.58
Helicase_RecD	PF05127.14	177	D3734.contig1_34	583	4.7e-06
AAA_30	PF13604.6	192	D3734.contig1_34	583	0.00021
DUF2532	PF10811.8	158	D3734.contig1_34	583	0.0075
Terminase_6C	PF17289.2	155	D3734.contig1_34	583	0.01
Metallophos	PF00149.28	204	D3734.contig1_36	400	0.00064
DUF5082	PF16888.5	123	D3734.contig1_36	400	0.007
Metallophos_2	PF12850.7	165	D3734.contig1_36	400	0.0079
