target	acc	tlen	query	qlen	evalue
Tudor_3	PF18115.1	52	D4001.contig1_1	199	0.082
UBA_3	PF09288.10	55	D4001.contig1_5	42	0.054
RalF_SCD	PF18248.1	147	D4001.contig1_7	111	0.051
efb-c	PF12199.8	65	D4001.contig1_11	83	0.038
Vps51	PF08700.11	87	D4001.contig1_12	108	0.072
TPR_6	PF13174.6	33	D4001.contig1_17	75	0.0029
YfiO	PF13525.6	203	D4001.contig1_17	75	0.016
TPR_18	PF13512.6	145	D4001.contig1_17	75	0.022
IIGP	PF05049.13	375	D4001.contig1_29	183	0.066
YmgB	PF10798.8	59	D4001.contig1_32	47	0.0095
Leader_CPA1	PF08252.11	23	D4001.contig1_33	95	0.11
TPR_MLP1_2	PF07926.12	129	D4001.contig1_35	74	0.0016
BST2	PF16716.5	91	D4001.contig1_35	74	0.0019
Me-amine-dh_L	PF02975.14	113	D4001.contig1_37	94	0.082
Chordopox_A20R	PF05941.13	334	D4001.contig1_39	113	0.0055
RVT_1	PF00078.27	222	D4001.contig1_40	55	0.00015
RVT_1	PF00078.27	222	D4001.contig1_41	110	6.6e-06
GTP_cyclohydroI	PF01227.22	179	D4001.contig1_41	110	0.047
PIF3	PF05006.12	149	D4001.contig1_45	178	0.014
Rib	PF08428.10	65	D4001.contig1_48	236	0.0092
DUF2286	PF10051.9	138	D4001.contig1_50	91	0.041
Collagen	PF01391.18	60	D4001.contig1_58	283	0.00048
Collagen	PF01391.18	60	D4001.contig1_59	185	2.4e-06
APC1_C	PF18122.1	167	D4001.contig1_68	193	0.035
GIY-YIG	PF01541.24	78	D4001.contig1_70	337	2.7e-13
NUMOD1	PF07453.13	37	D4001.contig1_70	337	6.2e-11
NUMOD1	PF07453.13	37	D4001.contig1_70	337	6.2e-11
Pex14_N	PF04695.13	157	D4001.contig1_73	391	0.012
CSF-1	PF05337.11	140	D4001.contig1_76	74	0.071
DUF45	PF01863.17	207	D4001.contig1_77	87	0.0012
SprT-like	PF10263.9	113	D4001.contig1_77	87	0.029
Peptidase_M90	PF06167.12	245	D4001.contig1_77	87	0.04
Nuc_deoxyri_tr2	PF15891.5	108	D4001.contig1_85	77	0.0077
Colicin_E5	PF12106.8	90	D4001.contig1_88	70	0.047
Stevor	PF17410.2	275	D4001.contig1_100	136	0.0031
DUF3086	PF11285.8	277	D4001.contig1_100	136	0.017
Kei1	PF08552.11	190	D4001.contig1_101	152	0.044
RP-C	PF03428.13	175	D4001.contig1_103	85	0.038
Myosin_head	PF00063.21	677	D4001.contig1_104	130	0.0042
SPA	PF08616.10	114	D4001.contig1_112	103	0.054
Cytochrom_C1	PF02167.15	219	D4001.contig1_112	103	0.08
DUF3879	PF12995.7	181	D4001.contig1_121	153	0.00011
Bmp	PF02608.14	302	D4001.contig1_121	153	0.0097
HNH	PF01844.23	47	D4001.contig1_122	166	1.5e-09
HNH_5	PF14279.6	56	D4001.contig1_122	166	1.9e-05
Ecl1	PF12855.7	174	D4001.contig1_122	166	0.021
DUF5601	PF18151.1	65	D4001.contig1_124	67	0.055
DUF2866	PF11065.8	64	D4001.contig1_126	127	0.016
Sigma70_r4_2	PF08281.12	54	D4001.contig1_127	188	3.9e-16
Sigma70_r4	PF04545.16	50	D4001.contig1_127	188	3.2e-11
Sigma70_r2	PF04542.14	71	D4001.contig1_127	188	5e-11
Sigma70_ECF	PF07638.11	185	D4001.contig1_127	188	9.4e-06
HTH_AsnC-type	PF13404.6	42	D4001.contig1_127	188	0.00016
HTH_24	PF13412.6	48	D4001.contig1_127	188	0.00028
HTH_Mga	PF08280.11	60	D4001.contig1_127	188	0.00057
GerE	PF00196.19	57	D4001.contig1_127	188	0.00067
HTH_23	PF13384.6	50	D4001.contig1_127	188	0.0011
HTH_28	PF13518.6	52	D4001.contig1_127	188	0.0017
HTH_10	PF04967.12	53	D4001.contig1_127	188	0.0037
5TM-5TMR_LYT	PF07694.12	169	D4001.contig1_128	123	0.019
DUF4131	PF13567.6	167	D4001.contig1_128	123	0.077
GP63	PF17471.2	73	D4001.contig1_133	192	0.087
ATP12	PF07542.11	129	D4001.contig1_136	211	0.028
Bcr-Abl_Oligo	PF09036.10	73	D4001.contig1_137	419	0.0031
DnaB_C	PF03796.15	255	D4001.contig1_141	324	9e-20
ABC_tran	PF00005.27	137	D4001.contig1_141	324	0.0001
MMR_HSR1	PF01926.23	114	D4001.contig1_141	324	0.00032
AAA_22	PF13401.6	137	D4001.contig1_141	324	0.004
Rad51	PF08423.11	255	D4001.contig1_141	324	0.0041
ATPase_2	PF01637.18	233	D4001.contig1_141	324	0.0043
AAA_24	PF13479.6	197	D4001.contig1_143	248	1.6e-26
YugN	PF08868.10	130	D4001.contig1_144	209	0.097
zf-CHC2	PF01807.20	98	D4001.contig1_145	323	4.1e-05
Toprim_2	PF13155.6	90	D4001.contig1_145	323	0.00019
Toprim_4	PF13662.6	89	D4001.contig1_145	323	0.0012
DUF1064	PF06356.11	117	D4001.contig1_148	82	2.2e-07
AAA	PF00004.29	132	D4001.contig1_149	264	8.8e-11
AAA_16	PF13191.6	170	D4001.contig1_149	264	5.4e-05
Sigma54_activ_2	PF14532.6	138	D4001.contig1_149	264	0.00025
NUMOD4	PF07463.11	49	D4001.contig1_151	182	4e-15
HNH_3	PF13392.6	46	D4001.contig1_151	182	8.3e-08
NUMOD1	PF07453.13	37	D4001.contig1_151	182	0.039
PDDEXK_1	PF12705.7	255	D4001.contig1_152	325	6.5e-05
HOK_GEF	PF01848.16	42	D4001.contig1_155	51	0.081
RICH	PF05062.12	83	D4001.contig1_161	56	0.0054
Mistic	PF11458.8	74	D4001.contig1_161	56	0.029
MHB	PF16525.5	77	D4001.contig1_162	81	0.13
DUF1768	PF08719.11	161	D4001.contig1_164	252	2.6e-05
RTX_C	PF08339.10	166	D4001.contig1_169	50	0.011
MSP7_C	PF12948.7	125	D4001.contig2_4	164	0.052
DnaB_C	PF03796.15	255	D4001.contig2_9	319	1.1e-21
ABC_tran	PF00005.27	137	D4001.contig2_9	319	0.00017
RsgA_GTPase	PF03193.16	167	D4001.contig2_9	319	0.0012
NACHT	PF05729.12	166	D4001.contig2_9	319	0.0014
AAA_16	PF13191.6	170	D4001.contig2_9	319	0.0037
AAA_24	PF13479.6	197	D4001.contig2_11	248	7.8e-28
AAA	PF00004.29	132	D4001.contig2_11	248	0.0017
AAA_22	PF13401.6	137	D4001.contig2_11	248	0.0028
zf-CHC2	PF01807.20	98	D4001.contig2_13	350	1.5e-05
Toprim_4	PF13662.6	89	D4001.contig2_13	350	7.3e-05
Toprim_2	PF13155.6	90	D4001.contig2_13	350	0.028
Metallophos	PF00149.28	204	D4001.contig2_14	194	4.3e-06
Metallophos_2	PF12850.7	165	D4001.contig2_14	194	0.0021
DUF4203	PF13886.6	201	D4001.contig2_16	49	0.056
DUF1064	PF06356.11	117	D4001.contig2_17	136	2.4e-10
Phage_endo_I	PF05367.11	149	D4001.contig2_17	136	5.6e-05
CLCA	PF08434.11	266	D4001.contig2_17	136	0.0059
DUF2779	PF11074.8	126	D4001.contig2_18	103	0.0048
dNK	PF01712.19	204	D4001.contig2_18	103	0.026
Metallophos	PF00149.28	204	D4001.contig2_20	229	1.4e-08
Metallophos_2	PF12850.7	165	D4001.contig2_20	229	3.2e-07
DUF3799	PF12684.7	234	D4001.contig2_22	332	7.1e-09
PDDEXK_1	PF12705.7	255	D4001.contig2_22	332	0.0076
ART-PolyVal	PF18760.1	137	D4001.contig2_24	2008	1.5e-12
Exo5	PF09810.9	368	D4001.contig2_24	2008	0.12
cpYpsA	PF12694.7	145	D4001.contig2_25	4528	9.4e-22
Bacteriocin_IIc	PF10439.9	62	D4001.contig2_27	675	0.025
Smac_DIABLO	PF09057.10	226	D4001.contig2_29	322	0.044
Phage_Gp111	PF07410.11	118	D4001.contig2_30	153	0.12
Leader_CPA1	PF08252.11	23	D4001.contig2_31	219	0.058
PNK3P	PF08645.11	162	D4001.contig2_33	171	1.3e-21
TFR_dimer	PF04253.15	121	D4001.contig2_36	112	0.11
RVT_1	PF00078.27	222	D4001.contig2_37	441	8.4e-20
Phage_head_fibr	PF11133.8	277	D4001.contig2_38	575	1.3e-05
Caprin-1_dimer	PF18293.1	116	D4001.contig2_39	139	0.027
BST2	PF16716.5	91	D4001.contig2_39	139	0.044
Cas_GSU0053	PF09617.10	170	D4001.contig2_42	248	0.11
UPF0242	PF06785.11	193	D4001.contig2_43	200	0.0018
DUF2353	PF09789.9	314	D4001.contig2_43	200	0.0049
CortBP2	PF09727.9	191	D4001.contig2_43	200	0.007
Phage_holin_4_1	PF05105.12	114	D4001.contig2_44	182	1.3e-10
HEPN_AbiU2	PF18734.1	199	D4001.contig2_44	182	0.022
Collagen	PF01391.18	60	D4001.contig2_46	683	3.1e-09
Phage_GPA	PF05840.13	318	D4001.contig3_4	111	0.037
Terminase_1	PF03354.15	468	D4001.contig3_5	582	4.6e-43
Phage_portal	PF04860.12	314	D4001.contig3_6	447	1.8e-25
Peptidase_S78	PF04586.17	163	D4001.contig3_8	622	4.1e-05
Cadherin-like	PF12733.7	90	D4001.contig3_9	93	0.0073
PAD_M	PF08527.10	159	D4001.contig3_9	93	0.07
