target	acc	tlen	query	qlen	evalue
zf-CCHC_3	PF13917.6	41	D3894.contig1_1	80	0.0023
RRM_DME	PF15628.6	102	D3894.contig1_8	168	0.034
Glyco_transf_36	PF06165.11	251	D3894.contig1_10	136	0.019
EVE	PF01878.18	145	D3894.contig1_17	62	0.059
RecX	PF02631.16	122	D3894.contig1_21	133	0.11
MBG_2	PF18676.1	72	D3894.contig1_23	99	0.13
dUTPase	PF00692.19	129	D3894.contig1_26	137	1.2e-25
DUF104	PF01954.16	59	D3894.contig1_26	137	0.0062
Glutaredoxin	PF00462.24	60	D3894.contig1_27	82	3.2e-11
DUF836	PF05768.14	82	D3894.contig1_27	82	0.00011
ANT	PF03374.14	108	D3894.contig1_29	101	7.2e-05
Amidase_2	PF01510.25	126	D3894.contig1_30	341	9.7e-22
CW_binding_1	PF01473.20	19	D3894.contig1_30	341	4e-17
CW_binding_1	PF01473.20	19	D3894.contig1_30	341	4e-17
CW_binding_1	PF01473.20	19	D3894.contig1_30	341	4e-17
CbtA	PF09490.10	243	D3894.contig1_31	85	0.017
DUF2157	PF09925.9	147	D3894.contig1_31	85	0.02
T7SS_ESX_EspC	PF10824.8	100	D3894.contig1_33	81	0.066
KLRAQ	PF10205.9	100	D3894.contig1_35	195	0.0015
AAA_30	PF13604.6	192	D3894.contig1_36	503	0.002
AAA_19	PF13245.6	146	D3894.contig1_36	503	0.0043
DUF2190	PF09956.9	102	D3894.contig1_39	161	0.0024
DUF2379	PF09543.10	120	D3894.contig1_41	129	0.014
Toprim_C_rpt	PF13368.6	56	D3894.contig1_41	129	0.022
RTBV_P46	PF06216.11	389	D3894.contig1_47	209	0.03
DZR	PF12773.7	49	D3894.contig1_48	143	0.036
PhageMin_Tail	PF10145.9	198	D3894.contig1_49	1754	1.7e-13
Queuosine_synth	PF02547.15	325	D3894.contig1_53	227	0.13
Whib	PF02467.16	64	D3894.contig1_55	98	9.6e-10
DNA_pol_A	PF00476.20	376	D3894.contig1_56	686	1.6e-55
DNA_pol_A_exo1	PF01612.20	176	D3894.contig1_56	686	2.3e-14
DUF3987	PF13148.6	365	D3894.contig1_57	772	4.6e-14
DUF669	PF05037.13	141	D3894.contig1_58	155	1.7e-12
Y_Y_Y	PF07495.13	66	D3894.contig1_58	155	0.0028
ComJ	PF11033.8	122	D3894.contig1_58	155	0.01
Phage_AlpA	PF05930.12	51	D3894.contig1_59	64	0.00045
HTH_17	PF12728.7	51	D3894.contig1_59	64	0.00085
AAA_24	PF13479.6	197	D3894.contig1_60	261	2.5e-24
AAA_22	PF13401.6	137	D3894.contig1_60	261	0.00082
AAA	PF00004.29	132	D3894.contig1_60	261	0.0033
GvpD	PF07088.11	484	D3894.contig1_60	261	0.0048
RecA	PF00154.21	263	D3894.contig1_60	261	0.01
dCMP_cyt_deam_1	PF00383.23	101	D3894.contig1_63	136	1.3e-19
MafB19-deam	PF14437.6	138	D3894.contig1_63	136	1.2e-08
DUF2207	PF09972.9	492	D3894.contig1_66	70	0.045
SNF2_N	PF00176.23	350	D3894.contig1_67	472	5e-12
ResIII	PF04851.15	171	D3894.contig1_67	472	3.7e-11
DUF4635	PF15466.6	134	D3894.contig1_82	86	0.15
CPT	PF07931.12	174	D3894.contig1_84	71	0.077
DUF5600	PF18150.1	107	D3894.contig2_6	203	0.053
Terminase_2	PF03592.16	140	D3894.contig2_7	174	7.9e-39
Baculo_LEF-11	PF06385.12	93	D3894.contig2_7	174	0.011
Cdc13_OB2	PF18691.1	111	D3894.contig2_9	161	0.062
Phage_prot_Gp6	PF05133.14	420	D3894.contig2_10	503	5.5e-63
ADPrib_exo_Tox	PF03496.14	197	D3894.contig2_11	539	8.1e-15
Phage_Mu_F	PF04233.14	112	D3894.contig2_11	539	3.1e-14
DUF2514	PF10721.9	161	D3894.contig2_13	310	0.0072
Exonuc_VII_L	PF02601.15	304	D3894.contig2_13	310	0.009
Collagen	PF01391.18	60	D3894.contig2_14	202	1e-13
Collagen	PF01391.18	60	D3894.contig2_14	202	1e-13
Phage_GP20	PF06810.11	149	D3894.contig2_18	198	3.5e-39
Pex14_N	PF04695.13	157	D3894.contig2_18	198	0.0092
Phage_connect_1	PF05135.13	99	D3894.contig2_20	132	0.041
HK97-gp10_like	PF04883.12	81	D3894.contig2_22	140	2.5e-16
DUF5403	PF17395.2	93	D3894.contig2_22	140	0.018
TetR_C_19	PF17924.1	117	D3894.contig2_24	65	0.02
Phage_sheath_1	PF04984.14	168	D3894.contig2_25	434	1.1e-28
Phage_sheath_1C	PF17482.2	104	D3894.contig2_25	434	2e-21
Phage_sheath_1N	PF17481.2	104	D3894.contig2_25	434	2.2e-13
DUF2001	PF09393.10	139	D3894.contig2_26	158	1.2e-53
Ploopntkinase2	PF18747.1	298	D3894.contig2_26	158	0.062
Phage_TAC_5	PF08890.11	136	D3894.contig2_27	143	1.4e-48
DUF2577	PF10844.8	98	D3894.contig2_32	165	2.7e-28
DUF2634	PF10934.8	105	D3894.contig2_33	136	7.7e-32
Baseplate_J	PF04865.14	255	D3894.contig2_34	362	7.4e-53
DUF2313	PF10076.9	163	D3894.contig2_35	152	2.5e-29
Phage_holin_Dp1	PF16938.5	63	D3894.contig2_36	69	1.2e-27
CEP209_CC5	PF16574.5	128	D3894.contig2_37	86	0.017
DUF561	PF04481.12	243	D3894.contig2_37	86	0.03
Amidase_3	PF01520.18	175	D3894.contig2_38	304	1.3e-25
PG_binding_1	PF01471.18	57	D3894.contig2_38	304	1.4e-18
PG_binding_3	PF09374.10	76	D3894.contig2_38	304	7.5e-08
MscS_porin	PF12795.7	238	D3894.contig2_39	82	0.013
DUF1461	PF07314.11	189	D3894.contig2_39	82	0.044
Fer4_13	PF13370.6	58	D3894.contig2_41	59	9.1e-17
Fer4_15	PF13459.6	66	D3894.contig2_41	59	1e-12
Fer4_19	PF06902.11	64	D3894.contig2_41	59	3.1e-06
Fer4	PF00037.27	24	D3894.contig2_41	59	6.4e-05
Fer4_21	PF14697.6	59	D3894.contig2_41	59	0.002
Fer4_2	PF12797.7	22	D3894.contig2_41	59	0.0056
Phage_integrase	PF00589.22	172	D3894.contig2_43	370	2.2e-08
DUF4234	PF14018.6	70	D3894.contig2_44	55	0.014
DUF4393	PF14337.6	192	D3894.contig2_46	274	2e-40
DUF4041	PF13250.6	56	D3894.contig2_47	493	4.8e-18
T5orf172	PF10544.9	103	D3894.contig2_47	493	1.2e-16
MUG113	PF13455.6	77	D3894.contig2_47	493	6.1e-15
FAM184	PF15665.5	211	D3894.contig2_47	493	0.0032
HALZ	PF02183.18	43	D3894.contig2_47	493	0.0053
Peptidase_M78	PF06114.13	123	D3894.contig2_48	92	0.0039
HTH_3	PF01381.22	55	D3894.contig2_49	134	1.6e-12
HTH_31	PF13560.6	64	D3894.contig2_49	134	1.6e-11
HTH_26	PF13443.6	63	D3894.contig2_49	134	3e-08
HTH_19	PF12844.7	65	D3894.contig2_49	134	7e-08
HTH_23	PF13384.6	50	D3894.contig2_49	134	5.3e-06
LacI	PF00356.21	46	D3894.contig2_49	134	1.1e-05
HTH_6	PF01418.17	77	D3894.contig2_49	134	0.00018
HTH_25	PF13413.6	62	D3894.contig2_49	134	0.00044
HTH_Tnp_ISL3	PF13542.6	52	D3894.contig2_49	134	0.00054
HTH_37	PF13744.6	80	D3894.contig2_49	134	0.0009
HTH_3	PF01381.22	55	D3894.contig2_50	68	0.00025
HTH_19	PF12844.7	65	D3894.contig2_50	68	0.0026
DUF739	PF05339.11	69	D3894.contig2_50	68	0.0053
HTH_31	PF13560.6	64	D3894.contig2_50	68	0.012
ANT	PF03374.14	108	D3894.contig2_51	236	1.2e-32
AntA	PF08346.12	68	D3894.contig2_51	236	1.8e-25
HTH_17	PF12728.7	51	D3894.contig2_52	105	0.013
DUF4777	PF16007.5	66	D3894.contig2_53	45	0.024
B12-binding_2	PF02607.17	75	D3894.contig2_53	45	0.029
ATP-cone	PF03477.16	86	D3894.contig2_53	45	0.054
AAA_29	PF13555.6	61	D3894.contig2_55	639	2.7e-05
AAA_21	PF13304.6	303	D3894.contig2_55	639	3.5e-05
AAA_27	PF13514.6	207	D3894.contig2_55	639	0.0055
RecT	PF03837.14	199	D3894.contig2_56	324	5e-31
Lactamase_B_2	PF12706.7	201	D3894.contig2_57	229	1e-11
Lactamase_B	PF00753.27	197	D3894.contig2_57	229	0.0028
DNA_methylase	PF00145.17	335	D3894.contig2_58	318	3.1e-40
dUTPase_2	PF08761.11	166	D3894.contig2_61	161	5e-31
CreD	PF06123.12	428	D3894.contig2_63	48	0.0013
Baculo_VP91_N	PF08475.10	192	D3894.contig2_63	48	0.039
SSB	PF00436.25	104	D3894.contig2_65	135	3.7e-30
Phage_rep_org_N	PF09681.10	121	D3894.contig2_66	296	2.4e-29
DnaB_2	PF07261.11	74	D3894.contig2_67	108	0.0028
DUF4446	PF14584.6	150	D3894.contig2_68	45	0.049
zf-3CxxC_2	PF17180.4	68	D3894.contig2_69	156	0.033
Peptidase_S24	PF00717.23	70	D3894.contig3_2	209	1.1e-18
HTH_3	PF01381.22	55	D3894.contig3_2	209	4.2e-09
HTH_19	PF12844.7	65	D3894.contig3_2	209	0.001
HTH_31	PF13560.6	64	D3894.contig3_2	209	0.001
P22_Cro	PF14549.6	60	D3894.contig3_3	70	4e-13
YdaS_antitoxin	PF15943.5	65	D3894.contig3_3	70	0.0011
HTH_17	PF12728.7	51	D3894.contig3_3	70	0.0012
HTH_28	PF13518.6	52	D3894.contig3_3	70	0.0056
HTH_23	PF13384.6	50	D3894.contig3_3	70	0.0093
ANT	PF03374.14	108	D3894.contig3_6	240	2.2e-23
Phage_pRha	PF09669.10	88	D3894.contig3_6	240	6.4e-18
DUF4222	PF13973.6	53	D3894.contig3_7	60	1.3e-20
Phg_2220_C	PF09524.10	74	D3894.contig3_8	293	5.3e-25
HTH_36	PF13730.6	55	D3894.contig3_8	293	6.7e-11
HTH_Crp_2	PF13545.6	68	D3894.contig3_8	293	0.0012
HTH_IclR	PF09339.10	52	D3894.contig3_8	293	0.0022
