target	acc	tlen	query	qlen	evalue
DUF3509	PF12021.8	87	D3680.contig1_1	126	0.056
MobC	PF05713.11	45	D3680.contig1_2	141	6e-08
4HB_MCP_1	PF12729.7	181	D3680.contig1_2	141	0.027
Relaxase	PF03432.14	242	D3680.contig1_3	403	4.6e-08
FlxA	PF14282.6	101	D3680.contig1_3	403	0.0011
MscS_porin	PF12795.7	238	D3680.contig1_3	403	0.016
DUF4065	PF13274.6	114	D3680.contig1_6	238	0.0017
Dak2	PF02734.17	174	D3680.contig1_7	215	2.5e-49
Dak1	PF02733.17	311	D3680.contig1_8	333	5.3e-120
GGDEF	PF00990.21	161	D3680.contig1_9	651	5.1e-52
dCache_1	PF02743.18	249	D3680.contig1_9	651	1.3e-07
HAMP	PF00672.25	53	D3680.contig1_9	651	0.001
GlnE	PF03710.15	251	D3680.contig1_10	908	1e-142
GlnE	PF03710.15	251	D3680.contig1_10	908	1e-142
GlnD_UR_UTase	PF08335.11	146	D3680.contig1_10	908	1.8e-48
GlnD_UR_UTase	PF08335.11	146	D3680.contig1_10	908	1.8e-48
AMP-binding	PF00501.28	423	D3680.contig1_11	659	2e-90
AMP-binding_C	PF13193.6	76	D3680.contig1_11	659	3.8e-26
ACAS_N	PF16177.5	55	D3680.contig1_11	659	1.7e-21
GTP_EFTU	PF00009.27	194	D3680.contig1_12	525	1.2e-51
RF3_C	PF16658.5	131	D3680.contig1_12	525	8.9e-43
GTP_EFTU_D2	PF03144.25	74	D3680.contig1_12	525	4e-07
MMR_HSR1	PF01926.23	114	D3680.contig1_12	525	9.7e-06
EFG_II	PF14492.6	75	D3680.contig1_12	525	0.0024
ASCH	PF04266.14	107	D3680.contig1_13	159	0.019
UPF0225	PF17775.1	99	D3680.contig1_14	127	1.6e-27
SEC-C	PF02810.15	19	D3680.contig1_14	127	0.00035
PCRF	PF03462.18	193	D3680.contig1_15	348	4.5e-57
RF-1	PF00472.20	116	D3680.contig1_15	348	3.3e-41
PhoU_div	PF01865.16	214	D3680.contig1_16	219	1.2e-27
PHO4	PF01384.20	337	D3680.contig1_17	334	2.1e-90
PBP_like_2	PF12849.7	282	D3680.contig1_18	155	1.5e-22
PBP_like	PF12727.7	193	D3680.contig1_18	155	1.5e-17
SBP_bac_11	PF13531.6	230	D3680.contig1_18	155	0.0031
Autoind_synth	PF00765.17	183	D3680.contig2_1	187	4.9e-25
Acetyltransf_5	PF13444.6	101	D3680.contig2_1	187	2.8e-07
Autoind_bind	PF03472.15	149	D3680.contig2_2	259	2.9e-28
GerE	PF00196.19	57	D3680.contig2_2	259	2.3e-17
Sigma70_r4_2	PF08281.12	54	D3680.contig2_2	259	0.0003
HTH_10	PF04967.12	53	D3680.contig2_2	259	0.0014
Sigma70_r4	PF04545.16	50	D3680.contig2_2	259	0.0021
MethyltransfD12	PF02086.15	260	D3680.contig2_3	218	0.00065
OrfB_Zn_ribbon	PF07282.11	69	D3680.contig2_4	397	4.6e-19
OrfB_IS605	PF01385.19	120	D3680.contig2_4	397	7.2e-16
FAA_hydrolase	PF01557.18	218	D3680.contig2_5	222	2.4e-49
Orn_Arg_deC_N	PF02784.16	247	D3680.contig2_6	640	1.2e-47
Arg_decarb_HB	PF17810.1	84	D3680.contig2_6	640	3.5e-18
Arg_decarbox_C	PF17944.1	51	D3680.contig2_6	640	3.8e-14
APH	PF01636.23	240	D3680.contig2_7	319	1.2e-33
APH_6_hur	PF04655.14	252	D3680.contig2_7	319	0.0056
Choline_kinase	PF01633.20	213	D3680.contig2_7	319	0.0074
DNA_pol_A	PF00476.20	376	D3680.contig2_8	922	7.5e-157
5_3_exonuc_N	PF02739.16	159	D3680.contig2_8	922	4e-53
DNA_pol_A_exo1	PF01612.20	176	D3680.contig2_8	922	1.1e-41
5_3_exonuc	PF01367.20	97	D3680.contig2_8	922	1.6e-27
SBP_bac_6	PF13343.6	245	D3680.contig2_9	342	7.7e-26
SBP_bac_11	PF13531.6	230	D3680.contig2_9	342	1.8e-17
SBP_bac_8	PF13416.6	282	D3680.contig2_9	342	1.3e-16
SBP_bac_1	PF01547.25	315	D3680.contig2_9	342	3.7e-13
ABC_tran	PF00005.27	137	D3680.contig2_10	370	1e-32
AAA_21	PF13304.6	303	D3680.contig2_10	370	1.6e-09
TOBE_2	PF08402.10	76	D3680.contig2_10	370	0.00093
AAA_16	PF13191.6	170	D3680.contig2_10	370	0.0022
RsgA_GTPase	PF03193.16	167	D3680.contig2_10	370	0.0042
BPD_transp_1	PF00528.22	185	D3680.contig2_11	469	6.1e-09
BPD_transp_1	PF00528.22	185	D3680.contig2_11	469	6.1e-09
SBF	PF01758.16	195	D3680.contig3_1	133	1.1e-14
ArsC	PF03960.15	64	D3680.contig3_2	142	1.3e-20
Glutaredoxin	PF00462.24	60	D3680.contig3_2	142	0.0014
LMWPc	PF01451.21	142	D3680.contig3_3	176	3.8e-15
HTH_20	PF12840.7	61	D3680.contig3_4	124	8e-18
MarR_2	PF12802.7	62	D3680.contig3_4	124	4.2e-07
HTH_IclR	PF09339.10	52	D3680.contig3_4	124	2.2e-05
HTH_5	PF01022.20	47	D3680.contig3_4	124	0.00027
HTH_11	PF08279.12	55	D3680.contig3_4	124	0.00045
Rrf2	PF02082.20	83	D3680.contig3_4	124	0.00072
Penicillinase_R	PF03965.16	115	D3680.contig3_4	124	0.0015
TrmB	PF01978.19	68	D3680.contig3_4	124	0.0031
Dimerisation2	PF16864.5	90	D3680.contig3_4	124	0.0067
DUF772	PF05598.11	73	D3680.contig3_5	512	1.9e-14
FMN_red	PF03358.15	155	D3680.contig3_5	512	4e-14
