target	acc	tlen	query	qlen	evalue
rve	PF00665.26	119	D3981.contig1_2	327	8.7e-14
HTH_38	PF13936.6	44	D3981.contig1_2	327	2.9e-10
HTH_32	PF13565.6	73	D3981.contig1_2	327	5e-06
HTH_23	PF13384.6	50	D3981.contig1_2	327	0.00018
UPF0122	PF04297.14	101	D3981.contig1_2	327	0.0015
rve_3	PF13683.6	67	D3981.contig1_2	327	0.0023
Tmem26	PF09772.9	288	D3981.contig1_5	95	0.021
rve	PF00665.26	119	D3981.contig1_8	92	0.02
DUF3874	PF12990.7	71	D3981.contig1_9	546	2.3e-06
D5_N	PF08706.11	151	D3981.contig1_9	546	1.1e-05
VirE	PF05272.11	198	D3981.contig1_9	546	6.3e-05
Pox_D5	PF03288.16	86	D3981.contig1_9	546	0.00056
Phage_prot_Gp6	PF05133.14	420	D3981.contig1_16	499	5.1e-37
Terminase_6	PF03237.15	215	D3981.contig1_17	545	3.7e-22
RRP36	PF06102.12	166	D3981.contig1_18	208	0.011
HBS1_N	PF08938.10	78	D3981.contig1_18	208	0.012
Myosin_tail_1	PF01576.19	1081	D3981.contig1_18	208	0.026
Dexa_ind	PF15198.6	90	D3981.contig1_25	188	0.047
TbpB_B_D	PF01298.18	136	D3981.contig1_25	188	0.063
Phage_pRha	PF09669.10	88	D3981.contig1_30	124	1.7e-22
Replic_Relax	PF13814.6	192	D3981.contig1_30	124	0.049
KilA-N	PF04383.13	112	D3981.contig1_31	242	1.5e-14
LMP	PF04778.12	157	D3981.contig1_31	242	0.017
Prok-E2_C	PF14459.6	133	D3981.contig1_41	440	0.059
RVT_1	PF00078.27	222	D3981.contig1_42	272	1.7e-05
SMN	PF06003.12	264	D3981.contig1_43	59	0.087
Phage_holin_4_1	PF05105.12	114	D3981.contig1_48	156	0.0013
Lipl32	PF12103.8	179	D3981.contig1_48	156	0.0027
ATS3	PF06232.11	125	D3981.contig1_50	65	0.083
Alanine_zipper	PF11839.8	69	D3981.contig1_51	186	0.0052
CdiI_4	PF18624.1	103	D3981.contig1_52	186	0.052
DUF3127	PF11325.8	85	D3981.contig1_53	134	4.8e-26
Ribosomal_L18A	PF01775.17	121	D3981.contig1_54	59	0.085
MazG	PF03819.17	74	D3981.contig1_56	98	0.00016
MazG-like	PF12643.7	85	D3981.contig1_56	98	0.00081
NUMOD1	PF07453.13	37	D3981.contig1_57	134	0.00044
HTH_29	PF13551.6	63	D3981.contig1_57	134	0.00094
HTH_23	PF13384.6	50	D3981.contig1_57	134	0.0011
HTH_1	PF00126.27	60	D3981.contig1_57	134	0.0037
RtcB	PF01139.17	412	D3981.contig1_60	422	6.6e-62
Dam	PF05869.11	171	D3981.contig1_63	113	1.1e-07
Dam	PF05869.11	171	D3981.contig1_64	65	0.00034
