target	acc	tlen	query	qlen	evalue
LacI	PF00356.21	46	D4004.contig1_2	316	2.1e-21
Peripla_BP_3	PF13377.6	166	D4004.contig1_2	316	2.4e-18
Peripla_BP_1	PF00532.21	279	D4004.contig1_2	316	6.1e-12
HTH_31	PF13560.6	64	D4004.contig1_2	316	0.0003
HTH_3	PF01381.22	55	D4004.contig1_2	316	0.00038
HTH_23	PF13384.6	50	D4004.contig1_2	316	0.0015
HTH_IclR	PF09339.10	52	D4004.contig1_2	316	0.002
PTS_EIIC	PF02378.18	324	D4004.contig1_3	473	8.9e-33
PTS_EIIB	PF00367.20	34	D4004.contig1_3	473	1.5e-12
Alpha-amylase	PF00128.24	337	D4004.contig1_4	552	6.6e-126
DUF3459	PF11941.8	91	D4004.contig1_4	552	1.1e-11
Malt_amylase_C	PF16657.5	75	D4004.contig1_4	552	4.7e-05
hDGE_amylase	PF14701.6	440	D4004.contig1_4	552	0.0027
PTS_EIIC	PF02378.18	324	D4004.contig1_5	451	2.4e-60
Glyco_hydro_4	PF02056.16	183	D4004.contig1_6	436	2.5e-52
Glyco_hydro_4C	PF11975.8	208	D4004.contig1_6	436	1.3e-48
PTS_IIB	PF02302.17	90	D4004.contig1_7	103	6.4e-21
DUF4982	PF16355.5	61	D4004.contig1_7	103	0.026
LacAB_rpiB	PF02502.18	139	D4004.contig1_7	103	0.036
HTH_6	PF01418.17	77	D4004.contig1_8	248	5.2e-13
SIS	PF01380.22	131	D4004.contig1_8	248	0.00028
NRDD	PF13597.6	561	D4004.contig1_9	713	2.4e-182
Gly_radical	PF01228.21	106	D4004.contig1_9	713	1.6e-27
ATP-cone	PF03477.16	86	D4004.contig1_9	713	2.8e-22
Fer4_12	PF13353.6	139	D4004.contig1_10	155	2e-51
Fer4_14	PF13394.6	118	D4004.contig1_10	155	3.4e-35
Radical_SAM	PF04055.21	167	D4004.contig1_10	155	0.00036
ParE_toxin	PF05016.15	90	D4004.contig1_11	95	8.3e-11
ParE-like_toxin	PF15781.5	87	D4004.contig1_11	95	3.1e-08
RelB	PF04221.12	83	D4004.contig1_12	81	3.4e-14
PRD	PF00874.20	90	D4004.contig1_13	637	2.5e-22
PTS_EIIA_2	PF00359.22	144	D4004.contig1_13	637	6.9e-19
Mga	PF05043.13	87	D4004.contig1_13	637	1.8e-16
HTH_11	PF08279.12	55	D4004.contig1_13	637	3.7e-14
HTH_DeoR	PF08220.12	57	D4004.contig1_13	637	1.3e-05
HTH_Mga	PF08280.11	60	D4004.contig1_13	637	2.1e-05
Lactonase	PF10282.9	344	D4004.contig1_14	385	3e-101
SGL	PF08450.12	246	D4004.contig1_14	385	3.5e-09
DUF1513	PF07433.11	307	D4004.contig1_14	385	1.6e-05
KDGP_aldolase	PF07071.11	218	D4004.contig1_15	247	2.3e-109
Aldolase	PF01081.19	196	D4004.contig1_15	247	0.038
SelA	PF03841.13	367	D4004.contig1_16	373	4.8e-14
Cys_Met_Meta_PP	PF01053.20	382	D4004.contig1_16	373	2.6e-08
Beta_elim_lyase	PF01212.21	293	D4004.contig1_16	373	3.5e-05
DegT_DnrJ_EryC1	PF01041.17	361	D4004.contig1_16	373	0.00078
Amidohydro_1	PF01979.20	344	D4004.contig1_17	378	2.9e-10
Amidohydro_3	PF07969.11	473	D4004.contig1_17	378	2.3e-06
DUF4310	PF14187.6	209	D4004.contig1_18	211	1.1e-101
DUF4311	PF14188.6	213	D4004.contig1_19	259	3.6e-123
DUF2232	PF09991.9	290	D4004.contig1_19	259	0.001
DUF4312	PF14189.6	84	D4004.contig1_20	100	8.9e-35
Gly_rich_SFCGS	PF14272.6	114	D4004.contig1_21	121	6.8e-60
LacAB_rpiB	PF02502.18	139	D4004.contig1_21	121	0.0063
PRD	PF00874.20	90	D4004.contig1_22	152	0.00043
PilJ	PF13675.6	114	D4004.contig1_22	152	0.028
Cytochrom_B562	PF07361.11	102	D4004.contig1_23	129	3.7e-32
SMBP	PF16785.5	111	D4004.contig1_23	129	0.01
LUC7	PF03194.15	251	D4004.contig1_23	129	0.032
PmbA_TldD	PF01523.16	279	D4004.contig1_24	451	1.4e-61
DUF615	PF04751.14	154	D4004.contig1_25	184	1.4e-56
RICH	PF05062.12	83	D4004.contig1_25	184	0.0072
DUF4432	PF14486.6	303	D4004.contig1_26	403	3.9e-113
Acetyltransf_10	PF13673.7	127	D4004.contig1_27	176	1.8e-09
Acetyltransf_1	PF00583.25	117	D4004.contig1_27	176	3.2e-09
Acetyltransf_7	PF13508.7	76	D4004.contig1_27	176	8.8e-09
Mur_ligase	PF01225.25	88	D4004.contig1_28	458	6.5e-20
Mur_ligase_M	PF08245.12	192	D4004.contig1_28	458	8.2e-18
Mur_ligase_C	PF02875.21	91	D4004.contig1_28	458	2.6e-10
FBPase	PF00316.20	189	D4004.contig1_29	333	5.4e-85
BPD_transp_2	PF02653.16	268	D4004.contig1_30	333	5.2e-42
BPD_transp_2	PF02653.16	268	D4004.contig1_31	342	8.8e-49
ABC_tran	PF00005.27	137	D4004.contig1_32	501	3.1e-52
ABC_tran	PF00005.27	137	D4004.contig1_32	501	3.1e-52
AAA_21	PF13304.6	303	D4004.contig1_32	501	5.4e-12
AAA_21	PF13304.6	303	D4004.contig1_32	501	5.4e-12
AAA_29	PF13555.6	61	D4004.contig1_32	501	4.2e-05
AAA_30	PF13604.6	192	D4004.contig1_32	501	7.8e-05
AAA_23	PF13476.6	200	D4004.contig1_32	501	0.00034
AAA_16	PF13191.6	170	D4004.contig1_32	501	0.00037
RsgA_GTPase	PF03193.16	167	D4004.contig1_32	501	0.00039
AAA_22	PF13401.6	137	D4004.contig1_32	501	0.001
Peripla_BP_4	PF13407.6	258	D4004.contig1_33	319	3.7e-43
Peripla_BP_1	PF00532.21	279	D4004.contig1_33	319	2e-17
ABC_sub_bind	PF04392.12	293	D4004.contig1_33	319	8.9e-08
Peripla_BP_6	PF13458.6	342	D4004.contig1_33	319	1.4e-06
Peripla_BP_3	PF13377.6	166	D4004.contig1_33	319	5.2e-06
Pyrophosphatase	PF00719.19	160	D4004.contig1_34	177	1.2e-55
InPase	PF18823.1	170	D4004.contig1_34	177	0.029
GGACT	PF06094.12	121	D4004.contig1_38	115	6.7e-24
TamB	PF04357.13	383	D4004.contig1_39	1259	8.6e-69
T2SSN	PF01203.19	211	D4004.contig1_39	1259	0.00013
Bac_surface_Ag	PF01103.23	324	D4004.contig1_40	578	1e-33
POTRA_TamA_1	PF17243.2	77	D4004.contig1_40	578	6.5e-22
POTRA	PF07244.15	80	D4004.contig1_40	578	3.6e-14
PMSR	PF01625.21	153	D4004.contig1_41	213	6e-68
DUF21	PF01595.20	176	D4004.contig1_42	446	4.2e-40
CorC_HlyC	PF03471.17	81	D4004.contig1_42	446	1.4e-22
CBS	PF00571.28	57	D4004.contig1_42	446	6.2e-06
LacY_symp	PF01306.19	413	D4004.contig1_43	260	1.4e-78
MFS_1	PF07690.16	353	D4004.contig1_43	260	5.2e-15
MFS_1_like	PF12832.7	385	D4004.contig1_43	260	8.3e-15
MFS_2	PF13347.6	427	D4004.contig1_43	260	0.0016
LacY_symp	PF01306.19	413	D4004.contig1_44	140	6e-46
MFS_1_like	PF12832.7	385	D4004.contig1_44	140	0.0051
Glyco_hydro_42	PF02449.15	374	D4004.contig1_45	670	1.6e-78
Glyco_hydro_42M	PF08532.10	207	D4004.contig1_45	670	2.5e-29
Glyco_hydro_35	PF01301.19	316	D4004.contig1_45	670	8.6e-05
