target	acc	tlen	query	qlen	evalue
Arnt_C	PF18583.1	103	D4014.contig1_4	157	0.098
ParBc	PF02195.18	90	D4014.contig1_13	344	0.00042
DUF262	PF03235.14	221	D4014.contig1_13	344	0.0005
APOBEC3	PF18771.1	137	D4014.contig1_16	131	0.0016
DUF2373	PF10180.9	63	D4014.contig1_16	131	0.011
YjbT	PF17089.5	92	D4014.contig1_17	212	0.05
HTH_24	PF13412.6	48	D4014.contig1_19	291	1e-05
MarR_2	PF12802.7	62	D4014.contig1_19	291	0.00023
LPD24	PF18839.1	70	D4014.contig1_22	99	1.1e-15
TOM6p	PF15184.6	74	D4014.contig1_24	76	0.056
DUF2786	PF10979.8	40	D4014.contig1_25	231	6e-15
Histone_HNS	PF00816.21	92	D4014.contig1_25	231	0.0037
Hydrolase	PF00702.26	210	D4014.contig1_25	231	0.012
DUF932	PF06067.11	228	D4014.contig1_26	325	3.8e-51
Phage_int_SAM_3	PF14659.6	58	D4014.contig1_26	325	0.0081
TrfA	PF07042.11	282	D4014.contig1_27	195	0.03
DUF5633	PF18656.1	41	D4014.contig1_28	58	0.066
DUF1103	PF06513.11	215	D4014.contig1_32	121	0.011
N6_N4_Mtase	PF01555.18	231	D4014.contig1_34	133	0.024
RVT_1	PF00078.27	222	D4014.contig1_35	432	1e-20
Pox_A31	PF05771.11	113	D4014.contig1_35	432	0.013
ArdA	PF07275.11	162	D4014.contig1_37	216	0.0012
NAPRTase_N	PF17767.1	125	D4014.contig1_39	73	0.037
HrpB7	PF09486.10	157	D4014.contig1_39	73	0.07
P22_AR_N	PF10547.9	114	D4014.contig1_40	399	1.5e-19
DpnD-PcfM	PF14207.6	46	D4014.contig1_43	75	0.075
RtcB	PF01139.17	412	D4014.contig1_46	396	3.2e-61
RtcB	PF01139.17	412	D4014.contig1_46	396	3.2e-61
ARS2	PF04959.13	195	D4014.contig1_46	396	0.019
YscJ_FliF	PF01514.17	194	D4014.contig1_47	61	0.033
CHS5_N	PF16892.5	48	D4014.contig1_48	398	0.081
DZR	PF12773.7	49	D4014.contig1_50	193	0.00059
Phage_GP20	PF06810.11	149	D4014.contig1_51	59	0.0051
APG17	PF04108.12	396	D4014.contig1_51	59	0.018
CCDC24	PF15669.5	202	D4014.contig1_51	59	0.025
EKAL	PF17986.1	53	D4014.contig1_52	66	0.021
DUF3792	PF12670.7	115	D4014.contig1_55	54	0.0008
DUF1218	PF06749.12	91	D4014.contig1_55	54	0.00096
YrhC	PF14143.6	72	D4014.contig1_55	54	0.0061
zinc_ribbon_2	PF13240.6	23	D4014.contig1_59	66	0.0014
DZR	PF12773.7	49	D4014.contig1_59	66	0.0016
