target	acc	tlen	query	qlen	evalue
SRAP	PF02586.14	219	D3750.contig1_5	216	1.1e-33
Zn-ribbon_8	PF09723.10	40	D3750.contig1_6	61	2.1e-07
TraA	PF05513.11	120	D3750.contig1_13	100	0.031
Acyl_transf_3	PF01757.22	340	D3750.contig1_15	106	0.028
Mrr_cat	PF04471.12	115	D3750.contig1_16	311	3.6e-30
zf-C4_Topoisom	PF01396.19	39	D3750.contig1_16	311	2.5e-05
Mrr_cat_2	PF13156.6	127	D3750.contig1_16	311	0.00011
DUF2034	PF10356.9	185	D3750.contig1_16	311	0.0059
MTES_1575	PF18741.1	95	D3750.contig1_16	311	0.0069
IMS	PF00817.20	150	D3750.contig1_17	430	2.1e-30
DUF4113	PF13438.6	51	D3750.contig1_17	430	2.1e-18
IMS_C	PF11799.8	118	D3750.contig1_17	430	1.1e-10
IMS_HHH	PF11798.8	32	D3750.contig1_17	430	0.0007
Cdd1	PF11731.8	86	D3750.contig1_17	430	0.0021
Peptidase_S24	PF00717.23	70	D3750.contig1_18	145	2.5e-15
Big_9	PF17963.1	90	D3750.contig1_20	209	1.3e-16
Big_9	PF17963.1	90	D3750.contig1_20	209	1.3e-16
Cadherin_5	PF17892.1	98	D3750.contig1_20	209	7.3e-10
Cadherin_4	PF17803.1	72	D3750.contig1_20	209	1.7e-08
Cadherin_4	PF17803.1	72	D3750.contig1_20	209	1.7e-08
Cadherin_3	PF16184.5	111	D3750.contig1_20	209	1.1e-05
OprD	PF03573.13	394	D3750.contig1_21	428	1.6e-130
Big_9	PF17963.1	90	D3750.contig1_23	355	2e-27
Big_9	PF17963.1	90	D3750.contig1_23	355	2e-27
Big_9	PF17963.1	90	D3750.contig1_23	355	2e-27
Cadherin_4	PF17803.1	72	D3750.contig1_23	355	3.1e-12
Cadherin_4	PF17803.1	72	D3750.contig1_23	355	3.1e-12
Cadherin_5	PF17892.1	98	D3750.contig1_23	355	7.4e-12
Cadherin_5	PF17892.1	98	D3750.contig1_23	355	7.4e-12
Cadherin_3	PF16184.5	111	D3750.contig1_23	355	3.3e-08
Invasin_D3	PF09134.10	96	D3750.contig1_23	355	0.02
Mrr_N	PF14338.6	87	D3750.contig1_26	163	9.4e-07
N6_N4_Mtase	PF01555.18	231	D3750.contig1_27	286	4.2e-18
RCC_reductase	PF06405.11	253	D3750.contig1_30	131	0.0092
DUF983	PF06170.12	85	D3750.contig1_32	139	0.019
CoiA	PF06054.11	377	D3750.contig1_36	222	2.5e-11
HTH_3	PF01381.22	55	D3750.contig1_37	135	3.5e-10
HTH_31	PF13560.6	64	D3750.contig1_37	135	7.2e-08
HTH_26	PF13443.6	63	D3750.contig1_37	135	0.00012
HTH_37	PF13744.6	80	D3750.contig1_37	135	0.0012
HTH_25	PF13413.6	62	D3750.contig1_37	135	0.0039
HipA_C	PF07804.12	212	D3750.contig1_38	442	1.5e-41
Couple_hipA	PF13657.6	99	D3750.contig1_38	442	2.1e-21
AAA_22	PF13401.6	137	D3750.contig1_39	959	0.00015
SEC-C	PF02810.15	19	D3750.contig1_39	959	0.00045
rve	PF00665.26	119	D3750.contig1_40	505	1.4e-19
HTH_23	PF13384.6	50	D3750.contig1_40	505	0.005
IstB_IS21	PF01695.17	178	D3750.contig1_41	252	2.2e-67
IstB_IS21_ATP	PF08483.11	29	D3750.contig1_41	252	6.1e-15
Bac_DnaA	PF00308.18	219	D3750.contig1_41	252	0.00017
AAA_22	PF13401.6	137	D3750.contig1_41	252	0.00046
AAA_25	PF13481.6	194	D3750.contig1_41	252	0.0012
AAA	PF00004.29	132	D3750.contig1_41	252	0.002
PhoH	PF02562.16	205	D3750.contig1_41	252	0.0029
SRI	PF08236.11	85	D3750.contig1_44	180	0.0046
NodS	PF05401.11	201	D3750.contig1_46	53	0.15
PhnA	PF03831.14	69	D3750.contig1_48	94	0.064
AAA_16	PF13191.6	170	D3750.contig1_52	217	0.0012
PAPS_reduct	PF01507.19	174	D3750.contig1_53	609	8.5e-06
DUF3335	PF11814.8	206	D3750.contig1_58	73	0.021
PepSY_2	PF13670.6	84	D3750.contig1_59	74	0.06
TonB_dep_Rec	PF00593.24	470	D3750.contig2_1	148	3.7e-16
OMP_b-brl_3	PF14905.6	408	D3750.contig2_1	148	0.0013
BPL_N	PF09825.9	377	D3750.contig2_4	249	4.4e-11
GATase_3	PF07685.14	196	D3750.contig2_4	249	0.0028
ThuA	PF06283.11	210	D3750.contig2_4	249	0.0088
ABC_tran	PF00005.27	137	D3750.contig2_6	843	1.2e-17
UvrA_DNA-bind	PF17755.1	110	D3750.contig2_6	843	5.4e-16
AAA_21	PF13304.6	303	D3750.contig2_6	843	1.6e-08
DnaJ_CXXCXGXG	PF00684.19	67	D3750.contig2_6	843	1.1e-06
HATPase_c	PF02518.26	112	D3750.contig2_7	570	6e-17
Response_reg	PF00072.24	112	D3750.contig2_7	570	1.6e-14
HisKA	PF00512.25	67	D3750.contig2_7	570	1.5e-08
SPOB_a	PF14689.6	62	D3750.contig2_7	570	0.002
PAS_4	PF08448.10	110	D3750.contig2_7	570	0.0044
DNA_pol3_alpha	PF07733.12	260	D3750.contig2_8	1023	6.4e-81
DNA_pol3_finger	PF17657.1	166	D3750.contig2_8	1023	3.8e-62
HHH_6	PF14579.6	90	D3750.contig2_8	1023	3.2e-20
PHP	PF02811.19	167	D3750.contig2_8	1023	6.4e-18
tRNA_anti-codon	PF01336.25	76	D3750.contig2_8	1023	2.5e-07
tRNA_anti_2	PF13742.6	95	D3750.contig2_8	1023	0.0095
IMS	PF00817.20	150	D3750.contig2_9	472	1.2e-05
RecA	PF00154.21	263	D3750.contig2_10	204	5.4e-05
Peptidase_S24	PF00717.23	70	D3750.contig2_11	206	2.3e-17
LexA_DNA_bind	PF01726.16	65	D3750.contig2_11	206	6.5e-17
HTH_IclR	PF09339.10	52	D3750.contig2_11	206	0.0032
Rrf2	PF02082.20	83	D3750.contig2_11	206	0.0039
HTH_20	PF12840.7	61	D3750.contig2_11	206	0.0074
TonB_dep_Rec	PF00593.24	470	D3750.contig2_12	645	5.2e-35
Plug	PF07715.15	108	D3750.contig2_12	645	3.4e-22
OMP_b-brl_3	PF14905.6	408	D3750.contig2_12	645	0.00049
2Fe-2S_thioredx	PF01257.19	145	D3750.contig2_13	115	1.6e-06
Peripla_BP_2	PF01497.18	238	D3750.contig2_14	307	2.7e-20
Pkinase	PF00069.25	264	D3750.contig2_16	729	6.6e-10
zf-C4_Topoisom	PF01396.19	39	D3750.contig2_16	729	7.7e-10
zf-GRF	PF06839.12	45	D3750.contig2_16	729	0.00023
Pkinase_Tyr	PF07714.17	259	D3750.contig2_16	729	0.0085
PP2C_2	PF13672.6	210	D3750.contig2_17	221	6.4e-35
VWA	PF00092.28	175	D3750.contig2_18	226	3e-10
VWA_2	PF13519.6	107	D3750.contig2_18	226	3.3e-07
VWA_3	PF13768.6	155	D3750.contig2_18	226	0.0093
ImcF-related_N	PF14331.6	259	D3750.contig2_20	1214	7e-70
IcmF-related	PF06761.12	309	D3750.contig2_20	1214	2.6e-68
IcmF_C	PF06744.12	203	D3750.contig2_20	1214	3.7e-50
T6SS_VasJ	PF16989.5	255	D3750.contig2_21	479	1.6e-58
ImpA_N	PF06812.12	119	D3750.contig2_21	479	7.4e-18
VasI	PF11319.8	184	D3750.contig2_22	221	1.2e-37
T6SS_VipA	PF05591.12	155	D3750.contig2_23	168	4.7e-54
FliMN_C	PF01052.20	73	D3750.contig2_23	168	0.015
VipB	PF05943.12	422	D3750.contig2_24	493	1.8e-176
GPW_gp25	PF04965.14	95	D3750.contig2_25	139	3.6e-17
Myc-LZ	PF02344.15	31	D3750.contig2_25	139	0.0036
T6SS_TssF	PF05947.12	603	D3750.contig2_26	589	1.9e-154
T6SS_TssG	PF06996.11	299	D3750.contig2_27	341	2.4e-83
T6SS-SciN	PF12790.7	120	D3750.contig2_28	450	1.3e-21
FHA	PF00498.26	69	D3750.contig2_28	450	1.3e-06
T6SS_VasE	PF05936.12	428	D3750.contig2_29	449	1.4e-149
TctA	PF01970.16	409	D3750.contig3_1	259	4.9e-62
AbrB	PF05145.12	314	D3750.contig3_2	346	3.1e-83
UDG	PF03167.19	155	D3750.contig3_3	231	1.3e-23
ECH_2	PF16113.5	334	D3750.contig3_4	371	1.6e-112
ECH_1	PF00378.20	251	D3750.contig3_4	371	9.6e-23
DUF1040	PF06288.13	86	D3750.contig3_4	371	0.014
DUF3757	PF12582.8	118	D3750.contig3_5	150	4.4e-16
NMT1	PF09084.11	216	D3750.contig3_8	356	5.1e-11
NMT1_2	PF13379.6	253	D3750.contig3_8	356	6.7e-08
SBP_bac_3	PF00497.20	225	D3750.contig3_8	356	0.00018
Phosphonate-bd	PF12974.7	243	D3750.contig3_8	356	0.0006
BPD_transp_1	PF00528.22	185	D3750.contig3_9	272	1.4e-17
ABC_tran	PF00005.27	137	D3750.contig3_10	255	1.8e-32
AAA_21	PF13304.6	303	D3750.contig3_10	255	6.4e-08
RsgA_GTPase	PF03193.16	167	D3750.contig3_10	255	0.00025
AAA_22	PF13401.6	137	D3750.contig3_10	255	0.0011
AAA_16	PF13191.6	170	D3750.contig3_10	255	0.0012
DUF1989	PF09347.10	167	D3750.contig3_11	242	1.4e-50
DUF1989	PF09347.10	167	D3750.contig3_12	211	8.4e-69
CT_A_B	PF02626.15	264	D3750.contig3_13	1210	3.7e-89
CPSase_L_D2	PF02786.17	211	D3750.contig3_13	1210	3.5e-60
CT_C_D	PF02682.16	202	D3750.contig3_13	1210	2e-48
Biotin_carb_N	PF00289.22	110	D3750.contig3_13	1210	2.1e-42
Biotin_carb_C	PF02785.19	108	D3750.contig3_13	1210	5.5e-33
Biotin_lipoyl	PF00364.22	73	D3750.contig3_13	1210	7.5e-14
Dala_Dala_lig_C	PF07478.13	204	D3750.contig3_13	1210	1.2e-10
Biotin_lipoyl_2	PF13533.6	50	D3750.contig3_13	1210	3.8e-05
RimK	PF08443.11	188	D3750.contig3_13	1210	0.00012
ATP-grasp_3	PF02655.14	161	D3750.contig3_13	1210	0.0074
Cys_rich_CWC	PF14375.6	50	D3750.contig3_14	71	7.5e-14
UBM	PF14377.6	35	D3750.contig3_14	71	0.0013
PseudoU_synth_2	PF00849.22	160	D3750.contig3_15	231	5.3e-15
S4	PF01479.25	48	D3750.contig3_15	231	4.1e-05
Abhydrolase_1	PF00561.20	257	D3750.contig3_16	295	1.9e-08
Hydrolase_4	PF12146.8	239	D3750.contig3_16	295	4.8e-07
Alginate_lyase2	PF08787.11	236	D3750.contig3_17	269	4.4e-28
Epimerase	PF01370.21	241	D3750.contig3_19	299	5.3e-15
NAD_binding_10	PF13460.6	184	D3750.contig3_19	299	3.2e-14
NmrA	PF05368.13	233	D3750.contig3_19	299	3.2e-10
GDP_Man_Dehyd	PF16363.5	332	D3750.contig3_19	299	2.9e-08
RmlD_sub_bind	PF04321.17	287	D3750.contig3_19	299	5.8e-08
3Beta_HSD	PF01073.19	280	D3750.contig3_19	299	4.8e-05
Sacchrp_dh_NADP	PF03435.18	130	D3750.contig3_19	299	0.00023
adh_short	PF00106.25	195	D3750.contig3_19	299	0.00026
NAD_binding_4	PF07993.12	257	D3750.contig3_19	299	0.0003
TrkA_N	PF02254.18	116	D3750.contig3_19	299	0.0011
MLTR_LBD	PF17765.1	168	D3750.contig3_20	271	3.2e-43
HTH_31	PF13560.6	64	D3750.contig3_20	271	1.6e-19
HTH_3	PF01381.22	55	D3750.contig3_20	271	5.1e-05
Gp49	PF05973.14	90	D3750.contig3_21	98	6.8e-06
HTH_3	PF01381.22	55	D3750.contig3_22	103	0.018
MFS_1	PF07690.16	353	D3750.contig3_23	397	6.3e-29
MFS_1	PF07690.16	353	D3750.contig3_23	397	6.3e-29
MFS_1	PF07690.16	353	D3750.contig3_24	388	8.9e-37
MFS_1	PF07690.16	353	D3750.contig3_24	388	8.9e-37
MFS_1_like	PF12832.7	385	D3750.contig3_24	388	0.00056
LysR_substrate	PF03466.20	209	D3750.contig3_25	303	1.7e-39
HTH_1	PF00126.27	60	D3750.contig3_25	303	1.5e-20
HicA_toxin	PF07927.12	58	D3750.contig3_26	61	4.4e-18
HicB_lk_antitox	PF15919.5	123	D3750.contig3_27	137	4.3e-48
DUF5083	PF16890.5	157	D3750.contig3_28	111	0.075
DNA_binding_1	PF01035.20	81	D3750.contig3_29	161	2.7e-32
Methyltransf_1N	PF02870.15	77	D3750.contig3_29	161	9.6e-08
Iron_permease	PF04120.12	128	D3750.contig3_30	142	9.1e-47
DUF4142	PF13628.6	139	D3750.contig3_31	176	3.1e-27
Polysacc_deac_2	PF04748.13	213	D3750.contig3_31	176	0.022
LysR_substrate	PF03466.20	209	D3750.contig3_32	308	4e-26
HTH_1	PF00126.27	60	D3750.contig3_32	308	5.9e-18
HTH_30	PF13556.6	59	D3750.contig3_32	308	0.0014
HTH_5	PF01022.20	47	D3750.contig3_32	308	0.0053
DMT_YdcZ	PF04657.13	139	D3750.contig3_33	163	1.9e-39
MFS_1	PF07690.16	353	D3750.contig3_34	444	1.7e-35
HMGL-like	PF00682.19	264	D3750.contig3_35	313	2.6e-44
ADH_N	PF08240.12	109	D3750.contig3_35	313	0.017
CoA_transf_3	PF02515.17	368	D3750.contig3_36	398	1.6e-116
ABC_membrane	PF00664.23	274	D3750.contig4_1	365	9.8e-16
Glycos_transf_1	PF00534.20	172	D3750.contig4_2	356	8.1e-22
Glyco_trans_1_4	PF13692.6	134	D3750.contig4_2	356	1.1e-13
Glyco_transf_4	PF13439.6	170	D3750.contig4_2	356	1.5e-12
Glyco_trans_4_4	PF13579.6	160	D3750.contig4_2	356	1.7e-08
Glyco_trans_1_2	PF13524.6	92	D3750.contig4_2	356	3.3e-06
Biotin_lipoyl_2	PF13533.6	50	D3750.contig4_3	378	5e-14
HlyD_D23	PF16576.5	214	D3750.contig4_3	378	2.2e-12
Biotin_lipoyl	PF00364.22	73	D3750.contig4_3	378	0.0014
OEP	PF02321.18	188	D3750.contig4_3	378	0.0036
ACR_tran	PF00873.19	1021	D3750.contig4_4	1060	0
