target	acc	tlen	query	qlen	evalue
AmiS_UreI	PF02293.15	166	D3854.contig1_3	52	0.064
RepL	PF05732.11	165	D3854.contig1_5	219	2.1e-05
DUF3435	PF11917.8	418	D3854.contig1_9	189	0.01
PG_binding_3	PF09374.10	76	D3854.contig1_12	117	0.00025
Glyco_hydro_108	PF05838.12	85	D3854.contig1_14	143	3.2e-19
FixH	PF05751.11	150	D3854.contig1_15	93	0.0052
Rab5-bind	PF09311.11	307	D3854.contig1_15	93	0.026
YicC_N	PF03755.13	151	D3854.contig1_19	437	0.011
Flagellin_IN	PF07196.13	56	D3854.contig1_23	288	0.022
SL4P	PF17618.2	88	D3854.contig1_25	80	0.066
Filament	PF00038.21	312	D3854.contig1_27	869	4e-05
Baculo_PEP_C	PF04513.12	140	D3854.contig1_27	869	0.00013
DUF1664	PF07889.12	124	D3854.contig1_27	869	0.00031
BshC	PF10079.9	538	D3854.contig1_27	869	0.0005
RIX1	PF08167.12	188	D3854.contig1_28	697	5.1e-06
BACON	PF13004.7	53	D3854.contig1_30	1295	0.011
BACON	PF13004.7	53	D3854.contig1_30	1295	0.011
YfhO	PF09586.10	839	D3854.contig1_33	110	0.079
Baculo_PEP_C	PF04513.12	140	D3854.contig1_35	172	0.00015
Apolipoprotein	PF01442.18	190	D3854.contig1_35	172	0.00032
Dynactin	PF12455.8	286	D3854.contig1_35	172	0.0024
RmuC	PF02646.16	291	D3854.contig1_37	94	9.9e-05
TMF_DNA_bd	PF12329.8	74	D3854.contig1_37	94	0.00049
BLOC1_2	PF10046.9	96	D3854.contig1_37	94	0.00056
UPF0242	PF06785.11	193	D3854.contig1_37	94	0.0007
DASH_Spc34	PF08657.10	255	D3854.contig1_37	94	0.00075
CLZ	PF16526.5	71	D3854.contig1_37	94	0.0016
XhlA	PF10779.9	67	D3854.contig1_37	94	0.0018
AAA_13	PF13166.6	713	D3854.contig1_37	94	0.0027
Gly_transf_sug	PF04488.15	98	D3854.contig1_40	186	0.05
CH	PF00307.31	109	D3854.contig1_46	1958	0.052
Phage_gp49_66	PF13876.6	81	D3854.contig1_51	150	1.9e-15
Thioredoxin_3	PF13192.6	76	D3854.contig1_53	93	0.0015
UxaC	PF02614.14	464	D3854.contig1_53	93	0.027
Regulator_TrmB	PF11495.8	233	D3854.contig1_53	93	0.03
DUF4222	PF13973.6	53	D3854.contig1_56	86	0.092
HNH_3	PF13392.6	46	D3854.contig1_58	285	3.8e-07
DUF932	PF06067.11	228	D3854.contig1_60	354	5.1e-45
HU-CCDC81_bac_2	PF18175.1	70	D3854.contig1_61	40	0.0088
Sipho_Gp157	PF05565.11	163	D3854.contig1_62	260	3.1e-15
Sipho_Gp157	PF05565.11	163	D3854.contig1_62	260	3.1e-15
Phage_sheath_1C	PF17482.2	104	D3854.contig1_62	260	0.01
DUF3228	PF11539.8	194	D3854.contig1_64	92	0.048
