target	acc	tlen	query	qlen	evalue
TonB_dep_Rec	PF00593.24	470	D3760.contig1_1	830	4.2e-46
Plug	PF07715.15	108	D3760.contig1_1	830	5.4e-15
STN	PF07660.14	52	D3760.contig1_1	830	9e-06
FecR	PF04773.13	96	D3760.contig1_2	317	1.3e-15
DUF4880	PF16220.5	43	D3760.contig1_2	317	2.7e-10
Sigma70_r4_2	PF08281.12	54	D3760.contig1_3	175	1.1e-14
Sigma70_r2	PF04542.14	71	D3760.contig1_3	175	1.4e-12
Sigma70_ECF	PF07638.11	185	D3760.contig1_3	175	7.5e-06
HTH_23	PF13384.6	50	D3760.contig1_3	175	1.2e-05
Sigma70_r4	PF04545.16	50	D3760.contig1_3	175	0.00021
HTH_11	PF08279.12	55	D3760.contig1_3	175	0.0014
HTH_24	PF13412.6	48	D3760.contig1_3	175	0.0044
Transpeptidase	PF00905.22	306	D3760.contig1_4	631	3.6e-77
PBP_dimer	PF03717.15	180	D3760.contig1_4	631	5.3e-44
Aldedh	PF00171.22	462	D3760.contig1_5	472	3.6e-151
LysR_substrate	PF03466.20	209	D3760.contig1_6	297	3.7e-41
HTH_1	PF00126.27	60	D3760.contig1_6	297	9.9e-18
EamA	PF00892.20	137	D3760.contig1_8	296	2.4e-18
EamA	PF00892.20	137	D3760.contig1_8	296	2.4e-18
TetR_N	PF00440.23	47	D3760.contig1_10	187	1.5e-10
adh_short	PF00106.25	195	D3760.contig1_11	244	6.7e-35
adh_short_C2	PF13561.6	234	D3760.contig1_11	244	1.7e-27
KR	PF08659.10	180	D3760.contig1_11	244	4.3e-07
DSBA	PF01323.20	193	D3760.contig1_12	197	4.7e-43
Peptidase_M24	PF00557.24	209	D3760.contig1_13	603	3.6e-44
Creatinase_N_2	PF16189.5	161	D3760.contig1_13	603	6.9e-37
Peptidase_M24_C	PF16188.5	63	D3760.contig1_13	603	4.6e-23
Creatinase_N	PF01321.18	132	D3760.contig1_13	603	3.1e-18
Creatinase_N	PF01321.18	132	D3760.contig1_13	603	3.1e-18
DUF1177	PF06675.11	272	D3760.contig1_13	603	0.007
Aminotran_5	PF00266.19	371	D3760.contig1_14	387	8.7e-76
Beta_elim_lyase	PF01212.21	293	D3760.contig1_14	387	7.9e-07
DegT_DnrJ_EryC1	PF01041.17	361	D3760.contig1_14	387	6.5e-05
Cys_Met_Meta_PP	PF01053.20	382	D3760.contig1_14	387	0.00022
FMN_red	PF03358.15	155	D3760.contig1_16	188	3.9e-30
Flavodoxin_2	PF02525.17	198	D3760.contig1_16	188	7.8e-11
Bac_luciferase	PF00296.20	314	D3760.contig1_17	382	2e-94
Acyl-CoA_dh_2	PF08028.11	134	D3760.contig1_18	396	3.1e-17
Acyl-CoA_dh_N	PF02771.16	113	D3760.contig1_18	396	2.7e-12
Acyl-CoA_dh_1	PF00441.24	150	D3760.contig1_18	396	8.1e-11
Acyl-CoA_dh_M	PF02770.19	97	D3760.contig1_18	396	8.8e-07
Sigma54_activat	PF00158.26	168	D3760.contig1_19	368	4.1e-70
Sigma54_activ_2	PF14532.6	138	D3760.contig1_19	368	6.6e-22
AAA_5	PF07728.14	138	D3760.contig1_19	368	1.7e-08
AAA	PF00004.29	132	D3760.contig1_19	368	0.00024
AAA_16	PF13191.6	170	D3760.contig1_19	368	0.0025
HTH_8	PF02954.19	42	D3760.contig1_19	368	0.0026
AAA_2	PF07724.14	171	D3760.contig1_19	368	0.0036
ABM	PF03992.16	78	D3760.contig1_20	121	2e-08
MerR-DNA-bind	PF09278.11	65	D3760.contig1_21	148	7.4e-16
MerR_1	PF13411.6	69	D3760.contig1_21	148	4e-13
MerR	PF00376.23	38	D3760.contig1_21	148	2.7e-12
AP_endonuc_2	PF01261.24	210	D3760.contig1_21	148	0.006
Lipoprotein_9	PF03180.14	236	D3760.contig1_22	257	6.8e-88
