target	acc	tlen	query	qlen	evalue
DNA_pol3_delta2	PF13177.6	163	D3961.contig1_1	764	2.6e-48
DNA_pol3_gamma3	PF12169.8	143	D3961.contig1_1	764	2e-14
AAA	PF00004.29	132	D3961.contig1_1	764	8.9e-13
RuvB_N	PF05496.12	159	D3961.contig1_1	764	1.7e-07
AAA_5	PF07728.14	138	D3961.contig1_1	764	1.1e-05
AAA_30	PF13604.6	192	D3961.contig1_1	764	2.1e-05
AAA_22	PF13401.6	137	D3961.contig1_1	764	8.8e-05
YbaB_DNA_bd	PF02575.16	91	D3961.contig1_2	110	8.9e-34
DUF1512	PF07431.12	356	D3961.contig1_2	110	0.0049
Toprim_4	PF13662.6	89	D3961.contig1_3	199	2.9e-29
RecR	PF02132.15	40	D3961.contig1_3	199	1e-14
Toprim	PF01751.22	103	D3961.contig1_3	199	1.6e-10
Toprim_2	PF13155.6	90	D3961.contig1_3	199	0.00077
HHH	PF00633.23	30	D3961.contig1_3	199	0.0041
UvrD_C	PF13361.6	349	D3961.contig1_5	862	7.7e-103
UvrD-helicase	PF00580.21	315	D3961.contig1_5	862	3e-54
RNase_T	PF00929.24	165	D3961.contig1_5	862	3e-27
AAA_19	PF13245.6	146	D3961.contig1_5	862	1.9e-26
UvrD_C_2	PF13538.6	52	D3961.contig1_5	862	1.8e-11
AAA_30	PF13604.6	192	D3961.contig1_5	862	9.5e-07
PseudoU_synth_2	PF00849.22	160	D3961.contig1_6	336	6.3e-24
Cation_efflux	PF01545.21	199	D3961.contig1_7	375	1.6e-40
ZT_dimer	PF16916.5	79	D3961.contig1_7	375	2.1e-10
DUF600	PF04634.12	146	D3961.contig1_8	189	8.1e-07
Imm26	PF15428.6	102	D3961.contig1_8	189	0.018
AA_permease	PF00324.21	479	D3961.contig1_9	482	1.8e-108
AA_permease_2	PF13520.6	425	D3961.contig1_9	482	2.3e-40
Pyridox_ox_2	PF12900.7	141	D3961.contig1_10	171	2.5e-15
Putative_PNPOx	PF01243.20	88	D3961.contig1_10	171	0.00088
DUF4367	PF14285.6	110	D3961.contig1_11	442	0.0052
Xan_ur_permease	PF00860.20	389	D3961.contig1_12	456	1.8e-41
Rrf2	PF02082.20	83	D3961.contig1_13	140	1.8e-26
MarR_2	PF12802.7	62	D3961.contig1_13	140	4.2e-05
Rio2_N	PF09202.11	82	D3961.contig1_13	140	0.00048
MFS_1	PF07690.16	353	D3961.contig1_14	411	2.4e-44
MFS_1	PF07690.16	353	D3961.contig1_14	411	2.4e-44
MFS_2	PF13347.6	427	D3961.contig1_14	411	7.8e-10
Sugar_tr	PF00083.24	452	D3961.contig1_14	411	4e-07
MFS_3	PF05977.13	522	D3961.contig1_14	411	7.6e-07
MFS_1_like	PF12832.7	385	D3961.contig1_14	411	3.6e-05
DHquinase_I	PF01487.15	229	D3961.contig1_15	265	1.7e-63
ParE_toxin	PF05016.15	90	D3961.contig1_16	101	5.6e-08
RelB	PF04221.12	83	D3961.contig1_17	203	7.6e-21
RelB	PF04221.12	83	D3961.contig1_17	203	7.6e-21
SKI	PF01202.22	158	D3961.contig1_18	431	2.4e-28
Shikimate_dh_N	PF08501.11	83	D3961.contig1_18	431	2e-15
AAA_18	PF13238.6	130	D3961.contig1_18	431	2.8e-06
AAA	PF00004.29	132	D3961.contig1_18	431	0.00018
IstB_IS21	PF01695.17	178	D3961.contig1_18	431	0.00058
RuvB_N	PF05496.12	159	D3961.contig1_18	431	0.002
AAA_16	PF13191.6	170	D3961.contig1_18	431	0.0027
AAA_33	PF13671.6	143	D3961.contig1_18	431	0.0048
PDT	PF00800.18	183	D3961.contig1_19	380	9.1e-52
CM_2	PF01817.21	75	D3961.contig1_19	380	7.7e-18
Chorismate_synt	PF01264.21	327	D3961.contig1_20	365	4.9e-117
EPSP_synthase	PF00275.20	417	D3961.contig1_21	423	1.2e-78
DHQ_synthase	PF01761.20	262	D3961.contig1_22	351	1.4e-90
Fe-ADH_2	PF13685.6	250	D3961.contig1_22	351	4.9e-15
Fe-ADH	PF00465.19	364	D3961.contig1_22	351	5.9e-12
DAHP_synth_1	PF00793.20	275	D3961.contig1_23	338	3.3e-73
DAHP_snth_FXD	PF18152.1	67	D3961.contig1_23	338	9.5e-20
NeuB	PF03102.14	241	D3961.contig1_23	338	3.4e-08
Acetyltransf_10	PF13673.7	127	D3961.contig1_25	139	1.3e-21
Acetyltransf_1	PF00583.25	117	D3961.contig1_25	139	2.6e-12
Acetyltransf_7	PF13508.7	76	D3961.contig1_25	139	7.4e-12
Acetyltransf_9	PF13527.7	128	D3961.contig1_25	139	4.5e-05
T2SSK	PF03934.13	280	D3961.contig1_26	153	0.0002
Ribonuc_red_sm	PF00268.21	279	D3961.contig1_27	343	9e-82
Ribonuc_red_lgC	PF02867.15	524	D3961.contig1_28	761	1.8e-139
Ribonuc_red_lgN	PF00317.21	83	D3961.contig1_28	761	7.8e-23
ATP-cone	PF03477.16	86	D3961.contig1_28	761	2.8e-21
Flavodoxin_3	PF12641.7	161	D3961.contig1_29	173	2.4e-53
Flavodoxin_5	PF12724.7	144	D3961.contig1_29	173	1.8e-09
Flavodoxin_1	PF00258.25	143	D3961.contig1_29	173	5.8e-05
Fe-ADH	PF00465.19	364	D3961.contig1_31	391	1.4e-102
Fe-ADH_2	PF13685.6	250	D3961.contig1_31	391	1.1e-14
SDF	PF00375.18	390	D3961.contig1_34	441	2e-87
NUDIX	PF00293.28	131	D3961.contig1_35	208	1.4e-13
DBI_PRT	PF02277.17	329	D3961.contig1_36	346	2e-78
DUF389	PF04087.14	142	D3961.contig1_37	438	5.2e-41
DXP_synthase_N	PF13292.6	273	D3961.contig1_38	585	2.6e-72
DXP_synthase_N	PF13292.6	273	D3961.contig1_38	585	2.6e-72
Transket_pyr	PF02779.24	178	D3961.contig1_38	585	1.1e-17
Transketolase_C	PF02780.20	124	D3961.contig1_38	585	1.7e-12
Transketolase_N	PF00456.21	334	D3961.contig1_38	585	2.1e-07
TPP_enzyme_C	PF02775.21	153	D3961.contig1_38	585	0.00078
E1_dh	PF00676.20	300	D3961.contig1_38	585	0.0019
DUF2229	PF09989.9	213	D3961.contig1_39	1419	5.3e-81
BcrAD_BadFG	PF01869.20	267	D3961.contig1_39	1419	5.1e-59
BcrAD_BadFG	PF01869.20	267	D3961.contig1_39	1419	5.1e-59
HGD-D	PF06050.13	323	D3961.contig1_39	1419	6e-48
MFS_1	PF07690.16	353	D3961.contig1_40	398	4e-43
Sugar_tr	PF00083.24	452	D3961.contig1_40	398	3.8e-14
TRI12	PF06609.13	599	D3961.contig1_40	398	0.0011
MFS_4	PF06779.14	363	D3961.contig1_40	398	0.0062
Lactate_perm	PF02652.14	522	D3961.contig1_41	546	2.1e-104
Ldh_2	PF02615.14	333	D3961.contig1_42	380	1.8e-117
Molybdopterin	PF00384.22	432	D3961.contig1_43	679	2e-55
Molydop_binding	PF01568.21	111	D3961.contig1_43	679	3.7e-15
Molybdop_Fe4S4	PF04879.16	55	D3961.contig1_43	679	7.4e-13
Branch_AA_trans	PF05525.13	429	D3961.contig1_44	445	3.1e-139
DUF1653	PF07866.11	62	D3961.contig1_45	80	2.8e-27
Hydrolase_3	PF08282.12	255	D3961.contig1_46	259	1.5e-35
S6PP	PF05116.13	247	D3961.contig1_46	259	4.6e-09
Pro_isomerase	PF00160.21	158	D3961.contig1_47	213	9.5e-55
GIY-YIG	PF01541.24	78	D3961.contig1_48	99	1.3e-13
T5orf172	PF10544.9	103	D3961.contig1_48	99	0.029
DUF1934	PF09148.10	128	D3961.contig1_49	153	5.2e-33
DALR_1	PF05746.15	119	D3961.contig1_50	578	9.2e-35
Arg_tRNA_synt_N	PF03485.16	85	D3961.contig1_50	578	7.4e-23
tRNA-synt_1d	PF00750.19	349	D3961.contig1_50	578	7.1e-21
tRNA-synt_1d	PF00750.19	349	D3961.contig1_50	578	7.1e-21
CTP_synth_N	PF06418.14	265	D3961.contig1_51	537	2.2e-132
GATase	PF00117.28	190	D3961.contig1_51	537	5.7e-54
Peptidase_C26	PF07722.13	216	D3961.contig1_51	537	5.2e-06
CbiA	PF01656.23	128	D3961.contig1_51	537	0.017
Ribosomal_L11	PF00298.19	70	D3961.contig1_52	71	0.053
AhpC-TSA	PF00578.21	124	D3961.contig1_53	188	7.9e-34
Redoxin	PF08534.10	147	D3961.contig1_53	188	1e-14
1-cysPrx_C	PF10417.9	40	D3961.contig1_53	188	6.3e-07
SCO1-SenC	PF02630.14	134	D3961.contig1_53	188	0.00036
Rrf2	PF02082.20	83	D3961.contig1_55	150	3.1e-25
HrcA_DNA-bdg	PF03444.15	79	D3961.contig1_55	150	0.0015
PALP	PF00291.25	294	D3961.contig1_56	312	3.2e-67
Peptidase_S9	PF00326.21	212	D3961.contig1_57	573	0.0017
ATP-synt_DE_N	PF02823.16	80	D3961.contig2_2	136	4.1e-25
ATP-synt_DE	PF00401.20	47	D3961.contig2_2	136	1.9e-16
ATP-synt_ab	PF00006.25	213	D3961.contig2_3	475	3.6e-66
ATP-synt_ab_N	PF02874.23	69	D3961.contig2_3	475	7.2e-23
ATPase_2	PF01637.18	233	D3961.contig2_3	475	0.0065
ATP-synt	PF00231.19	279	D3961.contig2_4	285	3.9e-92
Pacs-1	PF10254.9	414	D3961.contig2_4	285	0.032
ATP-synt_ab	PF00006.25	213	D3961.contig2_5	513	5.4e-73
ATP-synt_ab_C	PF00306.27	126	D3961.contig2_5	513	1.4e-50
ATP-synt_ab_N	PF02874.23	69	D3961.contig2_5	513	3.6e-16
ATPase	PF06745.13	231	D3961.contig2_5	513	4.1e-05
Arginosuc_synth	PF00764.19	388	D3961.contig2_5	513	0.012
OSCP	PF00213.18	172	D3961.contig2_6	186	6.4e-45
ATP-synt_B	PF00430.18	132	D3961.contig2_7	166	4.3e-30
DUF3552	PF12072.8	201	D3961.contig2_7	166	7.6e-05
ATP-synt_C	PF00137.21	60	D3961.contig2_8	76	2.9e-14
ATP-synt_A	PF00119.20	211	D3961.contig2_9	225	4.4e-51
ATPase_gene1	PF09527.10	54	D3961.contig2_11	76	3e-13
Epimerase_2	PF02350.19	347	D3961.contig2_12	381	4.5e-122
LpxB	PF02684.15	374	D3961.contig2_12	381	0.0058
Glyco_trans_4_2	PF13477.6	139	D3961.contig2_12	381	0.0079
Glycos_transf_4	PF00953.21	160	D3961.contig2_13	385	4.8e-44
DUF711	PF05167.12	406	D3961.contig2_14	453	6.8e-178
ACT_6	PF13740.6	76	D3961.contig2_15	92	1.7e-13
ACT	PF01842.25	67	D3961.contig2_15	92	7.1e-10
ACT_4	PF13291.6	80	D3961.contig2_15	92	3.7e-06
ACT_7	PF13840.6	65	D3961.contig2_15	92	0.00015
PGM_PMM_I	PF02878.16	138	D3961.contig2_16	549	8.5e-30
PGM_PMM_III	PF02880.16	114	D3961.contig2_16	549	6.6e-26
PGM_PMM_II	PF02879.16	103	D3961.contig2_16	549	3.9e-14
PGM_PMM_IV	PF00408.20	74	D3961.contig2_16	549	1.5e-06
YitT_membrane	PF02588.15	207	D3961.contig2_17	307	1.9e-56
DUF2179	PF10035.9	55	D3961.contig2_17	307	8.8e-20
GHMP_kinases_N	PF00288.26	66	D3961.contig2_18	299	7.3e-09
GHMP_kinases_C	PF08544.13	85	D3961.contig2_18	299	0.028
FCD	PF07729.12	125	D3961.contig2_19	233	1e-28
GntR	PF00392.21	64	D3961.contig2_19	233	1e-17
HTH_24	PF13412.6	48	D3961.contig2_19	233	0.00017
HTH_11	PF08279.12	55	D3961.contig2_19	233	0.00037
Fe_dep_repress	PF01325.19	60	D3961.contig2_19	233	0.002
Na_Ala_symp	PF01235.17	393	D3961.contig2_20	487	9.9e-147
ELFV_dehydrog	PF00208.21	243	D3961.contig2_21	419	8.6e-66
ELFV_dehydrog_N	PF02812.18	130	D3961.contig2_21	419	4.3e-54
2-Hacid_dh_C	PF02826.19	178	D3961.contig2_21	419	0.0034
NAD_binding_7	PF13241.6	104	D3961.contig2_21	419	0.013
QueT	PF06177.11	139	D3961.contig2_22	164	3.7e-27
QueC	PF06508.13	210	D3961.contig2_23	230	1.8e-60
NAD_synthase	PF02540.17	242	D3961.contig2_23	230	2.2e-08
Asn_synthase	PF00733.21	355	D3961.contig2_23	230	2.5e-05
Arginosuc_synth	PF00764.19	388	D3961.contig2_23	230	0.001
ThiI	PF02568.14	197	D3961.contig2_23	230	0.0063
Exo_endo_phos	PF03372.23	233	D3961.contig2_24	252	3.2e-20
Exo_endo_phos_2	PF14529.6	119	D3961.contig2_24	252	4.2e-06
DUF5379	PF17350.2	90	D3961.contig2_25	79	0.046
Rhodanese	PF00581.20	107	D3961.contig2_26	272	1.2e-31
Rhodanese	PF00581.20	107	D3961.contig2_26	272	1.2e-31
DNA_methylase	PF00145.17	335	D3961.contig2_27	431	6e-62
FlbD	PF06289.11	59	D3961.contig2_28	248	0.0029
MutH	PF02976.15	103	D3961.contig2_29	462	5.8e-36
MutH	PF02976.15	103	D3961.contig2_29	462	5.8e-36
DUF3829	PF12889.7	280	D3961.contig2_30	311	1.4e-43
Apolipoprotein	PF01442.18	190	D3961.contig2_30	311	0.00012
SBP_bac_5	PF00496.22	377	D3961.contig2_31	519	6.4e-76
Y1_Tnp	PF01797.16	121	D3961.contig2_32	96	1.2e-21
SBP_bac_5	PF00496.22	377	D3961.contig2_33	521	5.4e-80
ABC_tran	PF00005.27	137	D3961.contig2_34	285	4.3e-35
SMC_N	PF02463.19	220	D3961.contig2_34	285	4.1e-06
AAA_22	PF13401.6	137	D3961.contig2_34	285	6.8e-06
AAA	PF00004.29	132	D3961.contig2_34	285	7.3e-06
AAA_16	PF13191.6	170	D3961.contig2_34	285	1.6e-05
Mg_chelatase	PF01078.21	207	D3961.contig2_34	285	0.0015
ABC_tran	PF00005.27	137	D3961.contig2_35	266	6e-29
AAA_21	PF13304.6	303	D3961.contig2_35	266	3.8e-08
SMC_N	PF02463.19	220	D3961.contig2_35	266	5e-07
AAA_22	PF13401.6	137	D3961.contig2_35	266	0.00013
AAA_29	PF13555.6	61	D3961.contig2_35	266	0.00022
AAA_23	PF13476.6	200	D3961.contig2_35	266	0.0014
AAA_16	PF13191.6	170	D3961.contig2_35	266	0.002
