target	acc	tlen	query	qlen	evalue
Phage_Mu_F	PF04233.14	112	D3964.contig1_2	427	2.4e-15
N_Asn_amidohyd	PF14736.6	270	D3964.contig1_2	427	0.035
Phage_prot_Gp6	PF05133.14	420	D3964.contig1_3	453	5.9e-102
Terminase_3	PF04466.13	201	D3964.contig1_4	421	1.4e-46
Terminase_3C	PF17288.2	155	D3964.contig1_4	421	9.1e-07
Terminase_6	PF03237.15	215	D3964.contig1_4	421	2.9e-05
Terminase_2	PF03592.16	140	D3964.contig1_5	190	3.9e-32
Ubiquitin_2	PF14560.6	87	D3964.contig1_9	199	0.0059
DUF551	PF04448.12	69	D3964.contig1_11	155	8.7e-09
HSP70	PF00012.20	599	D3964.contig1_12	63	0.016
MCR	PF18509.1	30	D3964.contig1_15	70	0.013
Cytochrom_NNT	PF03264.14	174	D3964.contig1_15	70	0.047
PAPS_reduct	PF01507.19	174	D3964.contig1_19	295	9.1e-23
DUF5530	PF17670.1	141	D3964.contig1_20	100	0.052
B277	PF17623.2	277	D3964.contig1_20	100	0.062
Phage_rep_org_N	PF09681.10	121	D3964.contig1_22	289	5.5e-24
DUF4373	PF14297.6	96	D3964.contig1_22	289	0.0072
Hjc	PF01870.18	93	D3964.contig1_23	133	0.025
SSB	PF00436.25	104	D3964.contig1_24	137	1.1e-22
RecT	PF03837.14	199	D3964.contig1_25	282	2.7e-44
DUF1351	PF07083.11	210	D3964.contig1_26	306	1.5e-38
YqaJ	PF09588.10	148	D3964.contig1_27	220	1.6e-21
ANT	PF03374.14	108	D3964.contig1_31	258	2.2e-33
AntA	PF08346.12	68	D3964.contig1_31	258	2.9e-18
Borrelia_orfA	PF02414.15	291	D3964.contig1_32	78	0.0081
GED	PF02212.18	92	D3964.contig1_32	78	0.047
Phage_pRha	PF09669.10	88	D3964.contig1_35	69	1.6e-09
RPA_C	PF08784.11	104	D3964.contig1_36	185	0.0041
zf-ribbon_3	PF13248.6	26	D3964.contig1_37	96	0.0001
DZR	PF12773.7	49	D3964.contig1_37	96	0.0029
HTH_3	PF01381.22	55	D3964.contig1_38	62	1.5e-08
HTH_19	PF12844.7	65	D3964.contig1_38	62	1.9e-07
HTH_26	PF13443.6	63	D3964.contig1_38	62	1.7e-06
HTH_31	PF13560.6	64	D3964.contig1_38	62	1.2e-05
HTH_3	PF01381.22	55	D3964.contig1_39	139	6.3e-12
HTH_19	PF12844.7	65	D3964.contig1_39	139	9.8e-09
HTH_31	PF13560.6	64	D3964.contig1_39	139	2.4e-07
HTH_26	PF13443.6	63	D3964.contig1_39	139	5.5e-07
Phage_CI_repr	PF07022.13	65	D3964.contig1_39	139	0.0089
Peptidase_M78	PF06114.13	123	D3964.contig1_40	144	4.6e-11
Peptidase_U49	PF10463.9	206	D3964.contig1_40	144	0.019
Resolvase	PF00239.21	146	D3964.contig1_44	473	3.7e-29
Recombinase	PF07508.13	104	D3964.contig1_44	473	7.4e-12
Zn_ribbon_recom	PF13408.6	58	D3964.contig1_44	473	3.8e-08
