target	acc	tlen	query	qlen	evalue
DUF4080	PF13311.6	188	D4284.contig1_1	81	0.032
HTH_38	PF13936.6	44	D4284.contig1_2	916	1.3e-11
HTH_23	PF13384.6	50	D4284.contig1_2	916	7.6e-10
HTH_7	PF02796.15	45	D4284.contig1_2	916	1.9e-09
Sigma70_r4_2	PF08281.12	54	D4284.contig1_2	916	2.2e-08
HTH_3	PF01381.22	55	D4284.contig1_2	916	1.2e-07
HTH_31	PF13560.6	64	D4284.contig1_2	916	7.5e-05
RdRP	PF05183.12	586	D4284.contig1_2	916	0.00043
LacI	PF00356.21	46	D4284.contig1_2	916	0.00096
DUF2800	PF10926.8	363	D4284.contig1_3	186	3.2e-06
Hjc	PF01870.18	93	D4284.contig1_4	97	0.068
PASTA	PF03793.19	63	D4284.contig1_6	183	0.0011
DUF4514	PF14986.6	60	D4284.contig1_9	43	0.0063
DUF1965	PF09248.10	69	D4284.contig1_13	65	0.12
DUF4378	PF14309.6	165	D4284.contig1_20	417	0.006
DUF3624	PF12292.8	76	D4284.contig1_25	53	0.04
TPR_19	PF14559.6	68	D4284.contig1_26	52	0.0015
Cytochrom_B562	PF07361.11	102	D4284.contig1_26	52	0.022
Helicase_C	PF00271.31	111	D4284.contig1_27	413	8.4e-05
RHH_8	PF17723.1	119	D4284.contig1_27	413	0.022
N6_Mtase	PF02384.16	312	D4284.contig1_29	283	2.5e-08
DUF5032	PF16435.5	273	D4284.contig1_30	159	0.03
AAA_16	PF13191.6	170	D4284.contig1_31	1353	0.0084
RP853	PF17542.2	317	D4284.contig1_33	71	0.13
Hydrolase_2	PF07486.12	104	D4284.contig1_37	189	2.4e-12
RNHCP	PF12647.7	90	D4284.contig1_38	320	0.023
DUF3310	PF11753.8	60	D4284.contig1_39	84	1.3e-22
Peptidase_A25	PF03418.14	354	D4284.contig1_43	257	0.029
AAA_23	PF13476.6	200	D4284.contig1_44	284	0.0027
DUF772	PF05598.11	73	D4284.contig1_45	486	1e-10
DDE_Tnp_1_6	PF13751.6	125	D4284.contig1_45	486	0.0068
DUF2371	PF10177.9	140	D4284.contig1_47	57	0.025
DUF3216	PF11505.8	91	D4284.contig1_47	57	0.039
SAYSvFN	PF10260.9	70	D4284.contig1_48	260	0.071
DUF4367	PF14285.6	110	D4284.contig1_50	73	0.0048
UAE_UbL	PF14732.6	89	D4284.contig1_50	73	0.0077
TF_Zn_Ribbon	PF08271.12	43	D4284.contig1_52	105	0.00096
DZR	PF12773.7	49	D4284.contig1_52	105	0.0012
CAF1A	PF12253.8	76	D4284.contig1_52	105	0.0082
DUF919	PF06034.11	62	D4284.contig1_59	53	0.023
DZR	PF12773.7	49	D4284.contig1_60	106	0.00082
Phage_integrase	PF00589.22	172	D4284.contig1_61	417	3.2e-13
